account_id,citizen_id,bank_name,account_number,ifsc
ACC004457,CID005187,Bank of Baroda,138145094940,SBIN255371
ACC004458,CID005188,Canara Bank,443064236958,SBIN741058
ACC004459,CID005189,HDFC Bank,392852267997,SBIN805547
ACC004460,CID005190,Canara Bank,868673443561,SBIN400391
ACC004461,CID005191,Axis Bank,990062490456,SBIN652272
ACC004462,CID005192,Canara Bank,151711251896,SBIN101446
ACC004463,CID005193,HDFC Bank,315186958034,SBIN556574
ACC004464,CID005195,Bank of Baroda,187958111213,SBIN668981
ACC004465,CID005196,Union Bank,562159760482,SBIN986372
ACC004466,CID005198,HDFC Bank,797860382680,SBIN806492
ACC004467,CID005199,ICICI Bank,584692266314,SBIN638143
ACC004468,CID005200,HDFC Bank,209155518718,SBIN478259
ACC004469,CID005201,Union Bank,247834986433,SBIN339448
ACC004470,CID005202,Canara Bank,105128052707,SBIN596281
ACC004471,CID005203,Bank of Baroda,688553582919,SBIN453726
ACC004472,CID005204,HDFC Bank,830154411527,SBIN891802
ACC004473,CID005205,HDFC Bank,893698694141,SBIN949116
ACC004474,CID005206,SBI,692691169586,SBIN517879
ACC004475,CID005207,SBI,698310439572,SBIN923618
ACC004476,CID005208,SBI,813998017868,SBIN151497
ACC004477,CID005209,Union Bank,296336299765,SBIN528490
ACC004478,CID005210,Union Bank,784986941528,SBIN685373
ACC004479,CID005211,Union Bank,623849222700,SBIN114311
ACC004480,CID005212,Axis Bank,677793563428,SBIN154739
ACC004481,CID005213,Canara Bank,277181541577,SBIN497023
ACC004482,CID005214,HDFC Bank,436404575131,SBIN775502
ACC004483,CID005215,HDFC Bank,332680890286,SBIN218726
ACC004484,CID005216,Union Bank,167304256436,SBIN203579
ACC004485,CID005217,Bank of Baroda,883872640747,SBIN829600
ACC004486,CID005218,HDFC Bank,632662986628,SBIN437736
ACC004487,CID005219,Union Bank,976102521537,SBIN556883
ACC004488,CID005220,Canara Bank,372641325474,SBIN795503
ACC004489,CID005221,Bank of Baroda,535893836001,SBIN632972
ACC004490,CID005222,Union Bank,947913941247,SBIN651101
ACC004491,CID005224,Bank of Baroda,979526569622,SBIN868832
ACC004492,CID005225,Axis Bank,763841010683,SBIN405250
ACC004493,CID005226,SBI,678636474926,SBIN856770
ACC004494,CID005227,SBI,506522448434,SBIN417074
ACC004495,CID005228,Bank of Baroda,163710512059,SBIN852301
ACC004496,CID005229,Union Bank,122229704949,SBIN362160
ACC004497,CID005231,Axis Bank,979188565091,SBIN847522
ACC004498,CID005232,Canara Bank,294346023993,SBIN984816
ACC004499,CID005233,Bank of Baroda,992809888102,SBIN370906
ACC004500,CID005234,Bank of Baroda,615252980751,SBIN940675
ACC004501,CID005235,SBI,583393905520,SBIN809351
ACC004502,CID005236,ICICI Bank,199311907830,SBIN838766
ACC004503,CID005237,Union Bank,618115438348,SBIN183357
ACC004504,CID005238,HDFC Bank,162569107161,SBIN416153
ACC004505,CID005239,Union Bank,335620029439,SBIN425999
ACC004506,CID005240,SBI,548843408515,SBIN891971
ACC004507,CID005241,Bank of Baroda,803783448325,SBIN145083
ACC004508,CID005242,ICICI Bank,139417124789,SBIN667193
ACC004509,CID005243,Canara Bank,648836752430,SBIN205781
ACC004510,CID005244,SBI,819361271088,SBIN990986
ACC004511,CID005245,HDFC Bank,668755497520,SBIN508886
ACC004512,CID005246,Canara Bank,432563921364,SBIN235304
ACC004513,CID005247,ICICI Bank,504543634154,SBIN149682
ACC004514,CID005248,Union Bank,997087546288,SBIN566897
ACC004515,CID005249,SBI,111091076041,SBIN230872
ACC004516,CID005250,SBI,819216404090,SBIN925237
ACC004517,CID005251,Canara Bank,207869971971,SBIN850438
ACC004518,CID005252,Canara Bank,430318544442,SBIN693259
ACC004519,CID005253,Axis Bank,137812037712,SBIN931173
ACC004520,CID005254,Canara Bank,216549681383,SBIN737063
ACC004521,CID005255,Axis Bank,372232072950,SBIN855240
ACC004522,CID005258,Axis Bank,419863499042,SBIN865028
ACC004523,CID005259,HDFC Bank,593500469050,SBIN545258
ACC004524,CID005261,HDFC Bank,205686370982,SBIN655189
ACC004525,CID005262,HDFC Bank,892893987198,SBIN747889
ACC004526,CID005263,Axis Bank,454600892226,SBIN942044
ACC004527,CID005264,Union Bank,628978838932,SBIN701497
ACC004528,CID005265,ICICI Bank,827798760396,SBIN641398
ACC004529,CID005268,Union Bank,891465688542,SBIN756257
ACC004530,CID005269,SBI,180991737908,SBIN568461
ACC004531,CID005270,Canara Bank,764064523168,SBIN925022
ACC004532,CID005271,HDFC Bank,249165844282,SBIN322026
ACC004533,CID005274,Union Bank,712754244715,SBIN341532
ACC004534,CID005276,ICICI Bank,231373801352,SBIN659278
ACC004535,CID005279,Bank of Baroda,720368657290,SBIN224929
ACC004536,CID005280,HDFC Bank,633126527749,SBIN300835
ACC004537,CID005282,Axis Bank,218262938102,SBIN755817
ACC004538,CID005283,ICICI Bank,353309534079,SBIN219272
ACC004539,CID005284,SBI,132782074404,SBIN970096
ACC004540,CID005285,Bank of Baroda,728292388759,SBIN228865
ACC004541,CID005286,Union Bank,140648631084,SBIN974090
ACC004542,CID005287,HDFC Bank,968852187337,SBIN650189
ACC004543,CID005288,Axis Bank,400696093748,SBIN661933
ACC004544,CID005289,Axis Bank,505988348585,SBIN724161
ACC004545,CID005290,SBI,286305249487,SBIN775793
ACC004546,CID005291,HDFC Bank,920840457857,SBIN380748
ACC004547,CID005292,SBI,483798809792,SBIN380732
ACC004548,CID005293,Bank of Baroda,313391592154,SBIN479256
ACC004549,CID005295,ICICI Bank,470412645742,SBIN781791
ACC004550,CID005296,ICICI Bank,636388985802,SBIN714123
ACC004551,CID005297,Axis Bank,216612601629,SBIN984245
ACC004552,CID005298,HDFC Bank,725429367537,SBIN499506
ACC004553,CID005299,Canara Bank,553995213717,SBIN820305
ACC004554,CID005300,Canara Bank,261779371738,SBIN737202
ACC004555,CID005301,Union Bank,282275272684,SBIN426343
ACC004556,CID005302,ICICI Bank,736280551028,SBIN982815
ACC004557,CID005303,SBI,350285339282,SBIN141487
ACC004558,CID005304,Bank of Baroda,975497228701,SBIN808103
ACC004559,CID005305,Axis Bank,480070195213,SBIN842742
ACC004560,CID005306,SBI,892714419012,SBIN780194
ACC004561,CID005308,Axis Bank,275925001297,SBIN510810
ACC004562,CID005309,SBI,529304489578,SBIN203601
ACC004563,CID005310,SBI,942716937881,SBIN591376
ACC004564,CID005312,Union Bank,321050419417,SBIN655051
ACC004565,CID005313,Union Bank,527770443933,SBIN845299
ACC004566,CID005314,Bank of Baroda,833833073035,SBIN549736
ACC004567,CID005315,Union Bank,520163939944,SBIN717405
ACC004568,CID005316,HDFC Bank,616016766977,SBIN226666
ACC004569,CID005318,Union Bank,804840145409,SBIN684994
ACC004570,CID005319,SBI,656291159510,SBIN592302
ACC004571,CID005320,Canara Bank,268615753778,SBIN572602
ACC004572,CID005321,Bank of Baroda,846797002423,SBIN693532
ACC004573,CID005322,Axis Bank,496636046966,SBIN552372
ACC004574,CID005323,ICICI Bank,819383931459,SBIN986506
ACC004575,CID005324,Union Bank,236881505030,SBIN387398
ACC004576,CID005325,ICICI Bank,900990473096,SBIN775697
ACC004577,CID005326,Bank of Baroda,606983626960,SBIN497487
ACC004578,CID005327,HDFC Bank,576772845878,SBIN266182
ACC004579,CID005329,HDFC Bank,437513951262,SBIN909441
ACC004580,CID005330,Canara Bank,968256510955,SBIN760978
ACC004581,CID005331,Axis Bank,858849478453,SBIN228311
ACC004582,CID005332,ICICI Bank,123593900569,SBIN505105
ACC004583,CID005333,ICICI Bank,548022404798,SBIN643840
ACC004584,CID005334,HDFC Bank,643152044586,SBIN111466
ACC004585,CID005335,Axis Bank,445556711741,SBIN947096
ACC004586,CID005336,Axis Bank,168674125202,SBIN343303
ACC004587,CID005338,HDFC Bank,928986231578,SBIN418582
ACC004588,CID005339,SBI,104930540302,SBIN152744
ACC004589,CID005340,Axis Bank,801586233481,SBIN790127
ACC004590,CID005341,Axis Bank,385504397194,SBIN501801
ACC004591,CID005342,HDFC Bank,753170396870,SBIN669820
ACC004592,CID005343,HDFC Bank,991315840243,SBIN211445
ACC004593,CID005344,ICICI Bank,514571762706,SBIN595327
ACC004594,CID005345,Axis Bank,536650462107,SBIN256734
ACC004595,CID005347,Axis Bank,655577247340,SBIN936105
ACC004596,CID005348,ICICI Bank,907919531774,SBIN131607
ACC004597,CID005349,Union Bank,627028873949,SBIN713465
ACC004598,CID005350,HDFC Bank,151025272071,SBIN605753
ACC004599,CID005351,HDFC Bank,649956950637,SBIN600458
ACC004600,CID005352,SBI,771027471095,SBIN588913
ACC004601,CID005353,Union Bank,836604181060,SBIN103697
ACC004602,CID005354,Canara Bank,315915764281,SBIN566086
ACC004603,CID005355,HDFC Bank,821482388490,SBIN682811
ACC004604,CID005356,Canara Bank,676055706486,SBIN687707
ACC004605,CID005357,Canara Bank,767925688205,SBIN347460
ACC004606,CID005358,Axis Bank,798823158056,SBIN882485
ACC004607,CID005359,Union Bank,891176980347,SBIN497074
ACC004608,CID005360,Union Bank,702150629733,SBIN113415
ACC004609,CID005363,Bank of Baroda,177785926423,SBIN242683
ACC004610,CID005364,Canara Bank,284754525437,SBIN641561
ACC004611,CID005365,Union Bank,414377768503,SBIN633922
ACC004612,CID005366,Union Bank,207731485368,SBIN710642
ACC004613,CID005367,HDFC Bank,728039772113,SBIN178840
ACC004614,CID005368,Union Bank,354150000905,SBIN498187
ACC004615,CID005369,HDFC Bank,899118710804,SBIN449255
ACC004616,CID005370,Axis Bank,721653111288,SBIN722685
ACC004617,CID005371,Union Bank,305059574130,SBIN458066
ACC004618,CID005372,Axis Bank,480068413317,SBIN392416
ACC004619,CID005373,Bank of Baroda,660277683922,SBIN791596
ACC004620,CID005374,Axis Bank,931417099079,SBIN372688
ACC004621,CID005375,Bank of Baroda,871248678471,SBIN767136
ACC004622,CID005376,Canara Bank,182552189177,SBIN931806
ACC004623,CID005377,SBI,190892477222,SBIN343352
ACC004624,CID005378,SBI,764287464657,SBIN376325
ACC004625,CID005379,HDFC Bank,680857398017,SBIN808297
ACC004626,CID005380,SBI,712038316452,SBIN878350
ACC004627,CID005382,SBI,866679041276,SBIN159798
ACC004628,CID005383,HDFC Bank,796285795513,SBIN196462
ACC004629,CID005384,Union Bank,378735228442,SBIN339608
ACC004630,CID005385,Canara Bank,822697096918,SBIN935115
ACC004631,CID005386,HDFC Bank,408762167272,SBIN116508
ACC004632,CID005387,Axis Bank,811168188974,SBIN213843
ACC004633,CID005388,HDFC Bank,707766840968,SBIN509574
ACC004634,CID005389,Bank of Baroda,666062238798,SBIN410466
ACC004635,CID005390,Bank of Baroda,416145402889,SBIN918090
ACC004636,CID005392,Canara Bank,392902814328,SBIN519721
ACC004637,CID005393,Axis Bank,607806100616,SBIN768765
ACC004638,CID005394,SBI,992799840730,SBIN777689
ACC004639,CID005395,Canara Bank,860926734758,SBIN810997
ACC004640,CID005396,ICICI Bank,793491255467,SBIN596445
ACC004641,CID005397,Bank of Baroda,952917422104,SBIN680497
ACC004642,CID005398,Union Bank,468577456204,SBIN132633
ACC004643,CID005399,Bank of Baroda,838549708865,SBIN593762
ACC004644,CID005400,Axis Bank,257445828806,SBIN955776
ACC004645,CID005401,HDFC Bank,227134968525,SBIN144534
ACC004646,CID005402,Bank of Baroda,275915911707,SBIN534099
ACC004647,CID005403,Bank of Baroda,277261059155,SBIN685637
ACC004648,CID005404,Union Bank,423094970786,SBIN919338
ACC004649,CID005406,Axis Bank,838520283232,SBIN489927
ACC004650,CID005407,ICICI Bank,502960554519,SBIN994564
ACC004651,CID005408,SBI,976276767679,SBIN654568
ACC004652,CID005409,SBI,798814160616,SBIN952546
ACC004653,CID005410,Bank of Baroda,456452448555,SBIN585549
ACC004654,CID005411,Canara Bank,645742472391,SBIN467700
ACC004655,CID005412,HDFC Bank,668026589531,SBIN137736
ACC004656,CID005413,HDFC Bank,426523334925,SBIN166757
ACC004657,CID005414,Union Bank,954656306140,SBIN703668
ACC004658,CID005415,Axis Bank,572969419603,SBIN194706
ACC004659,CID005416,HDFC Bank,756095620882,SBIN161260
ACC004660,CID005418,Axis Bank,373543775751,SBIN285592
ACC004661,CID005419,Axis Bank,288014101309,SBIN152297
ACC004662,CID005420,Union Bank,687270959501,SBIN525685
ACC004663,CID005421,Bank of Baroda,915010841493,SBIN810759
ACC004664,CID005422,SBI,697755752468,SBIN763416
ACC004665,CID005423,Axis Bank,232109739611,SBIN109895
ACC004666,CID005424,HDFC Bank,553654964005,SBIN533604
ACC004667,CID005426,HDFC Bank,917248569525,SBIN609774
ACC004668,CID005427,HDFC Bank,583082554787,SBIN454740
ACC004669,CID005428,Axis Bank,680436086565,SBIN599298
ACC004670,CID005429,Axis Bank,387525181465,SBIN619552
ACC004671,CID005430,HDFC Bank,646704418648,SBIN551953
ACC004672,CID005431,HDFC Bank,243072727181,SBIN844634
ACC004673,CID005432,Axis Bank,229081522256,SBIN511830
ACC004674,CID005434,HDFC Bank,244987905641,SBIN931666
ACC004675,CID005436,HDFC Bank,115906182886,SBIN855836
ACC004676,CID005437,HDFC Bank,316766094405,SBIN262029
ACC004677,CID005438,HDFC Bank,747708850924,SBIN334420
ACC004678,CID005439,Bank of Baroda,428956027972,SBIN579695
ACC004679,CID005440,Canara Bank,333429783130,SBIN420981
ACC004680,CID005441,Axis Bank,122023311447,SBIN256891
ACC004681,CID005443,Axis Bank,642719931581,SBIN656312
ACC004682,CID005444,ICICI Bank,451953978202,SBIN780347
ACC004683,CID005446,Bank of Baroda,926883849411,SBIN634226
ACC004684,CID005447,Bank of Baroda,905464529787,SBIN632313
ACC004685,CID005448,Bank of Baroda,188542593761,SBIN594235
ACC004686,CID005449,Union Bank,218948068069,SBIN496082
ACC004687,CID005450,Axis Bank,157536534861,SBIN337893
ACC004688,CID005451,Axis Bank,857709225286,SBIN434764
ACC004689,CID005453,Bank of Baroda,627899638245,SBIN311959
ACC004690,CID005454,Canara Bank,571810039151,SBIN554340
ACC004691,CID005455,Bank of Baroda,481514276262,SBIN847717
ACC004692,CID005456,Axis Bank,358318954738,SBIN538014
ACC004693,CID005458,Bank of Baroda,780983868897,SBIN272608
ACC004694,CID005459,Union Bank,584299901988,SBIN969725
ACC004695,CID005460,SBI,893951944423,SBIN892132
ACC004696,CID005461,HDFC Bank,552539322583,SBIN285138
ACC004697,CID005463,Axis Bank,261240630945,SBIN728096
ACC004698,CID005466,SBI,402174726599,SBIN341999
ACC004699,CID005467,HDFC Bank,570533403381,SBIN868367
ACC004700,CID005469,Bank of Baroda,476270749787,SBIN725275
ACC004701,CID005470,HDFC Bank,613094479737,SBIN152098
ACC004702,CID005471,Bank of Baroda,978790301662,SBIN143662
ACC004703,CID005472,Canara Bank,523621965470,SBIN198531
ACC004704,CID005473,ICICI Bank,737683625544,SBIN294390
ACC004705,CID005474,Axis Bank,172088264845,SBIN516898
ACC004706,CID005475,Bank of Baroda,996783273523,SBIN999747
ACC004707,CID005476,HDFC Bank,182856406461,SBIN141640
ACC004708,CID005477,Bank of Baroda,839561126729,SBIN708262
ACC004709,CID005478,Axis Bank,639112038855,SBIN670303
ACC004710,CID005480,SBI,629808201520,SBIN265640
ACC004711,CID005481,HDFC Bank,115954055716,SBIN841789
ACC004712,CID005482,ICICI Bank,619569390020,SBIN283466
ACC004713,CID005483,HDFC Bank,143634836175,SBIN858806
ACC004714,CID005484,Axis Bank,666290954319,SBIN788996
ACC004715,CID005487,Axis Bank,691283266232,SBIN538136
ACC004716,CID005488,Axis Bank,811947170461,SBIN879981
ACC004717,CID005489,HDFC Bank,539198421934,SBIN908344
ACC004718,CID005490,Bank of Baroda,230462789879,SBIN297188
ACC004719,CID005491,Union Bank,882064540288,SBIN470618
ACC004720,CID005492,HDFC Bank,555267736388,SBIN434112
ACC004721,CID005493,SBI,129881839255,SBIN597893
ACC004722,CID005494,SBI,838270147776,SBIN494744
ACC004723,CID005495,ICICI Bank,546446993279,SBIN993607
ACC004724,CID005496,SBI,375878448928,SBIN206533
ACC004725,CID005497,Union Bank,322394693192,SBIN770461
ACC004726,CID005498,Axis Bank,297840252700,SBIN353211
ACC004727,CID005499,ICICI Bank,938350483230,SBIN672706
ACC004728,CID005502,Union Bank,703438068695,SBIN733099
ACC004729,CID005503,Bank of Baroda,720637323257,SBIN105667
ACC004730,CID005504,HDFC Bank,768156402733,SBIN487772
ACC004731,CID005505,Bank of Baroda,754740994043,SBIN332069
ACC004732,CID005506,ICICI Bank,833095451048,SBIN580207
ACC004733,CID005507,ICICI Bank,568354840286,SBIN549043
ACC004734,CID005508,Bank of Baroda,668097710984,SBIN334684
ACC004735,CID005509,ICICI Bank,562571684883,SBIN406470
ACC004736,CID005510,ICICI Bank,830083105323,SBIN233071
ACC004737,CID005511,Bank of Baroda,141124605861,SBIN292074
ACC004738,CID005512,SBI,334254083192,SBIN280227
ACC004739,CID005513,HDFC Bank,509344025788,SBIN344178
ACC004740,CID005514,HDFC Bank,780120316645,SBIN115000
ACC004741,CID005515,Canara Bank,262851045333,SBIN864465
ACC004742,CID005516,Bank of Baroda,401525630936,SBIN881831
ACC004743,CID005517,ICICI Bank,432397992880,SBIN512438
ACC004744,CID005518,Union Bank,582323551636,SBIN930126
ACC004745,CID005519,Bank of Baroda,820269632921,SBIN222225
ACC004746,CID005520,ICICI Bank,870078204274,SBIN983320
ACC004747,CID005521,SBI,885431809635,SBIN598036
ACC004748,CID005522,Bank of Baroda,351332548520,SBIN939088
ACC004749,CID005523,SBI,817526551875,SBIN811050
ACC004750,CID005524,Bank of Baroda,723133929288,SBIN678382
ACC004751,CID005525,Axis Bank,517931847759,SBIN914145
ACC004752,CID005526,Bank of Baroda,181749645691,SBIN177460
ACC004753,CID005528,ICICI Bank,372941308482,SBIN516903
ACC004754,CID005529,HDFC Bank,729276273853,SBIN158624
ACC004755,CID005530,Canara Bank,904746651016,SBIN885640
ACC004756,CID005531,HDFC Bank,209392709033,SBIN346852
ACC004757,CID005532,ICICI Bank,239490546678,SBIN722532
ACC004758,CID005533,SBI,160111831315,SBIN699256
ACC004759,CID005534,HDFC Bank,796492704531,SBIN176549
ACC004760,CID005535,Bank of Baroda,571893503632,SBIN428365
ACC004761,CID005536,Axis Bank,779511726202,SBIN452782
ACC004762,CID005537,Union Bank,701940115973,SBIN418621
ACC004763,CID005538,Union Bank,716134429775,SBIN330681
ACC004764,CID005540,Bank of Baroda,287966325857,SBIN420990
ACC004765,CID005541,Bank of Baroda,755671338104,SBIN656390
ACC004766,CID005542,HDFC Bank,739790001372,SBIN933663
ACC004767,CID005543,Bank of Baroda,258472636002,SBIN451893
ACC004768,CID005544,Bank of Baroda,590228903512,SBIN214340
ACC004769,CID005545,ICICI Bank,568717370652,SBIN464787
ACC004770,CID005546,Canara Bank,436402818960,SBIN886145
ACC004771,CID005547,Union Bank,934425923361,SBIN138518
ACC004772,CID005548,SBI,382693017818,SBIN813276
ACC004773,CID005550,Canara Bank,199911504681,SBIN413993
ACC004774,CID005552,Bank of Baroda,269394998846,SBIN651785
ACC004775,CID005554,Canara Bank,650141774722,SBIN466157
ACC004776,CID005555,Bank of Baroda,607720625981,SBIN376754
ACC004777,CID005556,Bank of Baroda,213476562019,SBIN850834
ACC004778,CID005558,ICICI Bank,140226724311,SBIN877037
ACC004779,CID005559,Axis Bank,702633555580,SBIN520287
ACC004780,CID005560,SBI,248872953022,SBIN580102
ACC004781,CID005561,Axis Bank,984461971773,SBIN427518
ACC004782,CID005563,HDFC Bank,709858493727,SBIN242011
ACC004783,CID005564,Axis Bank,281025100376,SBIN457937
ACC004784,CID005565,SBI,475662186455,SBIN550618
ACC004785,CID005566,HDFC Bank,277803252298,SBIN330288
ACC004786,CID005569,Bank of Baroda,858041064816,SBIN574200
ACC004787,CID005570,ICICI Bank,763552253416,SBIN772832
ACC004788,CID005571,SBI,984098133245,SBIN568642
ACC004789,CID005572,Union Bank,338777993071,SBIN223991
ACC004790,CID005573,Union Bank,682856706100,SBIN250098
ACC004791,CID005574,Bank of Baroda,920246706438,SBIN101964
ACC004792,CID005575,Union Bank,132681986244,SBIN374178
ACC004793,CID005576,Union Bank,117092815762,SBIN166535
ACC004794,CID005578,HDFC Bank,376801366566,SBIN759732
ACC004795,CID005579,ICICI Bank,143925061894,SBIN454186
ACC004796,CID005580,Axis Bank,160787716059,SBIN377480
ACC004797,CID005581,Bank of Baroda,749688379061,SBIN880119
ACC004798,CID005582,Canara Bank,107561835911,SBIN708448
ACC004799,CID005583,HDFC Bank,305233011029,SBIN994484
ACC004800,CID005585,Bank of Baroda,878219875399,SBIN506614
ACC004801,CID005587,Union Bank,660194462118,SBIN424040
ACC004802,CID005588,Axis Bank,156770310745,SBIN266436
ACC004803,CID005589,ICICI Bank,427928475092,SBIN201440
ACC004804,CID005590,Bank of Baroda,382009156123,SBIN578600
ACC004805,CID005591,SBI,562469129137,SBIN160994
ACC004806,CID005592,Union Bank,586579589257,SBIN450237
ACC004807,CID005593,SBI,863731242448,SBIN218378
ACC004808,CID005594,HDFC Bank,931078849175,SBIN577089
ACC004809,CID005596,Canara Bank,764699013762,SBIN364332
ACC004810,CID005597,HDFC Bank,554982269135,SBIN857088
ACC004811,CID005598,Bank of Baroda,284839915515,SBIN145116
ACC004812,CID005599,Axis Bank,686241918219,SBIN446314
ACC004813,CID005600,SBI,926779852626,SBIN655011
ACC004814,CID005601,HDFC Bank,622631346366,SBIN643700
ACC004815,CID005602,HDFC Bank,798887025431,SBIN633552
ACC004816,CID005603,SBI,501200713388,SBIN454035
ACC004817,CID005604,Bank of Baroda,479255821752,SBIN262716
ACC004818,CID005605,ICICI Bank,826786895134,SBIN545942
ACC004819,CID005607,Canara Bank,398080645585,SBIN762314
ACC004820,CID005608,Bank of Baroda,918154483748,SBIN323526
ACC004821,CID005609,Canara Bank,298008069853,SBIN948330
ACC004822,CID005610,Canara Bank,514342802880,SBIN525835
ACC004823,CID005611,HDFC Bank,806695701756,SBIN621996
ACC004824,CID005612,HDFC Bank,204110071658,SBIN807738
ACC004825,CID005613,SBI,783146764922,SBIN407040
ACC004826,CID005615,HDFC Bank,448654167297,SBIN170023
ACC004827,CID005616,Bank of Baroda,642380309032,SBIN297623
ACC004828,CID005617,Axis Bank,811939754373,SBIN792101
ACC004829,CID005618,Canara Bank,744882864639,SBIN378521
ACC004830,CID005619,HDFC Bank,412102166044,SBIN774837
ACC004831,CID005620,HDFC Bank,700327499054,SBIN923971
ACC004832,CID005621,ICICI Bank,455287168581,SBIN461718
ACC004833,CID005622,ICICI Bank,564096106355,SBIN200234
ACC004834,CID005623,Axis Bank,612177910964,SBIN687540
ACC004835,CID005624,HDFC Bank,536524077540,SBIN361559
ACC004836,CID005625,Canara Bank,338071086480,SBIN592049
ACC004837,CID005626,Canara Bank,363833334477,SBIN567919
ACC004838,CID005627,HDFC Bank,995845853160,SBIN753073
ACC004839,CID005628,HDFC Bank,412870938667,SBIN634657
ACC004840,CID005629,Axis Bank,647285569622,SBIN167119
ACC004841,CID005630,ICICI Bank,209203619232,SBIN841892
ACC004842,CID005632,ICICI Bank,666021351648,SBIN597657
ACC004843,CID005633,Axis Bank,187538376193,SBIN747526
ACC004844,CID005635,Bank of Baroda,352755793121,SBIN805394
ACC004845,CID005636,Canara Bank,313051381262,SBIN147817
ACC004846,CID005637,SBI,182568951441,SBIN629711
ACC004847,CID005638,HDFC Bank,252316070481,SBIN645268
ACC004848,CID005639,Union Bank,733360886858,SBIN290623
ACC004849,CID005640,Bank of Baroda,363807038382,SBIN426217
ACC004850,CID005641,ICICI Bank,897121166825,SBIN474492
ACC004851,CID005642,HDFC Bank,836255644800,SBIN419557
ACC004852,CID005643,HDFC Bank,466620476071,SBIN483082
ACC004853,CID005644,HDFC Bank,858625348232,SBIN657802
ACC004854,CID005646,Union Bank,865319038269,SBIN961353
ACC004855,CID005647,Bank of Baroda,631234155064,SBIN253588
ACC004856,CID005648,Bank of Baroda,140041960093,SBIN497836
ACC004857,CID005649,Axis Bank,225712715476,SBIN843049
ACC004858,CID005651,Canara Bank,596201606669,SBIN531874
ACC004859,CID005652,SBI,311726064601,SBIN791704
ACC004860,CID005653,Bank of Baroda,326245434863,SBIN932143
ACC004861,CID005654,Bank of Baroda,160748413977,SBIN728681
ACC004862,CID005655,HDFC Bank,823492923874,SBIN135369
ACC004863,CID005656,Axis Bank,789166876151,SBIN504365
ACC004864,CID005657,HDFC Bank,110070552040,SBIN767049
ACC004865,CID005658,HDFC Bank,814306714576,SBIN149757
ACC004866,CID005659,ICICI Bank,119419785304,SBIN324353
ACC004867,CID005660,Canara Bank,504542682723,SBIN294043
ACC004868,CID005661,SBI,913961843285,SBIN148835
ACC004869,CID005662,Bank of Baroda,706791113182,SBIN491780
ACC004870,CID005663,SBI,526252355448,SBIN916983
ACC004871,CID005664,SBI,239278391559,SBIN546458
ACC004872,CID005665,SBI,539041350139,SBIN677006
ACC004873,CID005667,SBI,779047247649,SBIN691009
ACC004874,CID005668,Axis Bank,216003822388,SBIN366104
ACC004875,CID005669,Canara Bank,254900037194,SBIN767334
ACC004876,CID005670,Bank of Baroda,377269666294,SBIN231986
ACC004877,CID005671,Canara Bank,447064574283,SBIN281962
ACC004878,CID005674,Union Bank,538877348352,SBIN985623
ACC004879,CID005675,Canara Bank,534943569906,SBIN781886
ACC004880,CID005676,Axis Bank,936368926502,SBIN887336
ACC004881,CID005677,ICICI Bank,965337378853,SBIN911543
ACC004882,CID005678,Union Bank,131294222639,SBIN297626
ACC004883,CID005679,Canara Bank,477328946832,SBIN281834
ACC004884,CID005680,Bank of Baroda,680048832297,SBIN664800
ACC004885,CID005681,Canara Bank,697931736881,SBIN378784
ACC004886,CID005682,Canara Bank,410221332241,SBIN210750
ACC004887,CID005683,ICICI Bank,509140137710,SBIN988728
ACC004888,CID005684,SBI,464504502289,SBIN525467
ACC004889,CID005685,HDFC Bank,562160179344,SBIN893666
ACC004890,CID005686,SBI,535922717980,SBIN116263
ACC004891,CID005688,HDFC Bank,445572349379,SBIN878271
ACC004892,CID005689,Bank of Baroda,637889116381,SBIN460029
ACC004893,CID005690,SBI,387625566045,SBIN410334
ACC004894,CID005691,ICICI Bank,418303328114,SBIN323705
ACC004895,CID005692,Axis Bank,232373144315,SBIN671948
ACC004896,CID005693,SBI,822735391414,SBIN357580
ACC004897,CID005694,Canara Bank,694019257138,SBIN937069
ACC004898,CID005695,HDFC Bank,820286773671,SBIN214589
ACC004899,CID005696,Axis Bank,436774654549,SBIN860842
ACC004900,CID005697,Axis Bank,955440432635,SBIN802302
ACC004901,CID005698,HDFC Bank,849418576265,SBIN668825
ACC004902,CID005699,HDFC Bank,271570002725,SBIN370551
ACC004903,CID005701,SBI,481688147485,SBIN393902
ACC004904,CID005703,HDFC Bank,811715171604,SBIN765296
ACC004905,CID005705,ICICI Bank,474364695246,SBIN376034
ACC004906,CID005706,Union Bank,176759628304,SBIN141749
ACC004907,CID005707,Canara Bank,704266531127,SBIN583645
ACC004908,CID005708,Union Bank,808237851111,SBIN209182
ACC004909,CID005709,Bank of Baroda,717831623835,SBIN184973
ACC004910,CID005710,ICICI Bank,291017868272,SBIN349779
ACC004911,CID005711,SBI,398285431381,SBIN737485
ACC004912,CID005712,Axis Bank,800666568495,SBIN771176
ACC004913,CID005713,Bank of Baroda,236142934260,SBIN223170
ACC004914,CID005714,Bank of Baroda,413528755499,SBIN782886
ACC004915,CID005715,Union Bank,779701669825,SBIN846232
ACC004916,CID005716,Canara Bank,924133815885,SBIN721034
ACC004917,CID005717,Bank of Baroda,382650825862,SBIN816256
ACC004918,CID005719,ICICI Bank,186539849508,SBIN539971
ACC004919,CID005720,Canara Bank,161586214430,SBIN323668
