victim_master_id,case_master_id,victim_name,age_year,gender_id,victim_police
1426,1208,Isaac Khalsa,15,T,False
1427,1208,Sudiksha Deshpande,30,M,False
1428,1208,Jatin Setty,14,M,False
1429,1209,Yauvani Kapadia,17,M,False
1430,1210,Advik Chowdhury,79,M,False
1431,1211,Ojas Baral,69,T,False
1432,1212,Abhimanyu Loyal,69,T,False
1433,1214,Chanchal Dhawan,85,M,False
1434,1215,Lavanya Vora,1,M,False
1435,1216,Daksh Doshi,79,M,False
1436,1217,Gopal Talwar,34,M,False
1437,1218,Siya Garg,39,M,False
1438,1219,Lucky Grewal,84,T,False
1439,1220,Niharika Bhagat,45,F,False
1440,1221,Maanas Oommen,3,F,False
1441,1224,Isaac Raja,52,M,False
1442,1224,Karan Cherian,9,F,False
1443,1224,Indrajit Nagarajan,53,F,False
1444,1225,Ladli Bhargava,48,F,False
1445,1225,Xiti Vora,85,T,False
1446,1225,Devika Shan,63,T,False
1447,1226,Caleb Bedi,66,T,True
1448,1227,Anamika Sen,26,M,False
1449,1228,Rachit Divan,65,F,False
1450,1229,Sathvik Kamdar,27,M,False
1451,1229,Darsh Bail,30,T,False
1452,1230,Nidra Agate,8,F,False
1453,1231,Gayathri Mital,13,M,False
1454,1232,Arin Varma,82,F,False
1455,1232,Theodore Krish,64,M,False
1456,1232,Jagat Chatterjee,80,F,False
1457,1233,Ranbir Lad,7,T,False
1458,1234,Nirja Balan,5,M,False
1459,1235,Gavin Tripathi,2,T,False
1460,1235,Lakshit Kapadia,57,F,False
1461,1235,Bhavya Agarwal,66,F,False
1462,1236,Adweta Nair,56,M,False
1463,1236,Unni Karan,84,M,False
1464,1236,Reyansh Sabharwal,45,T,False
1465,1237,Hiral Badami,42,F,False
1466,1238,Nilima Bajwa,39,M,False
1467,1239,Indali Chakraborty,41,T,False
1468,1240,Devika Raj,72,T,False
1469,1242,Jasmit Tata,2,M,False
1470,1243,Tara Goswami,6,T,False
1471,1244,Anya Bose,49,F,False
1472,1245,Xiti Subramanian,70,F,False
1473,1246,Kritika Dua,75,T,False
1474,1247,Barkha Chakrabarti,21,T,False
1475,1248,Ubika Krish,72,T,False
1476,1249,Oni Yadav,49,M,False
1477,1250,Naveen Prabhakar,36,T,False
1478,1250,Rohan Mallick,36,T,False
1479,1250,Quincy Kota,41,M,False
1480,1251,Watika Dhar,36,M,False
1481,1251,Yashasvi Rajan,34,F,False
1482,1252,Vaishnavi Dada,84,T,False
1483,1252,Hredhaan Taneja,47,M,False
1484,1254,Sachi Virk,37,T,False
1485,1255,Ayaan Vala,16,T,False
1486,1256,Rudra Sundaram,83,T,False
1487,1257,Alexander Gara,5,M,False
1488,1258,Tamanna Lad,75,T,False
1489,1258,Urmi Bahri,38,T,False
1490,1258,Saanvi Parikh,15,M,False
1491,1259,Chanchal Dhillon,84,F,False
1492,1261,Yahvi Bhatti,1,F,False
1493,1261,Arjun Anne,22,M,False
1494,1262,Ekavir Purohit,9,M,False
1495,1263,Girik Aggarwal,70,F,False
1496,1263,Anay Dani,64,F,False
1497,1264,Yatin Nazareth,17,M,False
1498,1265,Widisha Toor,39,F,False
1499,1266,Brinda Saran,24,M,False
1500,1268,Vasana Wali,48,M,False
1501,1268,Vasana Bhat,10,F,False
1502,1269,Chandresh Edwin,71,T,False
1503,1270,Zaitra Mital,56,T,False
1504,1270,Saumya Saha,75,T,False
1505,1271,Hamsini Joshi,21,M,False
1506,1272,Charles Ray,54,T,False
1507,1273,Omya Chacko,75,T,False
1508,1274,Aachal Dutt,37,T,False
1509,1275,Hitesh Borde,21,T,False
1510,1276,Bhavya Loyal,53,F,False
1511,1276,Viraj Bali,35,T,False
1512,1277,Akshay Chandran,76,F,False
1513,1278,Tarak Buch,8,F,False
1514,1280,Arya Sawhney,30,T,False
1515,1280,Wyatt Ahluwalia,59,T,False
1516,1281,Pranit Zachariah,45,M,False
1517,1282,Ishani Jha,13,F,False
1518,1284,Kamya Mistry,21,F,False
1519,1285,Oliver Konda,6,T,False
1520,1285,Ekalinga Baria,84,M,False
1521,1285,Kavya Narula,66,T,False
1522,1286,Sathvik Hari,19,M,False
1523,1287,Kevin Amble,29,F,False
1524,1288,Sachi Nath,15,M,False
1525,1289,Vasana Sharaf,47,T,False
1526,1290,Sara Oommen,29,T,False
1527,1291,Anusha Solanki,15,F,False
1528,1292,Divya Devan,74,M,False
1529,1292,Darsh Halder,1,M,False
1530,1292,Hitesh Bhatnagar,29,F,False
1531,1293,Henry Mistry,23,T,False
1532,1294,Aachal Nagy,79,T,False
1533,1295,Ishita Bhandari,9,T,False
1534,1296,Mitali Subramaniam,33,M,False
1535,1297,Orinder Goswami,53,F,False
1536,1298,Agastya Chana,14,T,False
1537,1299,Onkar Sawhney,85,F,False
1538,1299,Krish Rout,4,M,False
1539,1301,Tristan Raja,20,M,False
1540,1301,Chakradhar Saini,57,T,False
1541,1301,Maanas Shenoy,25,T,False
1542,1304,Aashi Mandal,60,F,False
1543,1306,Harini Chaudhry,12,M,False
1544,1306,Anmol Chadha,3,M,False
1545,1308,Zaitra Saraf,59,T,False
1546,1309,Owen Chand,85,T,False
1547,1310,Chandresh Mody,67,F,False
1548,1310,Nirja Chandra,24,M,False
1549,1310,Tristan Shah,83,F,False
1550,1311,Aahana Sachdeva,26,T,True
1551,1312,Gaurika Baria,47,M,False
1552,1313,Bahadurjit Nazareth,19,T,False
1553,1314,Vasudha Sarraf,28,F,False
1554,1315,Vaishnavi Mand,83,F,False
1555,1315,Amol Vala,17,T,False
1556,1316,Samarth Modi,50,M,False
1557,1317,Faras Ratti,11,F,False
1558,1317,Ayushman Ray,11,T,False
1559,1317,Samesh Grover,84,F,False
1560,1318,Vritti Dar,3,F,False
1561,1319,Abeer Walla,67,F,False
1562,1319,Darika Lala,39,M,False
1563,1320,Chasmum Bahl,67,F,False
1564,1321,Ranveer Agate,62,M,False
1565,1322,Libni Puri,78,T,False
1566,1323,Vamakshi Bhagat,23,F,False
1567,1324,Zarna Bhatti,53,M,False
1568,1324,Nathaniel Ratti,28,M,False
1569,1324,Noah Sachdeva,77,F,False
1570,1325,Qarin Sibal,79,M,False
1571,1326,Alexander Bali,19,F,False
1572,1327,Amruta Kamdar,22,M,False
1573,1328,Chakrika Dhar,7,T,False
1574,1329,Amaira Seth,73,F,False
1575,1330,Indira Pant,16,F,False
1576,1332,Aradhana Ratta,74,T,False
1577,1333,Owen Deshmukh,69,M,False
1578,1335,Advik Mitra,35,T,False
1579,1336,Yatin Chandran,20,F,False
1580,1338,Manan Bhavsar,65,F,False
1581,1338,Utkarsh Bandi,76,T,False
1582,1340,Gayathri Kata,56,M,False
1583,1341,Neelima Walla,24,T,False
1584,1342,Qushi Nath,84,M,False
1585,1343,Rishi Subramaniam,75,M,False
1586,1344,Upkaar Saini,38,F,False
1587,1345,Chanchal Gour,71,M,False
1588,1345,Dayita Maharaj,69,T,False
1589,1347,Vasudha Khare,83,M,False
1590,1347,Idika Brar,19,F,False
1591,1348,Hiral Brar,33,T,False
1592,1349,Aarnav Bedi,84,M,False
1593,1350,Mason Gokhale,75,M,False
1594,1350,Arjun Kadakia,79,T,False
1595,1351,Advik Doshi,19,M,False
1596,1352,Kevin Iyengar,23,M,False
1597,1353,Brijesh Ganguly,84,M,False
1598,1353,Jacob Chanda,53,M,False
1599,1354,Hemal Gaba,20,T,False
1600,1355,Suhani Dutt,61,T,False
1601,1356,Laksh Hegde,18,F,False
1602,1356,Sachi Bhatt,50,T,False
1603,1358,Lakshit Rajagopalan,13,F,False
1604,1359,Chanakya Narayanan,61,M,False
1605,1360,Kai Wali,33,M,False
1606,1361,Luke Patla,25,M,False
1607,1362,Isaac Grover,7,M,False
1608,1363,Caleb Nagar,5,F,False
1609,1364,Ijaya Palla,21,M,False
1610,1364,Bhanumati Mandal,77,F,False
1611,1365,Charles Murty,43,T,False
1612,1366,Nidra Babu,75,M,False
1613,1367,Pallavi Bhagat,51,M,False
1614,1368,Keya Lalla,20,M,False
1615,1368,Tanay Chatterjee,67,T,False
1616,1369,Tanish Sanghvi,23,M,False
1617,1369,Lipika Dasgupta,34,T,False
1618,1370,Chandran Grewal,53,T,False
1619,1370,Vanya Som,68,M,False
1620,1371,Bimala Lad,78,M,False
1621,1372,Warjas Dutta,45,F,False
1622,1372,Hamsini Dhaliwal,2,F,False
1623,1373,Chaaya Devi,1,M,False
1624,1373,Chameli Talwar,75,F,False
1625,1374,Saksham Kant,83,F,False
1626,1375,Unni Sibal,72,M,False
1627,1376,Janaki Ben,10,F,False
1628,1377,Baljiwan Solanki,55,T,False
1629,1377,Chatresh Deo,39,M,False
1630,1378,Priya Setty,52,M,False
1631,1378,Lakshit Prabhu,12,F,False
1632,1380,Vedhika Mall,75,M,False
1633,1380,Aarini Toor,60,M,False
1634,1380,Bakhshi Murty,80,T,False
1635,1382,Shravya Sarkar,53,T,False
1636,1383,Yochana Thaker,60,F,False
1637,1385,Chandresh Bhargava,36,T,False
1638,1386,Arunima Narayanan,67,T,False
1639,1387,Sanya Nazareth,54,M,False
1640,1387,Kevin Manne,69,M,False
1641,1388,Aahana Mittal,6,F,False
1642,1389,Pooja Badal,46,F,False
1643,1389,Eesha Singhal,22,T,False
1644,1390,Simon Vala,43,M,False
1645,1390,Darsh Ghose,71,M,False
1646,1390,Gaurangi Bava,56,T,False
1647,1391,Vidhi Deshmukh,31,T,False
1648,1391,Gayathri Dua,55,M,False
1649,1392,Zayan Bahl,73,F,False
1650,1393,Gaurangi Verma,4,M,False
1651,1393,Anay Sidhu,70,F,False
1652,1393,Devika Dube,84,M,False
1653,1394,Yochana Sandal,46,M,False
1654,1395,Hitesh Salvi,42,M,False
1655,1396,Osha Srivastava,52,M,False
1656,1397,Chaitaly Din,85,F,False
1657,1398,Urishilla Bhalla,77,F,False
1658,1399,Watika Murthy,11,T,False
1659,1399,Samaksh Vohra,84,F,False
1660,1399,Balveer Sethi,66,F,False
1661,1400,Kala Uppal,7,F,False
1662,1401,Nachiket Badal,44,T,False
1663,1403,Lipika Bansal,82,F,False
1664,1404,Osha Swaminathan,77,M,False
1665,1405,Ria Bali,12,M,False
1666,1406,Ati Lall,33,M,False
1667,1407,Charan Chaudry,23,F,False
1668,1407,Utkarsh Naidu,81,M,False
1669,1407,Rushil Rattan,80,F,False
1670,1408,Amara Parikh,22,T,False
1671,1409,Rachana Kamdar,48,M,False
1672,1410,Reva Kaur,59,F,False
1673,1410,Yashodhara Ramaswamy,68,M,False
1674,1411,Keya Pradhan,2,M,False
1675,1412,Lopa Goda,56,F,False
1676,1412,Hemani Parikh,74,T,False
1677,1413,Neel Gandhi,8,T,False
1678,1414,Libni Bhardwaj,8,M,False
1679,1414,Samar Sur,57,T,False
1680,1415,Krishna Sethi,18,T,False
1681,1416,Wridesh Mall,22,T,False
1682,1417,Pallavi Kant,14,F,False
1683,1417,Vinaya Parmar,71,T,False
1684,1418,Anya Raval,2,F,False
1685,1418,Anusha Memon,60,M,False
1686,1419,Ladli Kamdar,39,M,False
1687,1420,Atharv Kalita,19,T,False
1688,1421,Vasana Dhaliwal,36,T,False
1689,1421,Veer Acharya,74,F,False
1690,1422,Vasatika Master,57,F,False
1691,1423,Bimala Atwal,65,M,False
1692,1424,Devika Jhaveri,15,F,False
1693,1425,Alexander Sunder,38,F,False
1694,1425,Tanmayi Chatterjee,23,F,False
1695,1426,Aarnav Dhar,34,M,False
1696,1426,Rudra Konda,1,M,False
1697,1426,Kashish Lall,38,F,False
1698,1427,Eta Devi,34,T,False
1699,1427,Bhavya Chandran,65,F,False
1700,1427,Bimala Dube,49,M,False
1701,1428,Zilmil Dhaliwal,66,T,False
1702,1428,Krishna Deshpande,69,T,False
1703,1428,Baljiwan Balay,45,F,False
1704,1429,Sarthak Kunda,30,T,False
1705,1430,Jackson Kala,17,F,False
1706,1431,Chanchal Savant,79,M,False
1707,1433,Gaurangi Bhatti,32,T,False
1708,1434,Kamala Dutta,9,T,False
1709,1435,Harinakshi Krish,7,F,False
1710,1436,Ronith Kapur,82,T,False
1711,1436,Anika Kala,16,F,False
1712,1437,Chaman Singhal,35,M,False
1713,1438,Daniel Sinha,55,F,False
1714,1439,Jacob Deep,65,M,False
1715,1439,Bhavika Rao,79,M,False
1716,1439,Chameli Sathe,10,T,False
1717,1440,Samesh Halder,46,M,False
1718,1441,Pratyush Sachdev,10,T,False
1719,1442,Hritik Gara,48,M,False
1720,1444,Gaurang Bhatia,63,M,False
1721,1444,Radha Tak,29,M,False
1722,1447,Bishakha Dhawan,12,T,False
1723,1448,Darsh Sridhar,50,M,False
1724,1448,Vedika Chaudhry,3,T,False
1725,1448,Lavanya Bhargava,10,T,False
1726,1450,Kevin Walla,76,T,False
1727,1450,Chandani Nadig,33,T,False
1728,1450,Vedhika Borde,20,T,False
1729,1451,Omkaar Krish,75,T,False
1730,1452,Charan Roy,68,F,False
1731,1452,Qasim Rama,76,F,False
1732,1452,Niharika Kulkarni,59,F,False
1733,1453,Unnati Majumdar,51,F,False
1734,1453,Pooja Ramakrishnan,49,F,False
1735,1455,Netra Deol,56,T,False
1736,1457,Nisha Rege,30,T,False
1737,1458,Nikita Ganguly,77,F,False
1738,1459,Parth Dubey,66,M,False
1739,1460,Jack Kari,1,M,False
1740,1461,Nitesh Wali,17,F,True
1741,1463,Gaurangi Date,2,F,False
1742,1463,Adweta Mani,41,T,False
1743,1463,Nimrat Sha,82,M,False
1744,1464,Arin Rajan,25,M,False
1745,1465,Ekantika Padmanabhan,65,M,False
1746,1465,Kashish Mohan,24,F,False
1747,1466,Jagrati Dua,16,T,False
1748,1467,Sneha Mahajan,79,T,False
1749,1468,Omya Biswas,26,M,False
1750,1469,Naveen Rao,34,T,False
1751,1469,Amruta Mitra,3,F,False
1752,1470,Owen Kala,65,F,False
1753,1470,Yauvani Agrawal,6,T,False
1754,1470,Anusha Buch,34,F,False
1755,1472,Kritika Aurora,49,T,False
1756,1473,Ekanta Yogi,81,F,False
1757,1475,Gagan Reddy,38,M,False
1758,1476,Abdul Randhawa,71,F,False
1759,1477,Hitesh Khatri,61,T,False
1760,1478,Anthony Gour,3,F,False
1761,1479,Yoshita Pillay,84,M,False
1762,1480,Hemangini Kalla,7,M,False
1763,1480,Vivaan Butala,76,M,False
1764,1481,Bimala Sastry,48,T,False
1765,1481,Yash Sawhney,55,M,False
1766,1482,Siya Tara,16,F,False
1767,1483,Avi Dutta,7,F,False
1768,1485,Lakshit Radhakrishnan,79,M,False
1769,1487,Gayathri Korpal,53,F,False
1770,1488,Harshil Swaminathan,74,M,False
1771,1489,Anvi Balasubramanian,53,M,False
1772,1489,Ira Gade,55,M,False
1773,1490,Devansh Dhawan,65,F,False
1774,1491,Abha Wadhwa,79,T,False
1775,1492,Damyanti Ray,29,F,False
1776,1493,Waida Gola,23,F,False
1777,1494,Rohan Master,48,M,False
1778,1495,Zinal Manne,58,T,False
1779,1495,Tara Bajwa,27,F,False
1780,1495,Victor Wagle,14,F,False
1781,1496,Nachiket Bhalla,52,M,False
1782,1497,Theodore Dey,65,M,False
1783,1498,Lipika Kulkarni,9,M,False
1784,1499,Ati Ben,61,T,False
1785,1499,Raghav Dhingra,73,F,False
1786,1500,Mahika Choudhary,41,M,False
1787,1500,Hemani Wali,82,M,False
