accused_master_id,case_master_id,accused_name,age_year,gender_id,person_id
1369,862,Dhruv Shere,69,M,A1
1370,862,Nakul Varma,60,M,A2
1371,863,Jagrati Upadhyay,25,F,A1
1372,864,Mohammed Bansal,52,M,A1
1373,865,Gaurangi Nagarajan,37,M,A1
1374,866,Mahika Handa,17,M,A1
1375,866,Dominic Bawa,27,F,A2
1376,867,Pahal Murty,63,F,A1
1377,868,Wriddhish Varghese,35,M,A1
1378,869,Aarnav Cheema,63,F,A1
1379,870,Radhika Baral,59,M,A1
1380,871,Nikita Bhatnagar,53,M,A1
1381,872,Charita Barad,63,M,A1
1382,874,Sai Atwal,46,F,A1
1383,874,Fariq Narasimhan,64,M,A2
1384,876,Praneel Comar,53,M,A1
1385,877,Arunima Chacko,54,T,A1
1386,878,Madhav Oommen,38,M,A1
1387,878,Rishi Srinivas,54,M,A2
1388,878,Ayushman Oak,35,M,A3
1389,879,Warda Shankar,31,F,A1
1390,879,Ekanta Pillay,30,M,A2
1391,880,Abhimanyu Murty,33,M,A1
1392,880,Frederick Desai,53,M,A2
1393,881,Chaaya Barad,33,M,A1
1394,882,Januja Borde,39,M,A1
1395,884,Farhan Kata,44,M,A1
1396,884,Aradhana Mukhopadhyay,54,M,A2
1397,885,Amruta Ben,53,M,A1
1398,885,Ekapad Chandra,70,M,A2
1399,886,Finn Natt,31,M,A1
1400,887,Nikita Ahluwalia,43,M,A1
1401,888,Reyansh Wable,68,M,A1
1402,889,Widisha Agarwal,21,M,A1
1403,889,Nidra Halder,39,M,A2
1404,889,Kabir Gour,43,M,A3
1405,891,Jatin Pillay,52,M,A1
1406,892,Raghav Kibe,41,M,A1
1407,893,Samar Sachdev,58,M,A1
1408,895,Naveen Srinivasan,24,F,A1
1409,896,Amrita Prabhakar,62,M,A1
1410,897,Zayyan Konda,18,M,A1
1411,897,Watika Wadhwa,41,M,A2
1412,898,Rishi Grover,65,F,A1
1413,899,Urishilla Khosla,31,M,A1
1414,899,Waida Kari,42,M,A2
1415,900,Tejas Prabhakar,54,F,A1
1416,900,Balhaar Kunda,25,M,A2
1417,901,Zashil Yadav,54,M,A1
1418,902,Arunima Acharya,16,M,A1
1419,902,Ikshita Parikh,29,M,A2
1420,903,Praneel Hayre,23,M,A1
1421,903,Rudra Deo,53,M,A2
1422,904,Samarth Peri,63,M,A1
1423,905,Parth Salvi,20,M,A1
1424,908,Nidra Merchant,34,M,A1
1425,908,Udyati Chand,20,M,A2
1426,908,Jonathan Bhagat,43,F,A3
1427,908,Isaiah Srinivas,32,M,A4
1428,909,Wyatt Yohannan,44,M,A1
1429,909,Harinakshi Vohra,19,M,A2
1430,910,Thomas Chakraborty,63,M,A1
1431,910,Riya Bora,26,M,A2
1432,911,Arjun Balasubramanian,58,M,A1
1433,912,Dakshesh Bal,47,M,A1
1434,913,Manbir Zacharia,27,M,A1
1435,913,Bhavna Swaminathan,45,M,A2
1436,914,Chandran Agate,49,M,A1
1437,914,Yatan Purohit,61,F,A2
1438,915,Jason Keer,50,M,A1
1439,916,Keya Barman,32,M,A1
1440,916,Upma Bera,22,M,A2
1441,916,Sarthak Khosla,65,M,A3
1442,917,Jason Ramanathan,41,M,A1
1443,917,Jeet Wadhwa,30,M,A2
1444,918,Mohammed Bhatti,67,M,A1
1445,919,Raagini Kala,50,M,A1
1446,920,Rachit Rau,17,M,A1
1447,920,Jyoti Oak,32,F,A2
1448,920,Chaaya Handa,21,M,A3
1449,920,Frado Singhal,18,M,A4
1450,921,Upkaar Chopra,26,M,A1
1451,922,Baljiwan Mann,19,M,A1
1452,923,Harsh Chana,70,M,A1
1453,924,Tarak Desai,41,M,A1
1454,924,Ekantika Kara,60,M,A2
1455,925,Advaith Goyal,70,M,A1
1456,925,Avi Balan,19,M,A2
1457,925,Gaurika Sachdeva,39,T,A3
1458,926,Bhanumati Dar,49,M,A1
1459,927,Ikbal Zacharia,69,M,A1
1460,928,Nakul Kale,18,M,A1
1461,929,Aadhya Bansal,32,M,A1
1462,929,Kalpit Venkatesh,38,M,A2
1463,929,Brijesh Peri,22,F,A3
1464,930,Kabir Sandhu,21,T,A1
1465,930,Brijesh Hans,52,M,A2
1466,931,Libni Dube,30,M,A1
1467,932,Qushi Upadhyay,30,F,A1
1468,933,Wyatt Modi,16,M,A1
1469,934,Chatresh Chaudry,64,M,A1
1470,934,Siya Badami,47,M,A2
1471,936,Leena Kothari,42,F,A1
1472,937,Hritik Goyal,41,M,A1
1473,937,Chaitaly Dhaliwal,22,M,A2
1474,938,Omisha Balasubramanian,51,M,A1
1475,938,Owen Kalita,35,M,A2
1476,938,Vedant Venkatesh,23,M,A3
1477,939,Nikita Dalal,22,M,A1
1478,940,Lavanya Radhakrishnan,67,F,A1
1479,941,Gayathri Dara,56,M,A1
1480,941,Rehaan Loke,40,M,A2
1481,941,Manthan Khosla,34,M,A3
1482,941,Yashodhara Magar,31,F,A4
1483,942,Yahvi Jaggi,36,F,A1
1484,942,Finn Hans,66,M,A2
1485,943,Chaaya Bora,32,M,A1
1486,944,Anay Tandon,52,F,A1
1487,945,Kalpit Devan,53,M,A1
1488,946,Ekalinga Hayer,55,M,A1
1489,947,Nandini Chopra,25,M,A1
1490,947,Fariq Shetty,70,M,A2
1491,947,Samarth Gala,45,M,A3
1492,947,Farhan Gade,54,M,A4
1493,949,Meghana Menon,56,M,A1
1494,949,Girindra Sankar,30,M,A2
1495,950,Lucky Sheth,30,M,A1
1496,952,Vincent Zacharia,27,M,A1
1497,952,Ishwar Varma,43,F,A2
1498,953,Jagat Setty,41,M,A1
1499,954,Udarsh Palla,52,F,A1
1500,954,Nathaniel Chadha,18,M,A2
1501,954,Jasmit Aurora,19,M,A3
1502,955,Mitali Shan,54,M,A1
1503,956,Yashica Manne,47,M,A1
1504,957,Siya Tripathi,24,M,A1
1505,957,Balendra Sastry,48,M,A2
1506,958,Atharv Seth,20,F,A1
1507,958,Lajita Brahmbhatt,31,M,A2
1508,959,Wakeeta Barad,61,M,A1
1509,959,Aadi Rastogi,64,F,A2
1510,959,Wazir Pillay,28,M,A3
1511,959,Amruta Balan,37,M,A4
1512,960,Hema Prasad,44,F,A1
1513,960,Zayan Gopal,50,M,A2
1514,960,Triveni Ramesh,47,F,A3
1515,960,Logan Pandit,39,M,A4
1516,961,Nitesh Lad,69,F,A1
1517,961,Falak Grover,54,M,A2
1518,961,Vasudha Gokhale,62,M,A3
1519,962,Yamini Cherian,64,M,A1
1520,962,Kala Pau,27,M,A2
1521,962,Vrishti Venkataraman,58,M,A3
1522,962,Libni Nair,33,M,A4
1523,963,Isaiah Srivastava,55,M,A1
1524,963,Nitesh Batta,41,M,A2
1525,963,Gauri Keer,59,M,A3
1526,964,Eshana Memon,62,M,A1
1527,964,Hritik Narain,31,M,A2
1528,965,Vamakshi Vohra,57,M,A1
1529,965,Wazir Sandhu,38,F,A2
1530,966,Peter Shan,48,M,A1
1531,968,Ati Misra,40,M,A1
1532,968,Lakshit Tailor,67,M,A2
1533,969,Bhavna Gokhale,45,M,A1
1534,970,Laban Ahuja,51,M,A1
1535,971,Sathvik Ahluwalia,33,M,A1
1536,972,Zinal Vohra,30,M,A1
1537,972,Libni Swaminathan,31,M,A2
1538,972,Xalak Kapadia,25,M,A3
1539,972,Saumya Sastry,29,M,A4
1540,973,Ekaraj Vora,45,M,A1
1541,973,Oscar Cherian,17,M,A2
1542,973,Ranveer Bhatnagar,39,M,A3
1543,973,Ryan Dhar,24,M,A4
1544,974,Samar Sheth,40,M,A1
1545,974,Arjun Walia,26,M,A2
1546,975,Ekani Lad,57,M,A1
1547,976,Manya Bera,27,M,A1
1548,976,Ria Dara,66,M,A2
1549,976,Parth Bhatnagar,47,T,A3
1550,977,Tanish Sabharwal,24,M,A1
1551,978,Omisha Das,57,M,A1
1552,979,Zehaan Tara,36,F,A1
1553,980,Garima Koshy,54,M,A1
1554,981,Guneet Desai,16,M,A1
1555,982,Ikshita Kade,66,F,A1
1556,982,Yoshita Parikh,16,M,A2
1557,983,Lipika Bumb,24,M,A1
1558,984,Ijaya Bajwa,35,F,A1
1559,984,Chavvi Issac,47,M,A2
1560,985,Xalak Chander,38,M,A1
1561,985,Maanav Rao,37,F,A2
1562,986,Jack Chowdhury,54,M,A1
1563,987,Tanish Bansal,35,M,A1
1564,987,Reyansh Sankar,61,M,A2
1565,987,Geetika Joshi,70,M,A3
1566,988,Krish Doctor,36,M,A1
1567,988,Keya Dave,64,M,A2
1568,988,Rishi Peri,67,F,A3
1569,988,Lajita Bhatti,32,M,A4
1570,989,Veer Setty,45,M,A1
1571,989,Lucky Majumdar,26,M,A2
1572,989,Panini Parmer,29,M,A3
1573,989,Jeevika Ram,50,M,A4
1574,990,Neel Srinivas,34,M,A1
1575,990,Warda Mall,41,M,A2
1576,991,Kalpit Date,46,M,A1
1577,992,Bhavika Bali,48,M,A1
1578,993,Ijaya Prabhu,31,M,A1
1579,993,Pavani Gera,31,M,A2
1580,994,Daniel Dani,43,M,A1
1581,994,Balvan Johal,46,F,A2
1582,994,Nitara Karpe,67,M,A3
1583,994,Shivani Rastogi,67,M,A4
1584,995,Sara Chhabra,60,M,A1
1585,997,Vyanjana Mital,34,M,A1
1586,999,Rajeshri Ramesh,54,M,A1
1587,999,Manthan Brar,43,M,A2
1588,1000,Oeshi Sandal,36,M,A1
1589,1000,Deepa Narayanan,44,M,A2
1590,1000,Ekansh Dada,54,M,A3
1591,1001,Ekansh Madan,17,M,A1
1592,1001,Divya Krish,35,M,A2
1593,1001,Edhitha Gera,58,M,A3
1594,1002,Rushil Sheth,33,M,A1
1595,1004,Yutika Mann,63,M,A1
1596,1005,Charan Varma,38,M,A1
1597,1005,Onveer Cherian,40,M,A2
1598,1005,Nirja Bhakta,34,M,A3
1599,1007,Lakshit Dyal,30,M,A1
1600,1007,Siya Parekh,50,M,A2
1601,1007,Ria Tripathi,42,M,A3
1602,1008,Ekaja Solanki,50,F,A1
1603,1008,Pranit Gulati,24,M,A2
1604,1009,Yamini Dora,28,M,A1
1605,1010,Gaurang Sampath,17,M,A1
1606,1011,Triveni Rao,68,M,A1
1607,1012,Alka Sanghvi,50,M,A1
1608,1013,Nathaniel Parekh,50,M,A1
1609,1013,Niharika Maharaj,59,F,A2
1610,1015,Dev Chakraborty,45,M,A1
1611,1015,Ethan Kala,44,M,A2
1612,1016,Yuvraj Bassi,17,M,A1
1613,1017,Chasmum Tandon,40,F,A1
1614,1018,Zaitra Date,42,M,A1
1615,1019,Anika Sachdev,60,M,A1
1616,1019,Upkaar Narain,46,M,A2
1617,1020,Harini Lal,57,M,A1
1618,1021,Chaitanya Panchal,49,M,A1
1619,1021,Ekavir Som,55,M,A2
1620,1022,Harish Varma,18,M,A1
1621,1022,Falak Pradhan,38,M,A2
1622,1023,Praneel Batta,58,M,A1
1623,1024,Adweta Edwin,66,M,A1
1624,1024,Deepa Murty,32,M,A2
1625,1024,Januja Suri,34,M,A3
1626,1025,Pavani De,20,M,A1
1627,1026,Ikbal Ranganathan,24,M,A1
1628,1027,Chaitaly Golla,56,M,A1
1629,1027,Priya Sridhar,62,M,A2
1630,1028,Avni Chaudhry,40,M,A1
1631,1029,Hritik Som,38,M,A1
1632,1029,Vasana Talwar,51,M,A2
1633,1030,Faqid Din,49,F,A1
1634,1030,Nitesh Bera,38,M,A2
1635,1030,Zayan Karnik,69,M,A3
1636,1031,Jyoti Lanka,40,F,A1
1637,1031,Dayita Datta,33,M,A2
1638,1032,Dalaja Pillai,56,M,A1
1639,1033,Bhavika Yogi,46,M,A1
1640,1033,Frado Seshadri,58,M,A2
1641,1033,Mitali Jhaveri,48,M,A3
1642,1033,Chaaya Ganesan,30,M,A4
1643,1034,Ekalinga Ram,52,M,A1
1644,1035,Victor Mody,49,M,A1
1645,1036,Arya Kumar,37,M,A1
1646,1037,Alexander Nagi,37,M,A1
1647,1037,Jatin Din,66,M,A2
1648,1038,Henry Mahal,30,F,A1
1649,1038,Laksh Kulkarni,70,F,A2
1650,1038,Viraj Bansal,46,M,A3
1651,1038,Lakshmi Krishnan,28,M,A4
1652,1039,Manya Dugar,51,M,A1
1653,1040,Alexander Goyal,16,M,A1
1654,1040,Parth Agate,59,M,A2
1655,1040,Dev Vig,38,M,A3
1656,1041,Fiyaz Merchant,54,M,A1
1657,1042,Anya Sama,39,M,A1
1658,1043,Tanvi Raval,26,M,A1
1659,1044,Rajata Sant,60,M,A1
1660,1044,Pahal Luthra,18,M,A2
1661,1045,Sanya Naik,30,M,A1
1662,1046,Oni Jain,58,M,A1
1663,1046,Lohit Purohit,27,M,A2
1664,1046,Nathaniel Rama,24,M,A3
1665,1048,Warjas Date,56,M,A1
1666,1049,Farhan Ahluwalia,52,M,A1
1667,1051,Neha Devi,23,M,A1
1668,1052,Henry Pal,61,M,A1
1669,1054,Mohini Kanda,51,M,A1
1670,1055,Ati Ahluwalia,38,M,A1
1671,1055,Gaurav Sunder,41,M,A2
1672,1057,Dominic Bhargava,58,M,A1
1673,1057,Daniel Chand,33,M,A2
1674,1059,Caleb Bali,54,M,A1
1675,1060,Falak Memon,29,M,A1
1676,1060,Lohit Vig,58,M,A2
1677,1061,Odika Chakrabarti,17,M,A1
1678,1061,Urvi Jain,34,F,A2
1679,1062,Tristan Goswami,60,M,A1
1680,1063,Geetika Doshi,67,T,A1
1681,1063,Darpan Ravi,55,M,A2
1682,1063,Radhika Barad,34,M,A3
1683,1064,Vedant Raja,28,F,A1
1684,1064,Nidra Devi,36,M,A2
1685,1065,Maya Parsa,60,M,A1
1686,1066,Gauri Nair,46,M,A1
1687,1067,Chakrika Saxena,48,F,A1
1688,1068,Dipta Parikh,16,M,A1
1689,1070,Irya Pau,52,M,A1
1690,1072,Owen Parmer,70,M,A1
1691,1073,Nikita Sur,58,M,A1
1692,1073,Anirudh Rao,35,F,A2
1693,1073,Daniel Borah,48,F,A3
1694,1074,Bhavya Mohanty,22,M,A1
1695,1074,Umang Bail,17,M,A2
1696,1074,Maya Swaminathan,25,M,A3
1697,1075,Wakeeta Kala,63,F,A1
1698,1076,Mason Kanda,54,M,A1
1699,1077,Akshay Doshi,59,M,A1
1700,1077,Gaurang Rajagopalan,62,M,A2
1701,1077,Sachi Kannan,61,M,A3
1702,1077,Abeer Manda,69,M,A4
1703,1078,Megha Batra,18,T,A1
1704,1078,Wridesh Saini,48,M,A2
1705,1079,Faras Kumer,36,M,A1
1706,1080,Abeer Golla,65,M,A1
1707,1080,Raagini Ganguly,52,M,A2
1708,1081,Gaurangi Bumb,34,M,A1
1709,1082,Varenya Warrior,21,M,A1
1710,1082,Ekalinga Prashad,37,M,A2
1711,1083,Yoshita Devi,29,M,A1
1712,1084,Nachiket Bhargava,49,F,A1
1713,1084,Gaurang Mall,60,M,A2
1714,1086,Jagrati Datta,49,M,A1
1715,1086,Yagnesh Pradhan,27,M,A2
1716,1087,Ronith Agate,40,M,A1
1717,1088,Neel Chakraborty,37,M,A1
1718,1088,Ethan Singh,54,M,A2
1719,1089,Ekalinga Ram,22,M,A1
1720,1089,Nicholas Dora,34,M,A2
1721,1089,Samaksh Dani,38,M,A3
1722,1090,Meera Dua,56,M,A1
1723,1091,Ronith Mohan,53,M,A1
1724,1092,Kai Ganguly,21,M,A1
1725,1093,Hemal Nagi,42,M,A1
1726,1094,Wriddhish Desai,32,M,A1
1727,1094,Triveni Grover,45,F,A2
1728,1095,Faras Brar,53,M,A1
1729,1095,Xalak Ravi,54,M,A2
1730,1096,Amrita Nayak,27,F,A1
1731,1096,Jalsa Khatri,42,M,A2
1732,1097,Avni Date,31,M,A1
1733,1098,Harita Goyal,35,M,A1
1734,1099,Jagat Lata,37,M,A1
1735,1099,Lekha Das,36,M,A2
1736,1100,Tanay Bhalla,40,T,A1
1737,1100,Nitara Kannan,42,M,A2
1738,1100,Upkaar Chawla,41,M,A3
1739,1100,Ayushman Walla,27,M,A4
1740,1101,Avni Nadkarni,26,M,A1
1741,1102,Nirja Om,60,M,A1
1742,1102,Tristan Saxena,48,F,A2
1743,1103,Chakradhar Parikh,66,M,A1
1744,1103,Reva Yadav,31,M,A2
1745,1104,Dominic More,32,M,A1
1746,1105,Mitali Wadhwa,64,M,A1
1747,1105,Warda Gala,38,M,A2
1748,1105,Rushil Dara,42,M,A3
1749,1105,Kritika Pal,19,M,A4
1750,1106,Wahab Divan,28,M,A1
1751,1107,Utkarsh Sampath,25,M,A1
1752,1107,Gagan Tripathi,25,M,A2
1753,1107,Bakhshi Singh,39,M,A3
1754,1108,Ryan Raj,21,M,A1
1755,1108,Hardik Atwal,29,M,A2
1756,1108,Jeet Dugal,16,M,A3
1757,1109,Neha Sridhar,28,M,A1
1758,1110,Michael Dhar,25,M,A1
1759,1110,Yashoda Badal,22,M,A2
1760,1111,Krishna Goswami,60,M,A1
1761,1111,Siddharth Prabhu,41,M,A2
1762,1112,Anita Ranganathan,46,M,A1
1763,1112,Anya Cheema,29,F,A2
1764,1112,Abeer Sunder,27,M,A3
1765,1113,Owen Rattan,51,F,A1
1766,1113,Yashoda Mangat,45,M,A2
1767,1113,Veer Solanki,28,M,A3
1768,1115,Faras Oommen,70,M,A1
1769,1115,Priya Magar,53,F,A2
1770,1116,Vansha Acharya,65,M,A1
1771,1116,Andrew Kulkarni,33,F,A2
1772,1117,Sudiksha Ravi,23,M,A1
1773,1118,Kevin Sarma,34,M,A1
1774,1118,Ayaan Sharma,56,M,A2
1775,1118,Vaishnavi Salvi,59,M,A3
1776,1119,Azaan Vala,22,M,A1
1777,1119,Qabil Kaul,44,F,A2
1778,1120,Anita Mandal,45,M,A1
1779,1120,Bhanumati Srinivasan,44,M,A2
1780,1121,Nandini Mishra,23,M,A1
1781,1121,Shivani More,40,M,A2
1782,1121,Oni Jaggi,58,F,A3
1783,1122,Rushil Barad,21,M,A1
1784,1122,Anita Sandhu,30,M,A2
1785,1123,Chandran Prabhakar,38,M,A1
1786,1124,Farhan Murthy,38,M,A1
1787,1125,Adweta Master,62,M,A1
1788,1125,Damyanti Kurian,56,F,A2
1789,1126,Madhav Kapur,36,M,A1
1790,1126,Falguni Tella,34,M,A2
1791,1126,Kabir Sood,35,M,A3
1792,1127,Zilmil Pall,29,M,A1
1793,1128,Brijesh Mittal,26,F,A1
1794,1128,Rachita Modi,49,M,A2
1795,1128,Devansh Divan,67,F,A3
1796,1128,Chatura Bala,65,M,A4
1797,1129,Maya Parekh,68,M,A1
1798,1129,Ranveer Narayanan,65,M,A2
1799,1130,Aashi Narang,56,M,A1
1800,1130,Lipika Kant,38,M,A2
1801,1131,Krishna Bandi,31,M,A1
1802,1131,Robert Mukherjee,46,T,A2
1803,1131,Brinda Goswami,31,M,A3
1804,1132,Ayaan Bali,45,M,A1
1805,1133,Devansh Shroff,42,F,A1
1806,1134,Champak Gade,70,M,A1
1807,1135,Amol Desai,52,M,A1
1808,1136,Ridhi Bir,65,F,A1
1809,1137,Zaid Bhandari,52,M,A1
1810,1138,Aarna Sura,18,M,A1
1811,1140,Reva Sachdev,20,M,A1
1812,1140,Turvi Chaudry,50,F,A2
1813,1140,Warhi Nagi,62,M,A3
1814,1140,Odika Cherian,28,M,A4
1815,1141,Pranit Dugal,36,M,A1
1816,1142,Raghav Seth,27,M,A1
1817,1142,Quincy Chaudhry,47,M,A2
1818,1142,Frado Chadha,47,F,A3
1819,1143,Chandran Sundaram,23,M,A1
1820,1143,Balendra Kar,68,F,A2
1821,1144,Parth Dhar,51,T,A1
1822,1144,Lipika Kumar,27,F,A2
1823,1144,Thomas Sha,29,M,A3
1824,1145,Ekani Lad,33,M,A1
1825,1146,Dalaja Thakkar,52,M,A1
1826,1147,Krishna Tripathi,28,M,A1
1827,1148,Shaurya Dutta,23,M,A1
1828,1149,Ikshita Chacko,63,M,A1
1829,1150,Tejas Basak,48,M,A1
1830,1150,Eesha Mutti,21,F,A2
1831,1151,Raagini Purohit,60,M,A1
1832,1152,Banjeet Bassi,60,M,A1
1833,1153,Oscar Bose,66,M,A1
1834,1153,Chaman Vaidya,59,M,A2
1835,1154,Hemang Choudhary,17,M,A1
1836,1154,Adweta Yogi,40,M,A2
1837,1154,Lopa More,18,F,A3
1838,1155,Lipika Ratti,29,M,A1
1839,1156,Pranit Choudhury,54,M,A1
1840,1157,Bhavani Gade,24,M,A1
1841,1158,Niharika Mall,57,M,A1
1842,1159,Ansh Ganguly,30,M,A1
1843,1160,Chakradhar Narain,49,M,A1
1844,1160,Anamika Konda,61,M,A2
1845,1161,Nihal Shankar,54,M,A1
1846,1162,Fiyaz Tiwari,19,F,A1
1847,1163,Ikbal Acharya,52,M,A1
1848,1163,Ranveer Dubey,47,M,A2
1849,1165,Amaira Kota,33,M,A1
1850,1166,Indira Saini,28,F,A1
1851,1166,Chandani Palla,57,F,A2
1852,1167,Girindra Devi,33,M,A1
1853,1168,Sai Misra,24,M,A1
1854,1169,Meghana Sundaram,46,M,A1
1855,1170,Faqid Upadhyay,49,M,A1
1856,1170,Yamini Mittal,49,M,A2
1857,1171,Lajita Master,58,M,A1
1858,1172,Mohini Dewan,18,M,A1
1859,1173,Benjamin Narayan,52,M,A1
1860,1174,Agastya Batta,20,M,A1
1861,1176,Jagat Wali,28,F,A1
1862,1177,Vihaan Madan,62,M,A1
1863,1178,Hemal Sami,62,M,A1
1864,1178,Kavya Gala,39,M,A2
1865,1179,Divya Sandal,25,M,A1
1866,1180,Varsha Ramachandran,26,M,A1
1867,1181,Dhriti Ahuja,33,M,A1
1868,1181,Finn Devan,50,F,A2
1869,1181,Gauri Pall,63,M,A3
1870,1182,Hiral Nagi,33,M,A1
1871,1182,Ekta Garg,65,M,A2
1872,1183,Vrinda Pillay,30,M,A1
1873,1183,Saumya Bhavsar,67,M,A2
1874,1184,Damyanti Luthra,31,M,A1
1875,1185,Tripti Iyengar,20,M,A1
1876,1186,Tristan Hayer,20,M,A1
1877,1187,Yashawini Warrior,40,M,A1
1878,1187,Ekansh Pandit,24,M,A2
1879,1188,Dhriti Golla,61,M,A1
1880,1188,Sai Mohan,51,M,A2
1881,1188,Eta Kala,45,M,A3
1882,1189,Raghav Master,27,M,A1
1883,1190,Udarsh Kadakia,48,M,A1
1884,1191,Charles Balakrishnan,34,M,A1
1885,1192,Yoshita Varughese,46,M,A1
1886,1194,Ridhi Shere,43,M,A1
1887,1194,Laksh Mistry,52,T,A2
1888,1195,Watika Dutta,48,M,A1
1889,1195,Henry Butala,50,M,A2
1890,1195,Teerth Balan,50,M,A3
1891,1195,Yadavi Om,33,M,A4
1892,1196,Advay Bajaj,65,M,A1
1893,1196,Henry Saxena,63,M,A2
1894,1197,Dhriti Thaman,33,M,A1
1895,1198,Fariq Anne,40,M,A1
1896,1198,Jeremiah Som,32,F,A2
1897,1198,Krish Murty,65,M,A3
1898,1198,Jairaj Kohli,18,M,A4
1899,1200,Ekaraj Oza,55,M,A1
1900,1200,Samesh Raghavan,29,M,A2
1901,1200,Logan Sarraf,57,F,A3
1902,1201,Gauri Nagy,51,M,A1
1903,1202,Vinaya Grewal,22,F,A1
1904,1203,Tanmayi Bala,21,M,A1
1905,1203,Oviya Radhakrishnan,29,M,A2
1906,1203,Aayush Oza,47,M,A3
1907,1204,Ekiya Jayaraman,20,M,A1
1908,1204,Chandani Rout,21,M,A2
1909,1205,Aishani Dhar,25,F,A1
1910,1205,Oni Joshi,18,M,A2
1911,1206,Edhitha Kakar,68,M,A1
1912,1207,Aarush Ghose,16,T,A1
1913,1208,Ronith Bail,63,M,A1
1914,1208,Jagdish Cherian,61,M,A2
1915,1208,Anika Banerjee,20,M,A3
1916,1208,Dalaja Joshi,46,M,A4
1917,1209,Tanish Ravel,37,M,A1
1918,1210,Reyansh Vala,35,M,A1
1919,1211,Ekansh Garde,36,M,A1
1920,1212,Dominic Bahri,17,F,A1
1921,1212,Warda Magar,49,M,A2
1922,1213,Maanas Dhawan,43,F,A1
1923,1213,Udyati Bala,49,F,A2
1924,1213,Matthew Ramakrishnan,31,M,A3
1925,1214,Bimala Atwal,65,M,A1
1926,1214,Tanish Gera,64,M,A2
1927,1215,Hardik Raj,53,M,A1
1928,1216,Azad Nayak,63,M,A1
1929,1216,Mahika Sachdeva,16,M,A2
1930,1216,Ekaraj Patel,28,M,A3
1931,1217,Laban Nath,69,M,A1
1932,1218,Girik Chopra,69,M,A1
1933,1219,Aryan Kulkarni,64,M,A1
1934,1219,Ati Reddy,20,F,A2
1935,1219,Warhi Choudhry,18,F,A3
1936,1220,Umang Mitra,46,M,A1
1937,1222,Dalaja Sehgal,48,M,A1
1938,1222,Pranit Prashad,42,M,A2
1939,1223,Kalpit Singhal,46,M,A1
1940,1223,Farhan Shroff,31,M,A2
1941,1224,Onkar Sani,70,M,A1
1942,1224,Bhavika Wason,23,M,A2
1943,1225,Arjun Vaidya,28,F,A1
1944,1225,Raksha Chakrabarti,23,M,A2
1945,1226,Saksham Ramaswamy,54,M,A1
1946,1227,Yamini Dugar,70,M,A1
1947,1228,Om Bhatti,33,M,A1
1948,1229,Zilmil Puri,67,M,A1
1949,1229,Bishakha Rau,44,M,A2
1950,1229,Wriddhish Choudhry,46,M,A3
1951,1230,George Rajagopalan,59,M,A1
1952,1230,Wahab Dewan,62,M,A2
1953,1232,Sanaya Butala,62,M,A1
1954,1232,Frederick Nadkarni,56,M,A2
1955,1234,Ekanta Prashad,23,M,A1
1956,1234,Bhanumati Mahajan,31,M,A2
1957,1234,Rachana Sathe,38,M,A3
1958,1236,Nathaniel Kapadia,49,F,A1
1959,1236,Suhani Badal,26,M,A2
1960,1236,Chaitaly Chahal,33,M,A3
1961,1236,Girindra Dewan,64,M,A4
1962,1237,Mitali Contractor,67,F,A1
1963,1238,Frederick Datta,40,M,A1
1964,1238,Luke Shanker,39,M,A2
1965,1239,Ayushman Lalla,32,F,A1
1966,1242,Dayamai Swamy,31,M,A1
1967,1242,Aashi Keer,65,M,A2
1968,1242,Oviya Chacko,26,M,A3
1969,1243,Sneha Aggarwal,48,M,A1
1970,1244,Nilima Sathe,34,F,A1
1971,1244,Chaaya Solanki,62,M,A2
1972,1244,Faris Dutta,69,M,A3
1973,1245,Madhav Dass,63,M,A1
1974,1246,Matthew Chadha,54,M,A1
1975,1246,Rachita Krishnan,16,M,A2
1976,1249,Nidhi Ravel,35,M,A1
1977,1251,Dalbir Jain,51,M,A1
1978,1251,David Jaggi,67,M,A2
1979,1252,Unnati Sachdeva,47,M,A1
1980,1252,Henry Rama,23,M,A2
1981,1253,Jai Bose,34,M,A1
1982,1253,Raksha Oak,51,M,A2
1983,1254,Urishilla Devan,29,M,A1
1984,1255,Upma Dubey,43,M,A1
1985,1256,Utkarsh Baria,48,F,A1
1986,1256,Oni Cherian,26,T,A2
1987,1257,Chaaya Hari,19,M,A1
1988,1258,Rajeshri Dani,53,F,A1
1989,1259,Elijah Agrawal,21,M,A1
1990,1260,Naksh Manda,25,F,A1
1991,1261,Hredhaan Sandal,26,M,A1
1992,1262,Janya Rama,36,M,A1
1993,1263,Wishi Salvi,38,M,A1
1994,1264,Indrajit Devan,37,F,A1
1995,1265,Harita Pathak,44,M,A1
1996,1265,Mohammed Puri,67,M,A2
1997,1266,Ati Sami,69,F,A1
1998,1267,Avi Sharma,56,F,A1
1999,1268,Guneet Sur,30,M,A1
2000,1268,Damyanti Kari,42,M,A2
2001,1270,Zashil Deshpande,42,M,A1
2002,1271,Vamakshi Sahni,55,M,A1
2003,1272,Adya Varughese,21,M,A1
2004,1272,Vivaan Goda,51,M,A2
2005,1273,Shivani Sanghvi,20,F,A1
2006,1273,Aditya Murthy,41,M,A2
2007,1273,Ekanta Sabharwal,48,M,A3
2008,1274,Faraj Bala,24,M,A1
2009,1274,Aashi Din,54,M,A2
2010,1274,Vansha Kade,32,M,A3
