search_id,entity_type,entity_value,case_id
SRCH018091,Case,CASE004243,CASE004243
SRCH018092,Case,CASE003853,CASE003853
SRCH018093,Vehicle,KA22AB9375,CASE009703
SRCH018094,Phone,9797623475,CASE004242
SRCH018095,Citizen,CID001228,CASE006282
SRCH018096,Phone,9259432876,CASE005394
SRCH018097,Citizen,CID005947,CASE000949
SRCH018098,Case,CASE008903,CASE008903
SRCH018099,Case,CASE005741,CASE005741
SRCH018100,Phone,9787198177,CASE005832
SRCH018101,Case,FIR2026007116,CASE007116
SRCH018102,Bank,284659366985,CASE005482
SRCH018103,Case,FIR2026003237,CASE003237
SRCH018104,Phone,9629977355,CASE002891
SRCH018105,Vehicle,KA81AB8912,CASE005109
SRCH018106,Citizen,CID007667,CASE004631
SRCH018107,Vehicle,KA99AB5859,CASE004967
SRCH018108,Citizen,CID002324,CASE001852
SRCH018109,Citizen,CID003391,CASE004336
SRCH018110,Vehicle,KA50AB6575,CASE008073
SRCH018111,Phone,9056263388,CASE002517
SRCH018112,Bank,469850334937,CASE002196
SRCH018113,Phone,9213670718,CASE004339
SRCH018114,Phone,9114861540,CASE006073
SRCH018115,Vehicle,KA36AB8948,CASE001562
SRCH018116,Phone,9021101867,CASE003992
SRCH018117,Vehicle,KA75AB1755,CASE000089
SRCH018118,Vehicle,KA02AB9723,CASE005286
SRCH018119,Bank,225586474297,CASE007557
SRCH018120,Phone,9630043443,CASE002120
SRCH018121,Phone,9624111476,CASE009692
SRCH018122,Case,CASE005715,CASE005715
SRCH018123,Case,CASE006516,CASE006516
SRCH018124,Vehicle,KA41AB3773,CASE005882
SRCH018125,Bank,121810337723,CASE001497
SRCH018126,Case,FIR2026005891,CASE005891
SRCH018127,Phone,9417424334,CASE006101
SRCH018128,Citizen,CID002794,CASE004992
SRCH018129,Phone,9194777501,CASE001849
SRCH018130,Citizen,CID006178,CASE004050
SRCH018131,Citizen,CID001631,CASE008002
SRCH018132,Phone,9562656768,CASE005080
SRCH018133,Case,CASE005938,CASE005938
SRCH018134,Phone,9044002786,CASE009515
SRCH018135,Case,FIR2026000018,CASE000018
SRCH018136,Bank,936559833404,CASE008380
SRCH018137,Case,CASE002755,CASE002755
SRCH018138,Case,CASE008329,CASE008329
SRCH018139,Case,FIR2026001592,CASE001592
SRCH018140,Phone,9859576216,CASE003688
SRCH018141,Bank,958936360492,CASE003988
SRCH018142,Citizen,CID003672,CASE001190
SRCH018143,Phone,9247565704,CASE007412
SRCH018144,Citizen,CID007900,CASE000327
SRCH018145,Case,CASE008006,CASE008006
SRCH018146,Case,FIR2026004727,CASE004727
SRCH018147,Bank,221799933600,CASE000308
SRCH018148,Case,FIR2026000569,CASE000569
SRCH018149,Vehicle,KA34AB6560,CASE001171
SRCH018150,Case,FIR2026000289,CASE000289
SRCH018151,Phone,9078076501,CASE008971
SRCH018152,Case,CASE000468,CASE000468
SRCH018153,Vehicle,KA27AB9890,CASE004694
SRCH018154,Case,FIR2026008679,CASE008679
SRCH018155,Case,CASE002129,CASE002129
SRCH018156,Case,CASE009737,CASE009737
SRCH018157,Citizen,CID006812,CASE004284
SRCH018158,Phone,9818165097,CASE009652
SRCH018159,Citizen,CID007208,CASE000896
SRCH018160,Case,CASE003043,CASE003043
SRCH018161,Citizen,CID004419,CASE001258
SRCH018162,Citizen,CID005557,CASE002228
SRCH018163,Citizen,CID006844,CASE002214
SRCH018164,Vehicle,KA98AB5347,CASE000445
SRCH018165,Vehicle,KA35AB7109,CASE008004
SRCH018166,Citizen,CID005505,CASE005007
SRCH018167,Case,CASE004265,CASE004265
SRCH018168,Bank,840099072748,CASE008552
SRCH018169,Vehicle,KA28AB1498,CASE000822
SRCH018170,Citizen,CID000301,CASE002143
SRCH018171,Case,FIR2026005548,CASE005548
SRCH018172,Phone,9745774715,CASE009417
SRCH018173,Citizen,CID004398,CASE002816
SRCH018174,Phone,9934371148,CASE006323
SRCH018175,Phone,9986137716,CASE005296
SRCH018176,Officer,OFF00462,CASE008213
SRCH018177,Citizen,CID000847,CASE004793
SRCH018178,Case,CASE006739,CASE006739
SRCH018179,Citizen,CID008164,CASE002367
SRCH018180,Bank,566899379181,CASE009364
SRCH018181,Case,FIR2026002489,CASE002489
SRCH018182,Vehicle,KA90AB7619,CASE003870
SRCH018183,Case,CASE008514,CASE008514
SRCH018184,Citizen,CID006865,CASE007240
SRCH018185,Bank,351653810432,CASE000451
SRCH018186,Case,CASE003233,CASE003233
SRCH018187,Case,CASE007173,CASE007173
SRCH018188,Citizen,CID004089,CASE003889
SRCH018189,Citizen,CID005637,CASE007316
SRCH018190,Case,CASE002831,CASE002831
SRCH018191,Phone,9622936227,CASE009513
SRCH018192,Case,CASE004455,CASE004455
SRCH018193,Case,FIR2026002815,CASE002815
SRCH018194,Citizen,CID009470,CASE003988
SRCH018195,Bank,820415993386,CASE007939
SRCH018196,Phone,9095620826,CASE005649
SRCH018197,Phone,9256102719,CASE000113
SRCH018198,Case,CASE002225,CASE002225
SRCH018199,Case,CASE001955,CASE001955
SRCH018200,Case,FIR2026001770,CASE001770
SRCH018201,Phone,9239838258,CASE009282
SRCH018202,Case,CASE006800,CASE006800
SRCH018203,Bank,688553483912,CASE000436
SRCH018204,Citizen,CID008770,CASE007949
SRCH018205,Bank,379171472733,CASE009817
SRCH018206,Case,CASE001348,CASE001348
SRCH018207,Bank,699615854707,CASE006796
SRCH018208,Case,CASE004869,CASE004869
SRCH018209,Vehicle,KA29AB5225,CASE000352
SRCH018210,Phone,9497948901,CASE003594
SRCH018211,Case,FIR2026007123,CASE007123
SRCH018212,Phone,9437334371,CASE003024
SRCH018213,Case,FIR2026007753,CASE007753
SRCH018214,Phone,9707448175,CASE006835
SRCH018215,Bank,964630613759,CASE003954
SRCH018216,Case,CASE006438,CASE006438
SRCH018217,Case,CASE007407,CASE007407
SRCH018218,Citizen,CID002620,CASE009255
SRCH018219,Case,FIR2026002619,CASE002619
SRCH018220,Bank,196776292131,CASE000805
SRCH018221,Officer,OFF00185,CASE008253
SRCH018222,Vehicle,KA11AB4134,CASE006218
SRCH018223,Phone,9474238813,CASE006836
SRCH018224,Phone,9608089168,CASE005340
SRCH018225,Vehicle,KA35AB8205,CASE007730
SRCH018226,Phone,9052353156,CASE006031
SRCH018227,Vehicle,KA60AB2868,CASE004151
SRCH018228,Vehicle,KA90AB8737,CASE009661
SRCH018229,Bank,539198421934,CASE007519
SRCH018230,Citizen,CID009572,CASE003331
SRCH018231,Phone,9357682631,CASE006256
SRCH018232,Case,FIR2026003392,CASE003392
SRCH018233,Bank,178475763414,CASE009602
SRCH018234,Case,FIR2026009643,CASE009643
SRCH018235,Citizen,CID001513,CASE000451
SRCH018236,Phone,9757625035,CASE000696
SRCH018237,Case,CASE001014,CASE001014
SRCH018238,Bank,699257090800,CASE008631
SRCH018239,Case,CASE000949,CASE000949
SRCH018240,Vehicle,KA66AB3864,CASE000214
SRCH018241,Phone,9918398285,CASE006207
SRCH018242,Case,CASE007330,CASE007330
SRCH018243,Case,FIR2026009952,CASE009952
SRCH018244,Citizen,CID008414,CASE007803
SRCH018245,Case,CASE003308,CASE003308
SRCH018246,Case,FIR2026006461,CASE006461
SRCH018247,Phone,9413857326,CASE001094
SRCH018248,Case,CASE001831,CASE001831
SRCH018249,Case,CASE008634,CASE008634
SRCH018250,Phone,9718042116,CASE005984
SRCH018251,Case,CASE000212,CASE000212
SRCH018252,Phone,9919205781,CASE007793
SRCH018253,Case,FIR2026002813,CASE002813
SRCH018254,Case,FIR2026001362,CASE001362
SRCH018255,Phone,9143927193,CASE009148
SRCH018256,Bank,742833713748,CASE007996
SRCH018257,Vehicle,KA63AB1253,CASE006764
SRCH018258,Case,CASE000148,CASE000148
SRCH018259,Phone,9760821362,CASE000133
SRCH018260,Case,CASE004209,CASE004209
SRCH018261,Case,FIR2026003276,CASE003276
SRCH018262,Case,FIR2026005878,CASE005878
SRCH018263,Case,FIR2026006075,CASE006075
SRCH018264,Case,FIR2026006819,CASE006819
SRCH018265,Bank,131742282758,CASE002801
SRCH018266,Officer,OFF00391,CASE003652
SRCH018267,Phone,9410468168,CASE004979
SRCH018268,Vehicle,KA25AB9982,CASE005800
SRCH018269,Case,FIR2026000661,CASE000661
SRCH018270,Phone,9164883469,CASE006747
SRCH018271,Bank,140288753482,CASE004248
SRCH018272,Bank,769374692236,CASE009792
SRCH018273,Bank,975973844001,CASE001807
SRCH018274,Phone,9934486194,CASE008083
SRCH018275,Phone,9396047116,CASE006001
SRCH018276,Case,CASE001424,CASE001424
SRCH018277,Phone,9232432198,CASE001402
SRCH018278,Bank,777636418284,CASE004048
SRCH018279,Bank,470568969873,CASE004679
SRCH018280,Citizen,CID000930,CASE006766
SRCH018281,Officer,OFF00350,CASE002931
SRCH018282,Bank,904580251041,CASE001936
SRCH018283,Case,CASE009530,CASE009530
SRCH018284,Phone,9871740793,CASE003848
SRCH018285,Case,FIR2026007847,CASE007847
SRCH018286,Citizen,CID007225,CASE002884
SRCH018287,Citizen,CID003130,CASE008971
SRCH018288,Bank,124583067732,CASE009361
SRCH018289,Citizen,CID004943,CASE000245
SRCH018290,Case,FIR2026000690,CASE000690
SRCH018291,Case,FIR2026001399,CASE001399
SRCH018292,Phone,9289737310,CASE004207
SRCH018293,Vehicle,KA02AB5366,CASE004795
SRCH018294,Case,FIR2026009634,CASE009634
SRCH018295,Case,FIR2026000793,CASE000793
SRCH018296,Case,FIR2026008256,CASE008256
SRCH018297,Vehicle,KA17AB5047,CASE002440
SRCH018298,Case,FIR2026004138,CASE004138
SRCH018299,Case,CASE004838,CASE004838
SRCH018300,Case,CASE009235,CASE009235
SRCH018301,Case,CASE004338,CASE004338
SRCH018302,Bank,716383073009,CASE009637
SRCH018303,Case,CASE008697,CASE008697
SRCH018304,Phone,9940737324,CASE006133
SRCH018305,Case,FIR2026006815,CASE006815
SRCH018306,Case,CASE005745,CASE005745
SRCH018307,Case,FIR2026001026,CASE001026
SRCH018308,Vehicle,KA88AB3951,CASE004758
SRCH018309,Case,CASE007097,CASE007097
SRCH018310,Vehicle,KA56AB8085,CASE001265
SRCH018311,Case,FIR2026001273,CASE001273
SRCH018312,Case,FIR2026000768,CASE000768
SRCH018313,Citizen,CID007489,CASE002703
SRCH018314,Phone,9952126678,CASE004114
SRCH018315,Phone,9618997261,CASE009240
SRCH018316,Case,FIR2026003838,CASE003838
SRCH018317,Citizen,CID002141,CASE002650
SRCH018318,Case,CASE004436,CASE004436
SRCH018319,Phone,9320602752,CASE000932
SRCH018320,Case,CASE000821,CASE000821
SRCH018321,Citizen,CID009785,CASE003581
SRCH018322,Phone,9633219768,CASE000303
SRCH018323,Phone,9919786696,CASE008931
SRCH018324,Case,FIR2026003730,CASE003730
SRCH018325,Citizen,CID003004,CASE002448
SRCH018326,Bank,110982869688,CASE004671
SRCH018327,Citizen,CID008575,CASE002583
SRCH018328,Phone,9799137135,CASE003705
SRCH018329,Case,CASE002946,CASE002946
SRCH018330,Phone,9223894945,CASE000434
SRCH018331,Case,CASE002102,CASE002102
SRCH018332,Case,CASE007404,CASE007404
SRCH018333,Citizen,CID000019,CASE007045
SRCH018334,Phone,9116874699,CASE004184
SRCH018335,Citizen,CID007967,CASE009018
SRCH018336,Citizen,CID000519,CASE007046
SRCH018337,Citizen,CID006272,CASE003379
SRCH018338,Case,CASE000069,CASE000069
SRCH018339,Vehicle,KA31AB1993,CASE009157
SRCH018340,Case,CASE002092,CASE002092
SRCH018341,Bank,902687192609,CASE007990
SRCH018342,Officer,OFF00454,CASE000859
SRCH018343,Vehicle,KA66AB9255,CASE004371
SRCH018344,Case,FIR2026008676,CASE008676
SRCH018345,Case,FIR2026003946,CASE003946
SRCH018346,Citizen,CID004556,CASE007902
SRCH018347,Case,FIR2026005781,CASE005781
SRCH018348,Phone,9759618317,CASE008485
SRCH018349,Case,FIR2026004380,CASE004380
SRCH018350,Case,CASE000503,CASE000503
SRCH018351,Bank,377148462220,CASE002486
SRCH018352,Vehicle,KA70AB2693,CASE009875
SRCH018353,Bank,990510148730,CASE007617
SRCH018354,Officer,OFF00265,CASE004834
SRCH018355,Citizen,CID000456,CASE007371
SRCH018356,Bank,224088758021,CASE004293
SRCH018357,Citizen,CID003598,CASE008158
SRCH018358,Case,FIR2026004458,CASE004458
SRCH018359,Phone,9266540200,CASE008055
SRCH018360,Case,CASE004602,CASE004602
SRCH018361,Case,CASE000929,CASE000929
SRCH018362,Case,FIR2026007565,CASE007565
SRCH018363,Case,FIR2026003685,CASE003685
SRCH018364,Citizen,CID001962,CASE001976
SRCH018365,Vehicle,KA53AB8778,CASE003583
SRCH018366,Case,CASE002299,CASE002299
SRCH018367,Citizen,CID009164,CASE002856
SRCH018368,Case,FIR2026008209,CASE008209
SRCH018369,Vehicle,KA21AB9479,CASE007062
SRCH018370,Case,FIR2026009227,CASE009227
SRCH018371,Phone,9577674624,CASE006746
SRCH018372,Citizen,CID001847,CASE008188
SRCH018373,Citizen,CID003263,CASE005142
SRCH018374,Case,CASE002382,CASE002382
SRCH018375,Phone,9894442826,CASE009977
SRCH018376,Case,FIR2026009896,CASE009896
SRCH018377,Vehicle,KA77AB6059,CASE005239
SRCH018378,Phone,9819975622,CASE005469
SRCH018379,Bank,493214977235,CASE008324
SRCH018380,Citizen,CID003517,CASE006379
SRCH018381,Vehicle,KA08AB4241,CASE001658
SRCH018382,Bank,409100289393,CASE008481
SRCH018383,Case,CASE006444,CASE006444
SRCH018384,Case,FIR2026007602,CASE007602
SRCH018385,Citizen,CID007382,CASE003064
SRCH018386,Case,FIR2026006609,CASE006609
SRCH018387,Citizen,CID004018,CASE001135
SRCH018388,Phone,9637205206,CASE009363
SRCH018389,Citizen,CID008048,CASE006467
SRCH018390,Bank,987666946274,CASE003331
SRCH018391,Phone,9713355118,CASE007506
SRCH018392,Vehicle,KA93AB1136,CASE009498
SRCH018393,Case,CASE004862,CASE004862
SRCH018394,Bank,609627710403,CASE009381
SRCH018395,Case,FIR2026006437,CASE006437
SRCH018396,Citizen,CID002374,CASE004230
SRCH018397,Vehicle,KA10AB5394,CASE004279
SRCH018398,Case,FIR2026002528,CASE002528
SRCH018399,Case,FIR2026000199,CASE000199
SRCH018400,Case,CASE006454,CASE006454
SRCH018401,Phone,9643966525,CASE004240
SRCH018402,Officer,OFF00218,CASE005377
SRCH018403,Case,CASE000100,CASE000100
SRCH018404,Case,FIR2026008259,CASE008259
SRCH018405,Bank,305161075065,CASE003799
SRCH018406,Phone,9308051527,CASE001369
SRCH018407,Bank,520636067622,CASE006053
SRCH018408,Case,CASE005373,CASE005373
SRCH018409,Case,CASE005464,CASE005464
SRCH018410,Case,FIR2026003694,CASE003694
SRCH018411,Case,FIR2026007614,CASE007614
SRCH018412,Case,CASE005902,CASE005902
SRCH018413,Citizen,CID006258,CASE003758
SRCH018414,Case,CASE005050,CASE005050
SRCH018415,Citizen,CID003471,CASE008792
SRCH018416,Officer,OFF00246,CASE000866
SRCH018417,Case,CASE007772,CASE007772
SRCH018418,Phone,9435768078,CASE005538
SRCH018419,Case,FIR2026000693,CASE000693
SRCH018420,Bank,816465362375,CASE005228
SRCH018421,Citizen,CID007128,CASE009368
SRCH018422,Case,CASE005024,CASE005024
SRCH018423,Case,FIR2026007379,CASE007379
SRCH018424,Case,FIR2026000394,CASE000394
SRCH018425,Case,FIR2026001656,CASE001656
SRCH018426,Vehicle,KA57AB1606,CASE006664
SRCH018427,Phone,9475060863,CASE000419
SRCH018428,Citizen,CID006244,CASE004659
SRCH018429,Case,FIR2026004584,CASE004584
SRCH018430,Citizen,CID008171,CASE000350
SRCH018431,Citizen,CID005253,CASE008548
SRCH018432,Officer,OFF00313,CASE009681
SRCH018433,Case,FIR2026009479,CASE009479
SRCH018434,Phone,9327617899,CASE004312
SRCH018435,Bank,854287077449,CASE006709
SRCH018436,Case,FIR2026004793,CASE004793
SRCH018437,Citizen,CID006031,CASE006741
SRCH018438,Citizen,CID004512,CASE005049
SRCH018439,Citizen,CID008377,CASE008995
SRCH018440,Case,FIR2026004160,CASE004160
SRCH018441,Vehicle,KA12AB1164,CASE001988
SRCH018442,Case,CASE000619,CASE000619
SRCH018443,Case,CASE008135,CASE008135
SRCH018444,Vehicle,KA21AB9275,CASE004083
SRCH018445,Vehicle,KA30AB2943,CASE007855
SRCH018446,Bank,723627021099,CASE001000
SRCH018447,Case,FIR2026005023,CASE005023
SRCH018448,Phone,9516918911,CASE000360
SRCH018449,Citizen,CID006564,CASE004788
SRCH018450,Citizen,CID003766,CASE004013
SRCH018451,Case,FIR2026007392,CASE007392
SRCH018452,Case,CASE006161,CASE006161
SRCH018453,Case,FIR2026009504,CASE009504
SRCH018454,Bank,899120085410,CASE009599
SRCH018455,Citizen,CID001206,CASE000518
SRCH018456,Case,CASE009070,CASE009070
SRCH018457,Bank,954033350848,CASE002289
SRCH018458,Bank,683454783179,CASE003889
SRCH018459,Case,CASE004666,CASE004666
SRCH018460,Bank,699498779923,CASE005538
SRCH018461,Bank,824526035870,CASE005109
SRCH018462,Vehicle,KA98AB2699,CASE005879
SRCH018463,Citizen,CID005301,CASE001354
SRCH018464,Phone,9726271596,CASE000889
SRCH018465,Bank,569163097293,CASE007784
SRCH018466,Case,FIR2026009232,CASE009232
SRCH018467,Case,FIR2026005177,CASE005177
SRCH018468,Case,FIR2026005528,CASE005528
SRCH018469,Bank,777772185400,CASE008255
SRCH018470,Citizen,CID005441,CASE002689
SRCH018471,Citizen,CID002359,CASE001342
SRCH018472,Case,CASE004197,CASE004197
SRCH018473,Officer,OFF00208,CASE002810
SRCH018474,Citizen,CID009930,CASE007132
SRCH018475,Case,CASE008213,CASE008213
SRCH018476,Bank,475503973648,CASE002559
SRCH018477,Officer,OFF00463,CASE005834
SRCH018478,Phone,9377583105,CASE003703
SRCH018479,Citizen,CID002736,CASE003312
SRCH018480,Citizen,CID008985,CASE007138
SRCH018481,Case,CASE008259,CASE008259
SRCH018482,Bank,505418448834,CASE003731
SRCH018483,Vehicle,KA02AB1359,CASE008276
SRCH018484,Phone,9688860247,CASE003024
SRCH018485,Citizen,CID006906,CASE000651
SRCH018486,Case,CASE002774,CASE002774
SRCH018487,Case,FIR2026001353,CASE001353
SRCH018488,Bank,947715649836,CASE009737
SRCH018489,Citizen,CID002621,CASE001774
SRCH018490,Case,FIR2026002696,CASE002696
SRCH018491,Case,CASE000031,CASE000031
SRCH018492,Bank,345606889210,CASE004237
SRCH018493,Vehicle,KA34AB6588,CASE005491
SRCH018494,Case,FIR2026004505,CASE004505
SRCH018495,Case,FIR2026003165,CASE003165
SRCH018496,Case,CASE008814,CASE008814
SRCH018497,Case,FIR2026007824,CASE007824
SRCH018498,Citizen,CID000793,CASE003705
SRCH018499,Phone,9650901785,CASE001889
SRCH018500,Case,CASE009769,CASE009769
SRCH018501,Bank,266547212707,CASE000237
SRCH018502,Vehicle,KA34AB8941,CASE001890
SRCH018503,Case,CASE001628,CASE001628
SRCH018504,Citizen,CID005282,CASE006862
SRCH018505,Case,CASE003951,CASE003951
SRCH018506,Case,CASE004607,CASE004607
SRCH018507,Case,CASE000664,CASE000664
SRCH018508,Case,FIR2026009843,CASE009843
SRCH018509,Case,FIR2026005202,CASE005202
SRCH018510,Case,FIR2026007720,CASE007720
SRCH018511,Vehicle,KA11AB3380,CASE001781
SRCH018512,Case,CASE009797,CASE009797
SRCH018513,Case,FIR2026003726,CASE003726
SRCH018514,Case,FIR2026002862,CASE002862
SRCH018515,Case,CASE004531,CASE004531
SRCH018516,Phone,9090697867,CASE003910
SRCH018517,Case,FIR2026000271,CASE000271
SRCH018518,Phone,9396079891,CASE002438
SRCH018519,Phone,9210182125,CASE000518
SRCH018520,Bank,989463366501,CASE005749
SRCH018521,Case,FIR2026002123,CASE002123
SRCH018522,Vehicle,KA04AB6671,CASE000367
SRCH018523,Phone,9537796386,CASE001232
SRCH018524,Case,CASE004454,CASE004454
SRCH018525,Bank,434600860575,CASE004614
SRCH018526,Case,CASE005761,CASE005761
SRCH018527,Vehicle,KA19AB3679,CASE001178
SRCH018528,Phone,9124022000,CASE004398
SRCH018529,Case,CASE008538,CASE008538
SRCH018530,Bank,160399973300,CASE000932
SRCH018531,Phone,9752400185,CASE003169
SRCH018532,Phone,9055224537,CASE006160
SRCH018533,Case,FIR2026006048,CASE006048
SRCH018534,Phone,9784419006,CASE008195
SRCH018535,Bank,114269816743,CASE007979
SRCH018536,Case,FIR2026002919,CASE002919
SRCH018537,Phone,9834762823,CASE005816
SRCH018538,Case,CASE002854,CASE002854
SRCH018539,Phone,9887705886,CASE007380
SRCH018540,Phone,9770323253,CASE005682
SRCH018541,Case,CASE001814,CASE001814
SRCH018542,Phone,9272605445,CASE000752
SRCH018543,Bank,431082553137,CASE005490
SRCH018544,Vehicle,KA42AB4681,CASE007551
SRCH018545,Case,FIR2026007871,CASE007871
SRCH018546,Citizen,CID004037,CASE002086
SRCH018547,Phone,9898439375,CASE008071
SRCH018548,Bank,148403314061,CASE009054
SRCH018549,Phone,9529166960,CASE007307
SRCH018550,Case,FIR2026003883,CASE003883
SRCH018551,Bank,717831623835,CASE004186
SRCH018552,Phone,9328788775,CASE002500
SRCH018553,Case,FIR2026003782,CASE003782
SRCH018554,Case,FIR2026002424,CASE002424
SRCH018555,Bank,947697115028,CASE005374
SRCH018556,Bank,257496515672,CASE001258
SRCH018557,Case,CASE000382,CASE000382
SRCH018558,Citizen,CID008698,CASE009154
SRCH018559,Phone,9945097502,CASE001798
SRCH018560,Case,CASE005243,CASE005243
SRCH018561,Phone,9536247513,CASE004710
SRCH018562,Case,FIR2026001891,CASE001891
SRCH018563,Bank,965681806494,CASE004278
SRCH018564,Citizen,CID008955,CASE008586
SRCH018565,Citizen,CID000946,CASE003259
SRCH018566,Case,CASE000890,CASE000890
SRCH018567,Citizen,CID008158,CASE004361
SRCH018568,Citizen,CID008386,CASE003965
SRCH018569,Bank,653790234923,CASE009515
SRCH018570,Phone,9134587669,CASE009235
SRCH018571,Bank,532482736133,CASE006992
SRCH018572,Bank,594184629249,CASE009452
SRCH018573,Case,FIR2026003060,CASE003060
SRCH018574,Citizen,CID009127,CASE008771
SRCH018575,Bank,334608681734,CASE005636
SRCH018576,Case,FIR2026001705,CASE001705
SRCH018577,Phone,9421590732,CASE009159
SRCH018578,Case,FIR2026002839,CASE002839
SRCH018579,Case,CASE007727,CASE007727
SRCH018580,Vehicle,KA12AB6075,CASE007646
SRCH018581,Case,FIR2026001553,CASE001553
SRCH018582,Case,FIR2026002973,CASE002973
SRCH018583,Case,FIR2026006087,CASE006087
SRCH018584,Phone,9273746352,CASE004281
SRCH018585,Phone,9281551376,CASE008716
SRCH018586,Bank,936335118739,CASE000763
SRCH018587,Phone,9761661137,CASE000762
SRCH018588,Phone,9802146002,CASE004850
SRCH018589,Case,FIR2026009114,CASE009114
SRCH018590,Vehicle,KA07AB2462,CASE003522
SRCH018591,Case,CASE001160,CASE001160
SRCH018592,Phone,9961672700,CASE001679
SRCH018593,Citizen,CID003056,CASE001185
SRCH018594,Bank,569983093125,CASE008485
SRCH018595,Vehicle,KA49AB4315,CASE005674
SRCH018596,Phone,9951811606,CASE006988
SRCH018597,Phone,9495795280,CASE007205
SRCH018598,Case,CASE009782,CASE009782
SRCH018599,Phone,9270121161,CASE005433
SRCH018600,Case,FIR2026001434,CASE001434
SRCH018601,Case,FIR2026003804,CASE003804
SRCH018602,Citizen,CID005945,CASE003979
SRCH018603,Case,CASE005287,CASE005287
SRCH018604,Vehicle,KA59AB9095,CASE006870
SRCH018605,Case,CASE002278,CASE002278
SRCH018606,Case,FIR2026002036,CASE002036
SRCH018607,Bank,245544543658,CASE004199
SRCH018608,Case,FIR2026005313,CASE005313
SRCH018609,Vehicle,KA35AB1810,CASE003949
SRCH018610,Vehicle,KA36AB3965,CASE009944
SRCH018611,Case,CASE006513,CASE006513
SRCH018612,Phone,9593007177,CASE005424
SRCH018613,Case,FIR2026006375,CASE006375
SRCH018614,Citizen,CID002155,CASE001643
SRCH018615,Vehicle,KA04AB1039,CASE005938
SRCH018616,Citizen,CID002386,CASE001027
SRCH018617,Phone,9742553428,CASE001052
SRCH018618,Phone,9246442704,CASE004186
SRCH018619,Case,FIR2026006101,CASE006101
SRCH018620,Case,CASE003131,CASE003131
SRCH018621,Vehicle,KA17AB6181,CASE009708
SRCH018622,Case,FIR2026002485,CASE002485
SRCH018623,Case,FIR2026003692,CASE003692
SRCH018624,Citizen,CID004509,CASE003584
SRCH018625,Case,FIR2026004292,CASE004292
SRCH018626,Case,CASE009533,CASE009533
SRCH018627,Phone,9032096955,CASE004131
SRCH018628,Citizen,CID001249,CASE001569
SRCH018629,Case,CASE004474,CASE004474
SRCH018630,Case,CASE005763,CASE005763
SRCH018631,Phone,9005638075,CASE003737
SRCH018632,Phone,9550154029,CASE009339
SRCH018633,Case,FIR2026003147,CASE003147
SRCH018634,Officer,OFF00019,CASE007574
SRCH018635,Phone,9389616761,CASE009811
SRCH018636,Vehicle,KA65AB1499,CASE005350
SRCH018637,Phone,9785492917,CASE003393
SRCH018638,Phone,9057377870,CASE000091
SRCH018639,Case,CASE007072,CASE007072
SRCH018640,Vehicle,KA70AB4265,CASE005959
SRCH018641,Citizen,CID001502,CASE002196
SRCH018642,Phone,9813510093,CASE006157
SRCH018643,Case,FIR2026001622,CASE001622
SRCH018644,Vehicle,KA15AB4508,CASE007760
SRCH018645,Citizen,CID006482,CASE005480
SRCH018646,Phone,9944813327,CASE005769
SRCH018647,Citizen,CID001903,CASE001459
SRCH018648,Bank,848506647315,CASE008845
SRCH018649,Case,FIR2026005795,CASE005795
SRCH018650,Vehicle,KA34AB2270,CASE007546
SRCH018651,Bank,811042689928,CASE006853
SRCH018652,Bank,576166638535,CASE000272
SRCH018653,Citizen,CID005736,CASE005485
SRCH018654,Case,FIR2026006499,CASE006499
SRCH018655,Vehicle,KA23AB1247,CASE005952
SRCH018656,Case,FIR2026003679,CASE003679
SRCH018657,Case,FIR2026000978,CASE000978
SRCH018658,Phone,9695094141,CASE000075
SRCH018659,Case,CASE008124,CASE008124
SRCH018660,Bank,689786665247,CASE009950
SRCH018661,Phone,9387763056,CASE001499
SRCH018662,Citizen,CID007263,CASE006438
SRCH018663,Case,CASE006424,CASE006424
SRCH018664,Case,FIR2026007880,CASE007880
SRCH018665,Case,CASE007632,CASE007632
SRCH018666,Case,CASE009289,CASE009289
SRCH018667,Case,CASE002308,CASE002308
SRCH018668,Vehicle,KA68AB1842,CASE004790
SRCH018669,Citizen,CID008670,CASE003674
SRCH018670,Phone,9922126786,CASE009115
SRCH018671,Bank,808399779763,CASE000822
SRCH018672,Case,FIR2026008749,CASE008749
SRCH018673,Phone,9190182161,CASE004227
SRCH018674,Vehicle,KA10AB6853,CASE007119
SRCH018675,Case,FIR2026009154,CASE009154
SRCH018676,Case,FIR2026008444,CASE008444
SRCH018677,Case,CASE004582,CASE004582
SRCH018678,Citizen,CID008472,CASE009203
SRCH018679,Phone,9751599631,CASE009371
SRCH018680,Vehicle,KA06AB4918,CASE002262
SRCH018681,Vehicle,KA11AB8435,CASE003078
SRCH018682,Citizen,CID006308,CASE002065
SRCH018683,Case,CASE000488,CASE000488
SRCH018684,Phone,9755754744,CASE007150
SRCH018685,Phone,9294871961,CASE007312
SRCH018686,Phone,9394452492,CASE003710
SRCH018687,Case,FIR2026004962,CASE004962
SRCH018688,Vehicle,KA82AB2759,CASE001936
SRCH018689,Phone,9116778740,CASE007117
SRCH018690,Case,FIR2026006032,CASE006032
SRCH018691,Vehicle,KA65AB3027,CASE004675
SRCH018692,Bank,196622333490,CASE002781
SRCH018693,Case,CASE004951,CASE004951
SRCH018694,Citizen,CID003637,CASE007271
