phone_id,citizen_id,phone_number,provider
PH006141,CID004913,9769178480,Airtel
PH006142,CID004913,9495815761,BSNL
PH006143,CID004914,9899692762,Vi
PH006144,CID004915,9513375283,BSNL
PH006145,CID004916,9854601126,Jio
PH006146,CID004917,9184700687,Airtel
PH006147,CID004917,9894001555,BSNL
PH006148,CID004918,9227451509,Jio
PH006149,CID004918,9916894251,Airtel
PH006150,CID004919,9808434743,Vi
PH006151,CID004919,9496409094,Vi
PH006152,CID004920,9105797182,Vi
PH006153,CID004921,9167955810,Jio
PH006154,CID004922,9174284420,Vi
PH006155,CID004923,9765475907,Vi
PH006156,CID004924,9033374336,Vi
PH006157,CID004925,9212160429,BSNL
PH006158,CID004925,9735970288,BSNL
PH006159,CID004926,9552642210,BSNL
PH006160,CID004927,9341290953,Vi
PH006161,CID004928,9298080292,BSNL
PH006162,CID004928,9746771573,Vi
PH006163,CID004929,9245515530,Vi
PH006164,CID004930,9204864841,Vi
PH006165,CID004931,9142266191,Airtel
PH006166,CID004932,9499769509,Jio
PH006167,CID004933,9797715240,Vi
PH006168,CID004934,9056303683,Jio
PH006169,CID004935,9579534940,Airtel
PH006170,CID004935,9969462642,Airtel
PH006171,CID004936,9504729098,Vi
PH006172,CID004937,9724966700,Vi
PH006173,CID004938,9960440724,Vi
PH006174,CID004939,9513363057,Vi
PH006175,CID004940,9766560225,Vi
PH006176,CID004941,9481023650,Jio
PH006177,CID004942,9246736187,Vi
PH006178,CID004943,9674505350,BSNL
PH006179,CID004944,9656373704,Airtel
PH006180,CID004944,9039354073,Jio
PH006181,CID004945,9116238729,Airtel
PH006182,CID004946,9024784808,Vi
PH006183,CID004946,9369363559,Airtel
PH006184,CID004947,9175943374,Vi
PH006185,CID004948,9272681596,Jio
PH006186,CID004949,9437637094,Airtel
PH006187,CID004949,9023195977,Airtel
PH006188,CID004950,9654109043,Vi
PH006189,CID004951,9971895494,Jio
PH006190,CID004952,9962573587,Jio
PH006191,CID004953,9508570705,Airtel
PH006192,CID004954,9921015055,Vi
PH006193,CID004954,9725840951,Vi
PH006194,CID004955,9377598139,BSNL
PH006195,CID004956,9766911044,Jio
PH006196,CID004957,9019184377,Vi
PH006197,CID004957,9818621357,Airtel
PH006198,CID004958,9914028616,Vi
PH006199,CID004959,9497504560,Airtel
PH006200,CID004960,9032356063,Vi
PH006201,CID004961,9841030279,Jio
PH006202,CID004962,9697046182,Airtel
PH006203,CID004962,9876903330,Airtel
PH006204,CID004963,9161645895,Airtel
PH006205,CID004964,9469539252,BSNL
PH006206,CID004965,9950517512,Airtel
PH006207,CID004966,9338515175,BSNL
PH006208,CID004967,9536096841,Vi
PH006209,CID004968,9439670159,BSNL
PH006210,CID004969,9091772916,Airtel
PH006211,CID004970,9763905075,Jio
PH006212,CID004970,9625265894,Vi
PH006213,CID004971,9833969587,Jio
PH006214,CID004972,9231811048,Jio
PH006215,CID004973,9015804451,Vi
PH006216,CID004974,9008490721,BSNL
PH006217,CID004975,9676591582,Vi
PH006218,CID004976,9512108275,Jio
PH006219,CID004977,9045388851,BSNL
PH006220,CID004977,9476312240,Airtel
PH006221,CID004978,9058050544,Jio
PH006222,CID004979,9351461044,Vi
PH006223,CID004980,9018682013,Airtel
PH006224,CID004980,9454614905,Vi
PH006225,CID004981,9414529366,Airtel
PH006226,CID004981,9411815815,Jio
PH006227,CID004982,9463006409,BSNL
PH006228,CID004983,9748535111,BSNL
PH006229,CID004984,9075798316,BSNL
PH006230,CID004985,9527056543,Airtel
PH006231,CID004986,9876652554,Vi
PH006232,CID004987,9957903941,Jio
PH006233,CID004987,9478694742,Vi
PH006234,CID004988,9547638507,Vi
PH006235,CID004989,9036942225,Vi
PH006236,CID004990,9487636975,BSNL
PH006237,CID004991,9855780988,BSNL
PH006238,CID004991,9350468353,Vi
PH006239,CID004992,9278400006,Airtel
PH006240,CID004993,9452374957,Jio
PH006241,CID004994,9144173596,Airtel
PH006242,CID004995,9248491595,Vi
PH006243,CID004996,9025561902,Vi
PH006244,CID004997,9974948804,Vi
PH006245,CID004997,9546271957,Vi
PH006246,CID004998,9182290587,Jio
PH006247,CID004998,9320900115,BSNL
PH006248,CID004999,9977792701,Vi
PH006249,CID005000,9770139278,BSNL
PH006250,CID005001,9116704567,Airtel
PH006251,CID005001,9759368710,Vi
PH006252,CID005002,9525394430,BSNL
PH006253,CID005002,9596974223,Jio
PH006254,CID005003,9263245751,Airtel
PH006255,CID005004,9335120559,Jio
PH006256,CID005004,9540233301,Airtel
PH006257,CID005005,9694440096,BSNL
PH006258,CID005006,9642787958,BSNL
PH006259,CID005006,9895582553,Jio
PH006260,CID005007,9787492889,Jio
PH006261,CID005008,9559236476,Airtel
PH006262,CID005008,9045958198,BSNL
PH006263,CID005009,9229645022,Airtel
PH006264,CID005010,9089837027,Jio
PH006265,CID005011,9944172632,Airtel
PH006266,CID005012,9595873063,Jio
PH006267,CID005013,9602506499,BSNL
PH006268,CID005013,9684000498,Jio
PH006269,CID005014,9642461696,Vi
PH006270,CID005015,9819150865,Vi
PH006271,CID005016,9839759912,Airtel
PH006272,CID005017,9077251031,Vi
PH006273,CID005018,9463355690,Jio
PH006274,CID005019,9538422018,Airtel
PH006275,CID005020,9928466637,Airtel
PH006276,CID005020,9742553428,BSNL
PH006277,CID005021,9071832264,Vi
PH006278,CID005022,9425314679,BSNL
PH006279,CID005023,9153481706,Vi
PH006280,CID005023,9290548797,Vi
PH006281,CID005024,9971351156,Vi
PH006282,CID005025,9634182840,BSNL
PH006283,CID005026,9243074116,Jio
PH006284,CID005027,9438216933,BSNL
PH006285,CID005028,9113884390,BSNL
PH006286,CID005029,9538249731,Vi
PH006287,CID005030,9206015477,BSNL
PH006288,CID005031,9215219056,Airtel
PH006289,CID005031,9357585545,Airtel
PH006290,CID005032,9980968415,Jio
PH006291,CID005032,9295064951,Airtel
PH006292,CID005033,9538584094,Vi
PH006293,CID005034,9100797699,BSNL
PH006294,CID005035,9908569757,BSNL
PH006295,CID005035,9252736296,Airtel
PH006296,CID005036,9732786760,Vi
PH006297,CID005037,9190020374,BSNL
PH006298,CID005038,9135814711,Jio
PH006299,CID005039,9765007966,Airtel
PH006300,CID005040,9096100423,Vi
PH006301,CID005040,9037164103,Airtel
PH006302,CID005041,9249431965,Airtel
PH006303,CID005042,9945810877,Jio
PH006304,CID005043,9218454830,BSNL
PH006305,CID005043,9530157759,Jio
PH006306,CID005044,9344427304,Airtel
PH006307,CID005045,9802146002,Airtel
PH006308,CID005046,9980081939,Vi
PH006309,CID005046,9630660699,BSNL
PH006310,CID005047,9426347939,BSNL
PH006311,CID005047,9309219832,BSNL
PH006312,CID005048,9096302886,BSNL
PH006313,CID005049,9734238907,Jio
PH006314,CID005049,9146481400,Vi
PH006315,CID005050,9285101816,Jio
PH006316,CID005051,9366357967,Vi
PH006317,CID005052,9648758926,Jio
PH006318,CID005053,9647092834,Vi
PH006319,CID005054,9489571160,Airtel
PH006320,CID005055,9562076608,Jio
PH006321,CID005056,9019772977,Airtel
PH006322,CID005057,9637205206,Jio
PH006323,CID005058,9866909548,Jio
PH006324,CID005059,9218406971,Vi
PH006325,CID005059,9342862571,Vi
PH006326,CID005060,9797409414,BSNL
PH006327,CID005061,9922509597,Airtel
PH006328,CID005061,9357557478,Jio
PH006329,CID005062,9649019711,Airtel
PH006330,CID005062,9938266671,Airtel
PH006331,CID005063,9437773138,BSNL
PH006332,CID005064,9691902287,Vi
PH006333,CID005065,9543144758,Airtel
PH006334,CID005066,9764150106,Vi
PH006335,CID005067,9030340612,Jio
PH006336,CID005068,9867374208,Vi
PH006337,CID005068,9432990488,BSNL
PH006338,CID005069,9431295513,Vi
PH006339,CID005069,9418081938,Jio
PH006340,CID005070,9878992659,Airtel
PH006341,CID005071,9098309555,BSNL
PH006342,CID005072,9588433937,Vi
PH006343,CID005073,9520356007,Jio
PH006344,CID005074,9457414376,Jio
PH006345,CID005075,9411776519,Vi
PH006346,CID005076,9171307778,Vi
PH006347,CID005077,9291499831,BSNL
PH006348,CID005078,9154691159,BSNL
PH006349,CID005079,9408107294,BSNL
PH006350,CID005080,9495735575,Vi
PH006351,CID005081,9760817420,Vi
PH006352,CID005082,9790123141,Airtel
PH006353,CID005083,9776828595,Vi
PH006354,CID005084,9799145059,BSNL
PH006355,CID005084,9976749160,BSNL
PH006356,CID005085,9092081586,Airtel
PH006357,CID005086,9193938432,Jio
PH006358,CID005087,9276933865,Airtel
PH006359,CID005088,9990042708,Airtel
PH006360,CID005088,9029545461,Vi
PH006361,CID005089,9656020730,Airtel
PH006362,CID005090,9309198119,BSNL
PH006363,CID005091,9951554964,Vi
PH006364,CID005092,9504595654,Jio
PH006365,CID005092,9486851930,Airtel
PH006366,CID005093,9953917381,Jio
PH006367,CID005094,9961936846,Jio
PH006368,CID005094,9349815100,Vi
PH006369,CID005095,9036691438,BSNL
PH006370,CID005095,9686117874,BSNL
PH006371,CID005096,9099036070,Vi
PH006372,CID005097,9972909243,Vi
PH006373,CID005098,9530465095,BSNL
PH006374,CID005098,9433085476,Vi
PH006375,CID005099,9771242229,BSNL
PH006376,CID005100,9325890103,BSNL
PH006377,CID005101,9277428788,Jio
PH006378,CID005102,9318189851,Airtel
PH006379,CID005103,9358040556,BSNL
PH006380,CID005104,9025070562,BSNL
PH006381,CID005105,9802023218,Airtel
PH006382,CID005106,9744734831,Vi
PH006383,CID005107,9802375822,BSNL
PH006384,CID005108,9053416507,Jio
PH006385,CID005109,9860729084,Airtel
PH006386,CID005109,9262886179,Airtel
PH006387,CID005110,9455214210,Jio
PH006388,CID005110,9725439928,Vi
PH006389,CID005111,9566759419,BSNL
PH006390,CID005112,9061902297,Vi
PH006391,CID005113,9305204355,BSNL
PH006392,CID005113,9258218359,Vi
PH006393,CID005114,9622471968,Airtel
PH006394,CID005115,9678997514,Vi
PH006395,CID005116,9948148777,Jio
PH006396,CID005117,9724581750,Jio
PH006397,CID005117,9401031735,Vi
PH006398,CID005118,9602548806,Jio
PH006399,CID005118,9312286183,Airtel
PH006400,CID005119,9570594241,Jio
PH006401,CID005120,9436108208,Vi
PH006402,CID005121,9846254584,Vi
PH006403,CID005121,9828647290,Airtel
PH006404,CID005122,9819010929,Jio
PH006405,CID005123,9024998559,BSNL
PH006406,CID005123,9570387166,Jio
PH006407,CID005124,9145129408,BSNL
PH006408,CID005125,9123198078,BSNL
PH006409,CID005125,9244916595,BSNL
PH006410,CID005126,9617323010,BSNL
PH006411,CID005126,9779309483,BSNL
PH006412,CID005127,9230018704,BSNL
PH006413,CID005128,9853377857,Airtel
PH006414,CID005129,9150198229,BSNL
PH006415,CID005130,9302763360,Vi
PH006416,CID005131,9412228095,Jio
PH006417,CID005131,9759035333,Jio
PH006418,CID005132,9727061712,Jio
PH006419,CID005133,9946323814,Vi
PH006420,CID005134,9054485817,Jio
PH006421,CID005135,9415974696,Vi
PH006422,CID005136,9475949663,BSNL
PH006423,CID005137,9193676413,Vi
PH006424,CID005138,9484840732,Vi
PH006425,CID005139,9757585719,Vi
PH006426,CID005140,9599284331,Airtel
PH006427,CID005140,9824032399,Vi
PH006428,CID005141,9755355908,Vi
PH006429,CID005142,9218363783,Jio
PH006430,CID005142,9744846932,Airtel
PH006431,CID005143,9182910928,Jio
PH006432,CID005143,9679519006,BSNL
PH006433,CID005144,9292576597,Jio
PH006434,CID005145,9893104383,BSNL
PH006435,CID005146,9533855179,Jio
PH006436,CID005147,9229201457,Airtel
PH006437,CID005147,9333248153,Vi
PH006438,CID005148,9770046539,Jio
PH006439,CID005148,9511707084,Vi
PH006440,CID005149,9845900541,BSNL
PH006441,CID005150,9849193055,Vi
PH006442,CID005151,9549453104,Vi
PH006443,CID005152,9335749164,Vi
PH006444,CID005152,9638770371,BSNL
PH006445,CID005153,9892254315,BSNL
PH006446,CID005154,9311256315,Airtel
PH006447,CID005154,9852369166,Vi
PH006448,CID005155,9163395619,Jio
PH006449,CID005155,9346982901,Jio
PH006450,CID005156,9936713111,Vi
PH006451,CID005156,9391213155,BSNL
PH006452,CID005157,9673611566,BSNL
PH006453,CID005158,9635916644,BSNL
PH006454,CID005159,9817213015,BSNL
PH006455,CID005159,9164315110,Airtel
PH006456,CID005160,9846440166,Jio
PH006457,CID005160,9871557308,BSNL
PH006458,CID005161,9532561851,Vi
PH006459,CID005162,9491819714,Jio
PH006460,CID005163,9290535517,Jio
PH006461,CID005164,9296524826,Jio
PH006462,CID005165,9818165097,Jio
PH006463,CID005166,9326400500,Vi
PH006464,CID005166,9015592660,Jio
PH006465,CID005167,9880746999,Vi
PH006466,CID005167,9944904586,Jio
PH006467,CID005168,9053409750,Jio
PH006468,CID005169,9283031400,Jio
PH006469,CID005169,9388809815,BSNL
PH006470,CID005170,9093979695,BSNL
PH006471,CID005171,9055824700,BSNL
PH006472,CID005171,9727645564,Vi
PH006473,CID005172,9757125518,Vi
PH006474,CID005173,9043346944,BSNL
PH006475,CID005174,9301827355,Airtel
PH006476,CID005174,9437393844,BSNL
PH006477,CID005175,9868700136,Jio
PH006478,CID005176,9747441831,BSNL
PH006479,CID005176,9599232933,Jio
PH006480,CID005177,9105338734,BSNL
PH006481,CID005178,9219720650,Jio
PH006482,CID005179,9850750412,Jio
PH006483,CID005179,9170480654,Airtel
PH006484,CID005180,9909881963,Vi
PH006485,CID005180,9330796154,BSNL
PH006486,CID005181,9918914447,Vi
PH006487,CID005182,9046577563,Jio
PH006488,CID005183,9525437916,Airtel
PH006489,CID005184,9218860826,Vi
PH006490,CID005185,9689583432,Airtel
PH006491,CID005185,9985712228,Jio
PH006492,CID005186,9940397235,BSNL
PH006493,CID005187,9558232475,Vi
PH006494,CID005187,9864720035,Airtel
PH006495,CID005188,9073315082,BSNL
PH006496,CID005189,9513331811,BSNL
PH006497,CID005190,9929413394,Jio
PH006498,CID005190,9467276241,Jio
PH006499,CID005191,9171378356,Jio
PH006500,CID005192,9502728539,Vi
PH006501,CID005192,9435847794,Vi
PH006502,CID005193,9748320974,BSNL
PH006503,CID005194,9947585599,Airtel
PH006504,CID005195,9598054975,Airtel
PH006505,CID005196,9676398725,Vi
PH006506,CID005197,9285462132,Airtel
PH006507,CID005198,9212194627,Airtel
PH006508,CID005199,9279381781,Jio
PH006509,CID005200,9158783501,Vi
PH006510,CID005200,9192134878,Jio
PH006511,CID005201,9071298449,Vi
PH006512,CID005201,9086676015,Jio
PH006513,CID005202,9205187149,BSNL
PH006514,CID005203,9135781414,Vi
PH006515,CID005203,9771745007,Airtel
PH006516,CID005204,9896817350,Airtel
PH006517,CID005205,9607863121,Vi
PH006518,CID005206,9793484267,Jio
PH006519,CID005207,9990698209,Jio
PH006520,CID005207,9334233298,BSNL
PH006521,CID005208,9248719213,Jio
PH006522,CID005208,9758981872,Jio
PH006523,CID005209,9429078755,Airtel
PH006524,CID005210,9053860558,Airtel
PH006525,CID005211,9026466306,Vi
PH006526,CID005212,9779570221,BSNL
PH006527,CID005213,9175037629,Airtel
PH006528,CID005214,9128874071,Jio
PH006529,CID005214,9595430464,BSNL
PH006530,CID005215,9393545530,Airtel
PH006531,CID005216,9853095284,Airtel
PH006532,CID005217,9476387582,Jio
PH006533,CID005218,9829189224,BSNL
PH006534,CID005219,9830007316,Jio
PH006535,CID005220,9161858821,Airtel
PH006536,CID005221,9805908943,Vi
PH006537,CID005221,9848557371,BSNL
PH006538,CID005222,9595339362,Vi
PH006539,CID005223,9641532101,Jio
PH006540,CID005223,9263768367,Vi
PH006541,CID005224,9784152885,Airtel
PH006542,CID005225,9438255862,Vi
PH006543,CID005226,9682216483,BSNL
PH006544,CID005227,9734025238,BSNL
PH006545,CID005228,9103946877,BSNL
PH006546,CID005228,9972475706,BSNL
PH006547,CID005229,9101837304,Vi
PH006548,CID005229,9308675705,BSNL
PH006549,CID005230,9293216599,BSNL
PH006550,CID005230,9836918850,Airtel
PH006551,CID005231,9181916812,Airtel
PH006552,CID005232,9338021108,Vi
PH006553,CID005233,9254995719,BSNL
PH006554,CID005233,9819424358,Vi
PH006555,CID005234,9105880240,Airtel
PH006556,CID005235,9502161331,Airtel
PH006557,CID005236,9993516864,Vi
PH006558,CID005237,9373140273,Jio
PH006559,CID005238,9014079738,Airtel
PH006560,CID005239,9099932199,Jio
PH006561,CID005240,9451180935,Jio
PH006562,CID005241,9477944244,Jio
PH006563,CID005242,9555914783,Jio
PH006564,CID005243,9888927001,Airtel
PH006565,CID005244,9520665375,Vi
PH006566,CID005245,9398059396,BSNL
PH006567,CID005246,9703349666,Airtel
PH006568,CID005247,9879318788,Airtel
PH006569,CID005248,9067118479,Vi
PH006570,CID005248,9469411384,Vi
PH006571,CID005249,9932628529,Jio
PH006572,CID005250,9812419837,Vi
PH006573,CID005251,9794216507,Vi
PH006574,CID005252,9340028278,Jio
PH006575,CID005253,9700040785,Jio
PH006576,CID005254,9806398518,Vi
PH006577,CID005255,9896628326,BSNL
PH006578,CID005256,9639574785,Vi
PH006579,CID005257,9934225056,Airtel
PH006580,CID005257,9710773933,Jio
PH006581,CID005258,9466960978,BSNL
PH006582,CID005259,9856100459,Vi
PH006583,CID005260,9080895802,Jio
PH006584,CID005261,9004596344,BSNL
PH006585,CID005262,9372154572,Vi
PH006586,CID005262,9909552865,Airtel
PH006587,CID005263,9430005412,Vi
PH006588,CID005264,9236904530,Jio
PH006589,CID005265,9284762059,Airtel
PH006590,CID005266,9299833759,Vi
PH006591,CID005267,9583307566,BSNL
PH006592,CID005268,9378650041,Vi
PH006593,CID005268,9028288760,Vi
PH006594,CID005269,9198439918,Jio
PH006595,CID005270,9423382571,Airtel
PH006596,CID005270,9933851285,Airtel
PH006597,CID005271,9196964384,Airtel
PH006598,CID005272,9003433639,BSNL
PH006599,CID005273,9939836434,Vi
PH006600,CID005273,9638199364,Vi
PH006601,CID005274,9060467431,Jio
PH006602,CID005275,9271046196,BSNL
PH006603,CID005275,9251162741,Vi
PH006604,CID005276,9385212904,BSNL
PH006605,CID005277,9100685734,Airtel
PH006606,CID005277,9335431571,Vi
PH006607,CID005278,9425054847,BSNL
PH006608,CID005278,9663024061,Jio
PH006609,CID005279,9545515514,Vi
PH006610,CID005279,9641648232,BSNL
PH006611,CID005280,9944976020,Airtel
PH006612,CID005281,9041539499,Vi
PH006613,CID005281,9918862931,Vi
PH006614,CID005282,9505282380,Vi
PH006615,CID005282,9564040469,Jio
PH006616,CID005283,9774095359,BSNL
PH006617,CID005284,9499413895,Vi
PH006618,CID005285,9646517668,Airtel
PH006619,CID005286,9300373336,BSNL
PH006620,CID005287,9264055769,Airtel
PH006621,CID005288,9524924879,Jio
PH006622,CID005289,9228488063,Jio
PH006623,CID005290,9627350155,Jio
PH006624,CID005291,9698294338,BSNL
PH006625,CID005292,9992747700,Airtel
PH006626,CID005293,9188516591,Airtel
PH006627,CID005293,9847639894,BSNL
PH006628,CID005294,9844970659,Airtel
PH006629,CID005294,9546408638,Vi
PH006630,CID005295,9870328099,Jio
PH006631,CID005296,9616473931,Jio
PH006632,CID005296,9156401730,BSNL
PH006633,CID005297,9157820027,BSNL
PH006634,CID005298,9530954923,BSNL
PH006635,CID005299,9614802620,BSNL
PH006636,CID005299,9152781996,BSNL
PH006637,CID005300,9287365641,Jio
PH006638,CID005301,9786922367,Vi
PH006639,CID005302,9827651928,Airtel
PH006640,CID005303,9222569389,Vi
PH006641,CID005304,9739627784,Vi
PH006642,CID005305,9227052148,Jio
PH006643,CID005306,9128395766,Jio
PH006644,CID005307,9798033625,Jio
PH006645,CID005307,9284197014,Jio
PH006646,CID005308,9571082486,BSNL
PH006647,CID005309,9357872558,Vi
PH006648,CID005310,9696297298,Airtel
PH006649,CID005311,9180376376,Vi
PH006650,CID005312,9777551384,Airtel
PH006651,CID005313,9688807445,BSNL
PH006652,CID005314,9595300182,Vi
PH006653,CID005315,9026416688,Jio
PH006654,CID005316,9855676341,Airtel
PH006655,CID005317,9585847950,BSNL
PH006656,CID005318,9415237562,BSNL
PH006657,CID005319,9929479130,Airtel
PH006658,CID005320,9766299330,Vi
PH006659,CID005321,9275077941,Airtel
PH006660,CID005322,9103678190,BSNL
PH006661,CID005322,9409354704,Vi
PH006662,CID005323,9678921957,Jio
PH006663,CID005324,9132501659,BSNL
PH006664,CID005325,9632417728,Vi
PH006665,CID005325,9573763447,Jio
PH006666,CID005326,9808724426,BSNL
PH006667,CID005327,9622160320,Airtel
PH006668,CID005328,9427403899,Jio
PH006669,CID005329,9761829112,Airtel
PH006670,CID005329,9610981077,BSNL
PH006671,CID005330,9154738218,Vi
PH006672,CID005331,9591508833,Vi
PH006673,CID005332,9121890545,Jio
PH006674,CID005333,9491209085,Airtel
PH006675,CID005333,9520976206,Vi
PH006676,CID005334,9222812478,Jio
PH006677,CID005335,9146963323,Airtel
PH006678,CID005336,9159122816,BSNL
PH006679,CID005336,9072792601,Jio
PH006680,CID005337,9348582292,BSNL
PH006681,CID005338,9247898979,BSNL
PH006682,CID005338,9895435776,BSNL
PH006683,CID005339,9841061383,Vi
PH006684,CID005340,9728153131,Vi
PH006685,CID005341,9001118830,BSNL
PH006686,CID005342,9064730270,Jio
PH006687,CID005343,9831182302,Vi
PH006688,CID005344,9625194058,BSNL
PH006689,CID005345,9344050084,Jio
PH006690,CID005346,9433525187,Vi
PH006691,CID005347,9537202082,Vi
PH006692,CID005347,9383510472,Vi
PH006693,CID005348,9729331728,Airtel
PH006694,CID005349,9533039729,Airtel
PH006695,CID005350,9143352600,Airtel
PH006696,CID005351,9847728785,Airtel
PH006697,CID005352,9027024421,Vi
PH006698,CID005353,9023158426,Vi
PH006699,CID005354,9150431687,Airtel
PH006700,CID005355,9912782547,Airtel
PH006701,CID005355,9930303831,BSNL
PH006702,CID005356,9999503652,Airtel
PH006703,CID005356,9649815032,Vi
PH006704,CID005357,9655246280,Vi
PH006705,CID005358,9944540002,BSNL
PH006706,CID005359,9827095866,BSNL
PH006707,CID005360,9407323317,BSNL
PH006708,CID005361,9466023049,Airtel
PH006709,CID005362,9169009559,Vi
PH006710,CID005363,9630149296,Jio
PH006711,CID005363,9358037804,Vi
PH006712,CID005364,9599426131,Jio
PH006713,CID005365,9733527263,Airtel
PH006714,CID005366,9209491588,BSNL
PH006715,CID005367,9023759281,Jio
PH006716,CID005367,9688860247,Jio
PH006717,CID005368,9663851426,Airtel
PH006718,CID005369,9904150833,Jio
PH006719,CID005370,9769778564,BSNL
PH006720,CID005371,9999018428,Vi
PH006721,CID005372,9678918540,Airtel
PH006722,CID005373,9027010854,Vi
PH006723,CID005374,9350226363,Jio
PH006724,CID005375,9950781340,Airtel
PH006725,CID005376,9662296101,BSNL
PH006726,CID005376,9262003403,Jio
PH006727,CID005377,9769322075,Airtel
PH006728,CID005378,9927769694,Airtel
PH006729,CID005378,9832770970,Vi
PH006730,CID005379,9868923091,BSNL
PH006731,CID005379,9560439826,Airtel
PH006732,CID005380,9402831034,Airtel
PH006733,CID005380,9019539405,Jio
PH006734,CID005381,9775436071,BSNL
PH006735,CID005382,9288840930,Jio
PH006736,CID005382,9973709314,Airtel
PH006737,CID005383,9672473070,Jio
PH006738,CID005383,9164758699,BSNL
PH006739,CID005384,9415477322,Airtel
PH006740,CID005385,9300264717,Airtel
PH006741,CID005386,9239028857,Jio
PH006742,CID005387,9165713663,Jio
PH006743,CID005388,9778617067,Airtel
PH006744,CID005388,9844831279,Vi
PH006745,CID005389,9967513584,Jio
PH006746,CID005390,9269008714,Vi
PH006747,CID005391,9034263727,BSNL
PH006748,CID005391,9358906082,Vi
PH006749,CID005392,9943898421,BSNL
PH006750,CID005393,9767048893,Airtel
PH006751,CID005394,9149586257,Airtel
PH006752,CID005395,9644780695,BSNL
PH006753,CID005396,9383610887,Airtel
PH006754,CID005397,9203540584,Vi
PH006755,CID005398,9077182601,Vi
PH006756,CID005399,9655280948,Jio
PH006757,CID005400,9959702250,BSNL
PH006758,CID005401,9983677941,Jio
PH006759,CID005402,9238592901,BSNL
PH006760,CID005403,9932632229,BSNL
PH006761,CID005404,9341417539,Vi
PH006762,CID005405,9137897575,Vi
PH006763,CID005406,9559228142,Airtel
PH006764,CID005406,9943935419,BSNL
PH006765,CID005407,9738182406,BSNL
PH006766,CID005408,9086537895,BSNL
PH006767,CID005408,9265087731,BSNL
PH006768,CID005409,9595328187,Airtel
PH006769,CID005410,9337597341,Vi
PH006770,CID005411,9747192266,Jio
PH006771,CID005412,9249792766,Vi
PH006772,CID005413,9801440086,Vi
PH006773,CID005414,9179069292,Jio
PH006774,CID005415,9941817830,Airtel
PH006775,CID005416,9339672315,Jio
PH006776,CID005417,9987433441,Airtel
PH006777,CID005418,9503212830,Vi
PH006778,CID005419,9613317943,BSNL
PH006779,CID005419,9864858577,Airtel
PH006780,CID005420,9240796207,Airtel
PH006781,CID005421,9268582953,Airtel
PH006782,CID005422,9113151574,Jio
PH006783,CID005423,9846589278,Airtel
PH006784,CID005424,9727160068,Vi
PH006785,CID005425,9975482119,BSNL
PH006786,CID005426,9484754177,BSNL
PH006787,CID005426,9095070415,Airtel
PH006788,CID005427,9526142624,BSNL
PH006789,CID005427,9821184760,Vi
PH006790,CID005428,9373267299,Airtel
PH006791,CID005429,9041977036,Jio
PH006792,CID005429,9783966055,Airtel
PH006793,CID005430,9081309237,BSNL
PH006794,CID005431,9039555644,BSNL
PH006795,CID005431,9956793724,BSNL
PH006796,CID005432,9778513201,Vi
PH006797,CID005432,9109278255,Airtel
PH006798,CID005433,9213760663,BSNL
PH006799,CID005434,9341765539,Vi
PH006800,CID005434,9555450680,BSNL
PH006801,CID005435,9222334052,Airtel
PH006802,CID005436,9878331050,BSNL
PH006803,CID005437,9360618317,Airtel
PH006804,CID005437,9580801592,Airtel
PH006805,CID005438,9888605681,Jio
PH006806,CID005439,9792082927,BSNL
PH006807,CID005439,9475584123,Jio
PH006808,CID005440,9393931524,Vi
PH006809,CID005441,9801590797,Airtel
PH006810,CID005442,9155232760,Airtel
PH006811,CID005442,9190554929,Jio
PH006812,CID005443,9015898977,Airtel
PH006813,CID005443,9549531853,Jio
PH006814,CID005444,9547089203,Jio
PH006815,CID005445,9846089284,Airtel
PH006816,CID005445,9678621216,Jio
PH006817,CID005446,9073419806,BSNL
PH006818,CID005446,9643522829,Jio
PH006819,CID005447,9508236043,Jio
PH006820,CID005448,9577194764,BSNL
PH006821,CID005448,9714508032,Vi
PH006822,CID005449,9930661431,BSNL
PH006823,CID005450,9783003083,BSNL
PH006824,CID005451,9433799136,Airtel
PH006825,CID005452,9851987381,Airtel
PH006826,CID005452,9953575310,Vi
PH006827,CID005453,9753461193,Vi
PH006828,CID005454,9630043443,Airtel
PH006829,CID005454,9567020338,Jio
PH006830,CID005455,9100098212,BSNL
PH006831,CID005456,9512065872,Airtel
PH006832,CID005457,9393354073,Jio
PH006833,CID005457,9580291042,Vi
PH006834,CID005458,9206697660,Vi
PH006835,CID005459,9820133068,BSNL
PH006836,CID005459,9304809376,BSNL
PH006837,CID005460,9966437472,BSNL
PH006838,CID005461,9940726047,Jio
PH006839,CID005461,9925164387,Airtel
PH006840,CID005462,9298374196,BSNL
PH006841,CID005463,9247218328,Vi
PH006842,CID005463,9267885888,Airtel
PH006843,CID005464,9122895659,Vi
PH006844,CID005465,9501819562,Jio
PH006845,CID005466,9157511730,Jio
PH006846,CID005467,9335279132,Airtel
PH006847,CID005468,9210131192,Jio
PH006848,CID005469,9545473593,Airtel
PH006849,CID005470,9665157530,Vi
PH006850,CID005471,9768263247,Vi
PH006851,CID005472,9996859600,BSNL
PH006852,CID005473,9461494841,BSNL
PH006853,CID005473,9838946161,Airtel
PH006854,CID005474,9406824290,Jio
PH006855,CID005475,9240468246,Jio
PH006856,CID005475,9608818829,Jio
PH006857,CID005476,9521946714,Vi
