complainant_id,case_master_id,complainant_name,age_year,occupation_id,religion_id,caste_id,gender_id
1197,1090,Omisha Ramaswamy,64,10,2,3,1
1198,1091,Darpan Mitter,37,1,7,7,1
1199,1092,Abhiram Mittal,27,9,4,5,2
1200,1093,Chakrika Din,35,5,7,9,1
1201,1094,Waida Chaudhari,65,1,3,8,2
1202,1095,Umang Korpal,22,2,1,8,2
1203,1096,Madhavi Luthra,33,11,3,1,1
1204,1097,Maya Raju,54,4,5,3,1
1205,1098,Anthony Wason,19,10,5,9,1
1206,1099,Mekhala Mittal,39,12,7,2,2
1207,1100,Nakul Sagar,60,9,3,2,2
1208,1101,Lucky Dara,24,8,3,2,1
1209,1102,Rachita Tiwari,58,9,2,6,2
1210,1102,Aashi Loke,24,8,7,7,1
1211,1103,Ekiya Ray,62,5,7,7,1
1212,1104,Balhaar Bakshi,28,10,2,2,1
1213,1105,Pavani Bala,26,7,4,6,2
1214,1106,Avi Grewal,30,7,4,3,2
1215,1107,Owen Agarwal,71,10,3,4,1
1216,1108,Yasti Grover,64,1,3,2,1
1217,1109,Gaurav Tailor,70,7,2,4,1
1218,1110,Maanav Kadakia,65,11,2,4,2
1219,1111,Mitesh Gour,74,6,2,6,2
1220,1112,Ekalinga Contractor,41,8,2,9,2
1221,1113,Ekiya Dixit,37,9,7,5,2
1222,1114,Vamakshi Bath,71,8,3,6,1
1223,1115,Ekalinga Pillay,41,10,6,6,1
1224,1116,Ekani Seshadri,75,11,3,8,2
1225,1117,Watika Char,42,4,5,3,2
1226,1117,Gaurav Doctor,20,12,3,2,2
1227,1118,Pooja Swaminathan,24,3,6,6,2
1228,1119,Jack Chand,45,1,5,9,1
1229,1120,Ekapad Pandey,71,8,5,8,1
1230,1121,Ucchal Randhawa,67,6,5,6,1
1231,1122,Ganga Bali,73,9,6,5,1
1232,1123,Ishita Devan,21,5,3,9,2
1233,1124,Imaran Edwin,49,11,3,4,2
1234,1125,Baghyawati Sachdev,47,11,4,7,2
1235,1126,Yash Kibe,40,5,4,3,1
1236,1127,Hemang Anand,57,4,4,8,2
1237,1128,Urmi Deo,41,3,1,1,2
1238,1129,Samar Shenoy,46,3,6,1,2
1239,1130,Tejas Biswas,25,10,5,3,2
1240,1131,Samarth Minhas,39,8,3,2,1
1241,1132,Charvi Kata,20,12,7,4,1
1242,1133,Chandresh Dua,40,12,7,5,1
1243,1134,Eiravati Bhardwaj,20,12,6,4,2
1244,1134,Vedant Yadav,72,9,5,8,1
1245,1135,Pratyush Sen,53,1,5,9,1
1246,1136,Samarth Anne,46,9,7,7,2
1247,1137,Raksha Sane,18,12,2,6,2
1248,1138,Farhan Ghose,67,12,5,5,1
1249,1139,Karan Batra,37,7,1,2,1
1250,1140,Nihal Deo,66,3,2,2,1
1251,1140,Charles Prakash,62,7,5,4,1
1252,1141,Utkarsh Yadav,37,10,4,6,2
1253,1142,Meera Walla,43,2,6,4,1
1254,1143,Warinder Pal,63,8,1,7,2
1255,1144,Pranav Nadkarni,64,1,6,1,1
1256,1145,Mason Dhawan,18,2,3,2,1
1257,1146,Samaksh Mann,72,5,3,4,1
1258,1147,Anika Shetty,29,7,6,5,1
1259,1148,Sara Taneja,70,10,4,9,1
1260,1149,Sneha Tank,69,4,6,1,1
1261,1150,Matthew Mangal,53,8,5,8,1
1262,1151,Mitesh Rege,63,8,5,5,1
1263,1152,Harinakshi Chatterjee,42,11,6,9,2
1264,1153,Peter Doshi,50,5,6,6,2
1265,1154,Omisha Wason,39,8,6,6,2
1266,1155,Peter Thakkar,42,1,1,1,1
1267,1156,Kai Kalla,24,9,1,9,2
1268,1157,Reyansh Goswami,65,8,6,7,1
1269,1157,Dalaja Bhatt,68,6,3,4,2
1270,1158,Yasti Choudhury,19,4,2,5,2
1271,1159,Anmol Bhandari,52,12,6,7,2
1272,1160,Neel Zacharia,42,8,7,8,2
1273,1161,Onveer Bhatia,75,11,5,8,2
1274,1162,Yachana Rajan,52,11,5,9,2
1275,1163,Mitali Sha,52,5,7,3,2
1276,1163,Yug Saraf,21,5,7,6,1
1277,1164,Hardik Zachariah,61,8,1,4,2
1278,1165,Waida Rajan,49,3,4,5,1
1279,1166,Jackson Sharma,41,12,7,8,2
1280,1167,Krisha Pillay,44,5,4,6,2
1281,1168,Hemal Nanda,34,12,4,5,1
1282,1169,Luke Sabharwal,34,6,5,9,2
1283,1170,Widisha Kumer,42,6,2,3,1
1284,1170,Bhavani Ravi,39,1,4,4,2
1285,1171,Tara Venkataraman,52,2,5,1,2
1286,1172,Ojas Varma,19,7,2,6,2
1287,1173,Darsh Badami,65,4,3,8,2
1288,1174,Adweta Cherian,33,9,6,1,2
1289,1175,Neha Chaudry,26,2,3,9,2
1290,1176,Rehaan Sarma,18,7,7,4,2
1291,1177,Isaiah Jani,40,1,3,7,1
1292,1178,Maya Sule,51,8,1,6,2
1293,1179,Jackson Naik,69,8,5,4,1
1294,1180,Garima Keer,66,11,2,4,2
1295,1181,Rajeshri Narain,63,6,5,6,1
1296,1182,Zaid Ramesh,43,7,5,9,2
1297,1182,Qasim Chand,36,6,6,6,1
1298,1183,Dhriti Chaudhuri,46,1,2,8,2
1299,1184,Janani Morar,54,11,4,2,2
1300,1185,Lohit Mishra,37,5,3,4,1
1301,1185,Chakrika Choudhury,49,12,3,3,1
1302,1186,Gauri Kashyap,59,6,3,9,1
1303,1187,Sai Khatri,40,12,6,2,1
1304,1188,Aditya Mangal,30,5,7,6,1
1305,1189,Harrison Vala,59,10,3,5,2
1306,1190,Saanvi Radhakrishnan,26,11,1,4,1
1307,1191,Qushi Lala,30,6,6,4,2
1308,1192,Varsha Kari,24,3,1,7,1
1309,1192,Vivaan Oak,26,4,2,9,2
1310,1193,Onkar Prabhakar,30,6,3,5,2
1311,1194,Praneel Dhar,19,11,5,4,1
1312,1195,Falguni Wadhwa,43,4,4,4,2
1313,1196,Fariq Maharaj,56,4,3,9,2
1314,1197,Pavani Sampath,28,10,6,7,1
1315,1198,Jonathan Rana,58,3,4,7,1
1316,1199,Harrison Thakkar,67,6,2,8,1
1317,1200,Triya Jhaveri,27,7,6,7,1
1318,1201,Yatan Kadakia,71,5,5,6,1
1319,1202,Yatin Chadha,46,6,1,2,2
1320,1203,Bina Koshy,67,8,5,7,2
1321,1204,Krishna Kumer,44,12,1,4,2
1322,1204,Ekapad Sachar,55,6,6,3,2
1323,1205,Ranbir Agarwal,48,4,1,3,1
1324,1206,Aashi Madan,42,7,3,2,2
1325,1207,Warhi Ratti,53,2,7,2,2
1326,1208,Anamika Nagarajan,42,10,2,7,1
1327,1209,Upma Savant,53,6,5,2,1
1328,1210,Girindra Kaul,29,8,5,9,2
1329,1211,Kiaan Palla,23,12,3,4,1
1330,1212,Shravya Shenoy,42,12,1,7,2
1331,1213,Wriddhish Borra,35,10,6,5,1
1332,1213,Vasudha More,48,12,6,3,1
1333,1214,Kashvi Brar,68,2,1,2,1
1334,1215,Balendra Hans,27,3,5,8,2
1335,1216,Mohini Sen,18,3,7,6,2
1336,1217,Harinakshi Shroff,47,6,2,7,2
1337,1217,Dhriti Balan,61,3,6,7,1
1338,1218,Gaurav Gupta,54,2,5,4,2
1339,1219,Faqid Ramakrishnan,48,4,2,1,1
1340,1220,Aahana Mohan,19,10,5,6,1
1341,1221,Girik Ranganathan,69,3,1,3,1
1342,1222,Lucky Badal,35,7,4,9,2
1343,1223,Diya Chandra,41,2,4,6,1
1344,1224,Jagrati Zachariah,36,12,2,1,2
1345,1225,Jonathan Kala,73,3,2,7,2
1346,1226,Frederick Sarkar,22,9,7,4,2
1347,1227,Amruta Uppal,57,12,1,1,2
1348,1228,Eiravati Mahal,23,3,2,1,1
1349,1229,Jagrati Narasimhan,34,9,3,7,2
1350,1230,Jairaj Krishnan,52,2,3,2,1
1351,1231,Chaitanya Rama,69,5,3,7,1
1352,1232,Yash Baria,70,3,7,9,1
1353,1233,Dayamai Doctor,21,6,2,3,1
1354,1234,William Mall,43,7,3,1,2
1355,1235,Amara Babu,25,5,2,9,2
1356,1236,Xiti Boase,39,5,1,8,2
1357,1237,Ekaraj Goda,75,11,3,2,2
1358,1238,Christopher Lalla,74,7,2,8,2
1359,1239,Joshua Sane,26,9,6,7,1
1360,1240,Ekta Kapur,33,5,6,5,1
1361,1241,Oni Kanda,75,8,4,2,1
1362,1242,Gaurangi Khalsa,23,4,2,1,1
1363,1243,Eesha Chaudhuri,24,6,6,9,1
1364,1244,Mugdha Dua,72,10,7,3,2
1365,1245,Nitara Chopra,49,9,5,7,2
1366,1246,Chatresh Mohanty,21,9,5,9,1
1367,1247,Anay Ratta,27,11,6,7,2
1368,1248,Faris Wali,23,9,7,9,1
1369,1249,Geetika Mani,39,6,5,2,2
1370,1249,Dhruv Wable,68,5,6,2,2
1371,1250,Caleb Gopal,72,4,3,2,2
1372,1251,Panini Agrawal,47,2,1,1,2
1373,1252,Gaurav Majumdar,65,2,2,9,1
1374,1252,Agastya Kadakia,18,1,4,3,1
1375,1253,Guneet Mane,62,1,5,5,1
1376,1253,Falguni Patla,35,8,6,8,1
1377,1254,Arin Sodhi,39,3,5,8,2
1378,1255,Ojasvi Cherian,59,12,5,8,2
1379,1256,Vasana Swaminathan,53,3,6,1,1
1380,1257,Indira Shroff,68,10,7,9,1
1381,1258,Jairaj Raman,21,9,3,2,2
1382,1258,Leena Raja,23,3,2,9,2
1383,1259,Christopher D’Alia,37,11,7,3,2
1384,1260,Chakradhar Virk,25,11,6,5,1
1385,1261,Laksh Mani,68,8,3,1,1
1386,1262,Manan Chaudhuri,34,9,5,4,1
1387,1263,Viraj Mukherjee,46,10,4,6,1
1388,1264,Jason Nagarajan,47,1,6,4,1
1389,1265,Krish Kaur,26,6,5,8,2
1390,1266,Anirudh Dube,75,7,4,7,2
1391,1267,Dhruv Sathe,44,7,2,4,1
1392,1268,Janaki Rajagopalan,73,12,4,8,2
1393,1269,Charvi Thakur,47,2,4,7,1
1394,1269,Tripti Golla,59,10,2,1,1
1395,1270,Manbir Seshadri,22,8,5,2,2
1396,1271,Vanya Bir,42,5,2,4,1
1397,1272,Raagini Thaman,43,1,1,6,1
1398,1273,Abeer Palan,28,9,5,2,2
1399,1273,Maanav Som,45,4,7,2,1
1400,1274,Xalak Nori,21,8,1,4,1
1401,1275,Manan Subramaniam,28,1,6,8,2
1402,1276,Nakul Prabhu,28,11,4,3,2
1403,1277,Ayushman Gole,59,3,2,1,1
1404,1278,Shravya Shetty,39,4,3,4,2
1405,1279,Rushil Joshi,56,5,7,6,1
1406,1280,Isaiah Sastry,20,6,2,4,2
1407,1281,Turvi Dugar,67,5,4,2,2
1408,1282,Sudiksha Ganesan,35,7,6,7,2
1409,1283,Charvi Agate,53,9,2,2,2
1410,1283,Warhi Patla,54,11,7,2,2
1411,1284,Noah Grewal,20,10,2,8,2
1412,1285,Samuel Ghose,62,4,2,5,2
1413,1286,Upkaar Ravel,75,11,1,7,1
1414,1287,Meera Gade,68,6,7,9,1
1415,1288,Gautam Edwin,55,10,4,2,1
1416,1289,Neelima Hora,29,11,3,8,1
1417,1290,Amrita Chander,49,2,6,6,2
1418,1291,Nandini Dave,35,9,1,6,1
1419,1292,Aayush Dutt,49,9,7,9,1
1420,1293,Shaurya Dewan,68,12,1,5,1
1421,1294,Girik Thaker,55,2,5,5,2
1422,1295,Qushi Pandya,28,8,7,3,1
1423,1296,Orinder Badami,48,12,4,9,1
1424,1297,Manya Ganguly,71,3,3,5,2
1425,1298,Sanya Gera,75,7,2,6,1
1426,1298,Ranbir Krishnamurthy,41,7,4,2,1
1427,1299,Agastya Sahni,59,2,2,5,2
1428,1300,Rishi Goyal,35,10,6,7,2
1429,1301,Ubika Chander,18,8,5,6,1
1430,1302,Christopher Som,40,5,3,1,1
1431,1303,Anika Sampath,70,5,3,7,1
1432,1304,Nirja Contractor,48,4,7,3,1
1433,1305,Janaki Sood,52,1,7,6,1
1434,1306,Chakradev Mall,61,3,5,3,1
1435,1306,Ekaraj Solanki,69,7,4,7,2
1436,1307,Amruta Pai,22,10,4,7,2
1437,1307,Gautami Hegde,25,7,2,5,1
1438,1308,Unni Ghose,24,7,3,9,2
1439,1309,Dhriti Subramaniam,42,6,3,8,1
1440,1310,Faras Lala,53,7,3,5,1
1441,1311,Siya Panchal,58,3,1,5,2
1442,1312,Imaran Apte,55,8,1,1,1
1443,1313,Januja Sabharwal,46,7,5,6,2
1444,1314,Siddharth Bala,32,2,2,5,1
1445,1315,Qadim Salvi,53,10,4,4,1
1446,1316,Urishilla Jha,50,4,6,2,2
1447,1317,Daniel Lala,20,4,7,5,1
1448,1318,Yashodhara Buch,54,10,4,4,2
1449,1319,Ubika Chana,59,1,7,8,1
1450,1320,Gagan Khanna,31,12,3,5,1
1451,1321,Devansh Oak,58,10,1,4,1
1452,1322,Oeshi Sinha,35,11,7,4,2
1453,1323,Falguni Agarwal,43,4,2,5,1
1454,1323,Saumya Batra,68,9,7,1,1
1455,1324,Yochana Zacharia,69,4,3,2,1
1456,1325,Zaitra Tripathi,49,10,7,7,1
1457,1326,Nidra Ramanathan,22,9,1,2,2
1458,1327,Robert Lalla,23,5,2,3,2
1459,1328,Finn Gokhale,34,11,6,8,1
1460,1329,Yuvraj Andra,36,9,6,5,1
1461,1330,Kiaan Morar,25,5,4,5,1
1462,1331,Arya Babu,43,9,2,8,1
1463,1332,Wishi Kothari,31,1,3,3,1
1464,1333,Kashish Mukherjee,60,9,3,1,2
1465,1334,Ranbir Pai,62,10,5,5,1
1466,1335,Rachit Pradhan,52,4,3,5,2
1467,1336,Chandran Virk,59,4,6,8,1
1468,1337,Frado Dubey,58,9,4,3,2
1469,1337,Neha Anne,26,12,7,1,2
1470,1338,Chandran Shukla,44,1,7,6,2
1471,1339,Falak Rajagopal,72,9,2,3,2
1472,1340,Zilmil Goswami,62,6,5,2,1
1473,1341,Jeremiah Bandi,41,4,5,5,2
1474,1342,Nilima Rege,37,10,6,7,1
1475,1343,Eesha Kar,58,9,6,1,1
1476,1344,Watika Palla,36,4,3,5,1
1477,1345,Tripti Baria,37,5,7,8,2
1478,1346,Ojasvi Dave,73,3,2,9,1
1479,1347,Bahadurjit Parikh,67,5,5,1,2
1480,1348,Yashodhara Agarwal,25,5,1,6,2
1481,1349,Champak Swamy,32,8,1,3,1
1482,1350,Anya Badami,37,1,2,9,2
1483,1351,Arya Bail,23,4,4,2,1
1484,1352,Warjas Oommen,75,1,7,7,1
1485,1353,Brijesh Tiwari,46,10,6,5,2
1486,1354,Anya Nigam,50,4,7,9,1
1487,1355,Neha Bali,28,3,6,5,2
1488,1356,Chaman Srinivasan,74,8,1,6,2
1489,1357,Vedika Ram,19,11,2,7,2
1490,1358,Januja Kata,74,4,5,7,2
1491,1359,Tarak Rama,46,1,5,1,2
1492,1360,Abhiram Prabhakar,60,9,6,8,2
1493,1361,Daniel Khalsa,18,1,6,9,2
1494,1362,Unni Peri,55,8,5,3,2
1495,1363,Aarini Mahajan,68,12,1,4,2
1496,1364,Amol Dara,67,6,6,7,1
1497,1365,Jatin Tak,71,6,3,6,1
1498,1366,Saumya Dube,30,1,5,9,1
1499,1367,Watika Chandra,74,8,4,8,1
1500,1368,Riya Lanka,36,7,5,9,1
1501,1369,Radhika Mital,32,2,3,7,2
1502,1370,Abhimanyu Prasad,43,1,3,7,1
1503,1371,Maanas Srinivas,40,12,2,2,1
1504,1371,Kiaan Kade,57,12,4,9,1
1505,1372,Noah Sarna,37,12,7,1,2
1506,1373,Vedant Gill,40,3,5,1,2
1507,1374,Ekiya Sarin,59,7,7,7,1
1508,1375,Kabir Tailor,66,6,3,9,1
1509,1376,Chanchal Sridhar,43,9,6,2,2
1510,1376,Saanvi Aggarwal,18,10,4,5,1
1511,1377,Krishna Mani,73,6,6,7,2
1512,1378,Jeevika Toor,45,2,2,1,1
1513,1379,Adweta Sabharwal,69,8,3,7,1
1514,1380,Hemang Virk,48,9,6,8,1
1515,1381,Tristan Kurian,19,7,7,6,2
1516,1381,Harrison De,59,8,3,2,2
1517,1382,Aayush Bora,65,12,6,2,2
1518,1383,Yamini Swamy,18,12,4,5,1
1519,1384,Aadhya Pingle,23,7,6,8,1
1520,1385,Saksham Rana,54,11,2,3,1
1521,1386,Eiravati Sengupta,46,9,1,9,2
1522,1387,Abhimanyu Ben,70,8,1,3,1
1523,1388,Hredhaan Dube,27,10,5,9,2
1524,1389,Saksham Wadhwa,47,11,6,5,2
1525,1390,Chanchal Loyal,62,1,5,8,1
1526,1391,Dominic Soni,21,11,3,5,2
1527,1392,Ekanta Tara,51,4,6,8,2
1528,1393,Manan Basu,55,12,3,3,2
1529,1393,Gautam Pandya,31,3,5,4,2
1530,1394,Ishaan More,41,12,1,9,2
1531,1395,Zinal Randhawa,54,11,2,2,1
1532,1396,Ati Gandhi,64,5,2,5,2
1533,1397,Gautam Sidhu,59,4,4,1,2
1534,1398,Max Garg,39,7,1,9,2
1535,1399,Ekavir Saxena,32,5,2,3,1
1536,1400,Wakeeta Bhardwaj,57,10,3,2,2
1537,1401,Nirja Jha,61,1,1,6,2
1538,1402,Pranit Contractor,41,6,3,8,1
1539,1403,Vrinda Amble,41,12,3,8,2
1540,1404,Xavier Mutti,29,8,2,5,1
1541,1405,Harish Naidu,23,5,2,7,2
1542,1405,Harini Basak,26,5,3,4,2
1543,1406,Tristan Varty,46,3,3,7,2
1544,1407,Devansh Morar,26,12,5,5,2
1545,1408,Lucky Kata,73,4,2,1,2
1546,1409,Chanchal Bains,64,9,5,7,2
1547,1410,Sneha Dyal,46,4,7,4,1
1548,1411,Nihal Karan,54,7,6,6,1
1549,1411,Parth Mital,42,5,7,5,1
1550,1412,Leena Sinha,46,5,6,2,2
1551,1413,Aarush Nayar,59,2,1,7,2
1552,1414,Charita Mahal,45,9,3,6,1
1553,1415,Jackson Gulati,33,8,7,5,2
1554,1416,Liam Munshi,73,8,1,9,2
1555,1417,Elijah Joshi,72,2,5,1,1
1556,1418,Falak Doctor,74,3,2,4,1
1557,1419,Yatin Suri,37,2,7,1,1
1558,1420,George Misra,36,12,3,8,1
1559,1421,Bhavya Kumer,26,3,3,8,1
1560,1422,Kritika Chacko,43,8,3,7,2
1561,1423,Devansh Desai,19,5,5,9,1
1562,1424,Varsha Kohli,41,6,5,6,2
1563,1425,Nitara Garde,22,11,4,6,1
1564,1426,Suhani Bera,56,2,2,7,1
1565,1427,Gautami Nayak,61,1,4,6,2
1566,1428,Panini Krish,36,4,7,6,1
1567,1429,Chakradhar Borra,70,10,4,1,2
1568,1430,Pratyush Varughese,74,5,5,2,1
1569,1431,Xiti Ratta,62,5,6,3,2
1570,1432,Aradhana Patel,57,11,4,3,2
1571,1433,Leela Raval,20,6,3,9,2
1572,1434,Theodore Krish,42,11,5,8,1
1573,1435,Sathvik Reddy,55,10,3,8,2
1574,1436,Naksh Shankar,32,1,5,4,2
1575,1437,Harrison Ramaswamy,64,5,1,2,2
1576,1438,Urvi De,72,5,4,1,1
1577,1439,Libni Maharaj,70,6,6,1,1
1578,1440,Chaman Padmanabhan,64,11,6,3,2
1579,1441,Yashasvi Buch,52,9,1,1,2
1580,1442,Falguni Kannan,27,2,7,1,2
1581,1442,Bachittar Cheema,42,11,1,6,2
1582,1443,Vamakshi Saini,58,11,6,7,2
1583,1444,Baghyawati Bath,75,2,4,4,1
1584,1445,Hemang Rattan,64,9,6,2,2
1585,1446,Matthew Wagle,62,7,3,2,2
1586,1447,Elijah Baral,38,5,4,2,1
1587,1448,Darpan Kadakia,62,2,5,6,1
1588,1448,Rudra Borde,68,7,1,9,1
1589,1449,Krishna Chaudhari,59,11,5,4,1
1590,1450,Bimala Chanda,30,8,4,5,2
1591,1451,Xalak Mitra,65,6,6,3,1
1592,1451,Ladli Das,22,2,1,2,1
1593,1452,Gautami Kamdar,51,7,2,9,1
1594,1453,Barkha Sur,52,10,5,4,2
1595,1454,Neelima Joshi,56,12,3,8,1
1596,1455,Tamanna Dugal,38,8,6,6,2
1597,1456,Lavanya Anand,18,10,6,8,1
1598,1457,Harshil Ahluwalia,23,2,5,7,2
1599,1458,Lohit Amble,28,12,5,9,1
1600,1459,Luke Divan,56,9,1,8,1
1601,1460,Aarav Mahajan,64,9,3,1,1
1602,1460,Balvan Loyal,36,3,1,1,2
1603,1461,Eiravati Savant,33,12,2,9,1
1604,1462,Ayush Datta,70,1,7,6,2
1605,1463,Xavier Mitra,32,9,6,6,1
1606,1464,Frederick Uppal,32,9,7,6,2
1607,1465,Akshay Nagar,33,3,2,3,1
1608,1466,Qushi Bawa,72,11,5,2,2
1609,1467,Tripti Khosla,70,1,4,5,2
1610,1468,Oeshi Chander,63,1,1,4,1
1611,1469,Robert Srinivas,61,1,1,6,2
1612,1470,Wridesh Dhaliwal,50,11,2,4,1
1613,1471,Hema Koshy,58,11,3,3,1
1614,1471,Hritik Narang,55,6,3,6,2
1615,1472,Leena Ghosh,35,10,7,6,2
1616,1473,Pratyush Kapadia,73,1,1,6,2
1617,1474,Saanvi Dugar,31,4,4,6,2
1618,1475,Karan Bala,44,3,6,9,1
1619,1476,Lavanya Kadakia,60,11,3,5,1
1620,1477,Omya Chandran,63,8,4,2,2
1621,1478,David Agate,39,11,4,9,1
1622,1479,Avni Tailor,20,4,1,9,2
1623,1480,Utkarsh Acharya,50,9,1,6,2
1624,1481,Bhavani Narula,38,3,4,2,2
1625,1482,Rohan Chawla,20,12,6,1,1
1626,1483,Omya Bhavsar,20,3,3,6,2
1627,1484,Ishaan Raman,72,4,6,3,1
1628,1485,Ishani Dugal,69,12,6,5,2
1629,1486,Thomas Tank,33,6,6,9,2
1630,1487,Ayush Konda,45,1,1,5,1
1631,1488,Varenya Wason,41,9,2,5,1
1632,1489,Benjamin Chandra,37,11,6,2,1
1633,1490,Sai Kannan,28,5,3,9,2
1634,1491,Libni Singh,62,8,3,9,1
1635,1492,Jhalak Dara,61,12,3,5,1
1636,1493,Jonathan Sem,70,3,6,5,1
1637,1494,Aayush Grewal,50,8,1,1,1
1638,1495,Hemani Tailor,46,1,4,1,1
1639,1495,Laksh Prakash,70,1,5,6,2
1640,1496,Xavier Hans,47,9,3,1,2
1641,1497,Mugdha Saxena,74,2,3,7,1
1642,1497,Megha Hegde,55,2,1,3,2
1643,1498,Yahvi Loyal,53,1,2,2,2
1644,1499,Bhavika Saran,57,1,7,8,1
1645,1499,Arjun Prabhakar,68,3,6,5,1
1646,1500,Hritik Narula,37,5,5,8,1
