AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
51090,91117,Erik Perry,78,M,A9
51091,61059,Jeffery Smith,39,M,A2
51092,38333,Michael Ayers,73,M,A7
51093,24612,Gail Barrett,61,T,A8
51094,74904,Jack Raymond,33,M,A4
51095,13149,Jacob Walter,51,M,A2
51096,22666,Nicholas Wagner,68,M,A7
51097,28617,Erica Frye,73,M,A7
51098,33762,Audrey Mclean,64,M,A1
51099,85903,David Alvarez,24,M,A3
51100,68223,Lindsey Young,44,M,A6
51101,20024,Jessica Melton,36,M,A3
51102,78258,Jennifer Hernandez,52,F,A7
51103,84720,Joseph Brown,39,M,A6
51104,65085,Heather Tucker,17,M,A5
51105,5096,Aaron Johnson,74,M,A1
51106,29881,Duane Mora,26,M,A2
51107,66800,Jeffery Allen,51,M,A1
51108,3044,Sara Jones,24,M,A4
51109,73228,Rachel Spencer,53,M,A1
51110,68063,Tanya Diaz,51,M,A5
51111,35880,Randy Williams,78,M,A9
51112,99634,Christine Rocha,26,M,A7
51113,81999,Marc Davis,31,M,A7
51114,64313,Antonio Taylor,26,M,A3
51115,91417,Thomas Weber,76,M,A6
51116,93161,Joshua Richardson,26,M,A2
51117,74346,Christopher Griffin,28,M,A1
51118,13223,Brittney Hall,25,M,A5
51119,36433,George Wright,71,M,A8
51120,80277,Allison Thompson,69,M,A1
51121,27761,Anne Lewis,77,M,A1
51122,47452,Maria Larson,37,M,A8
51123,63992,Thomas White,29,M,A1
51124,27665,Vincent Gates,55,M,A4
51125,69535,Julie Walsh,43,M,A4
51126,23304,Mary Murphy,26,M,A2
51127,82707,Charles Maxwell,35,M,A2
51128,4947,Bruce Gallegos,17,M,A5
51129,82763,Danny Cruz,25,M,A8
51130,71379,Gabriel Williams,29,M,A4
51131,43051,Thomas James,21,M,A4
51132,52430,Victoria Nunez,45,M,A4
51133,5356,Jennifer Watson,42,M,A6
51134,9535,Becky Nichols,72,F,A8
51135,18421,Sabrina Stewart,72,M,A5
51136,95415,Melanie Brown,25,M,A2
51137,52568,Andrea Burns,41,M,A8
51138,24911,Justin Rowe,45,M,A2
51139,58498,Larry Ortega,76,M,A8
51140,64130,Marc Hernandez,77,M,A4
51141,46480,Dennis Gallegos,17,M,A3
51142,19417,Tracy Taylor,39,M,A7
51143,34904,Charlene Lopez,25,M,A4
51144,69564,Mark Schmitt,39,M,A5
51145,77322,Kimberly Chavez,39,M,A7
51146,39577,Anna Gutierrez,32,M,A7
51147,8509,Aaron Garcia,69,M,A8
51148,10353,Steven Dominguez,19,F,A1
51149,13801,Edward Leonard,31,F,A2
51150,39255,David Buckley,31,M,A3
51151,70491,John Harrington,20,M,A6
51152,32781,James Andrews,23,F,A6
51153,89996,Jade Palmer,49,M,A7
51154,52094,Brittany Hull,54,M,A4
51155,83278,Kimberly Dunlap,42,M,A2
51156,12388,Randy White,14,F,A7
51157,89524,Kathryn Carr,65,M,A9
51158,6339,Chad Lee,47,M,A2
51159,58329,Sabrina Garcia,55,M,A5
51160,98415,Joseph Wilson,63,F,A5
51161,68602,Kellie Horton,79,M,A1
51162,38348,Robert Douglas,44,M,A6
51163,1114,Matthew Nguyen,18,M,A3
51164,6930,Andrea Mason,79,M,A1
51165,53132,Joshua Hill,64,M,A3
51166,24822,Rachael Salazar,18,M,A9
51167,32096,Cassandra Ward,69,M,A5
51168,68124,Andrew Thompson,31,M,A6
51169,60730,Travis Wilson,51,M,A8
51170,97635,Kyle Thompson,26,M,A4
51171,91788,Jason Melton,64,F,A8
51172,90879,Victoria Lara,77,M,A9
51173,49017,Trevor Knapp,73,M,A1
51174,74529,Jason Ruiz,46,M,A1
51175,78489,Heather Reed,41,M,A3
51176,42033,Holly Acosta,68,M,A9
51177,77254,Ryan Jackson,71,M,A6
51178,79573,Rebecca Thompson,41,M,A3
51179,98459,Amanda Hernandez,70,M,A9
51180,38476,John Young,26,M,A2
51181,4047,Gregory Snyder,35,M,A2
51182,77165,Chad Hopkins,66,M,A3
51183,64193,Michael Taylor,51,M,A8
51184,28987,Timothy Thomas,23,M,A4
51185,39920,Jason Rodriguez,47,M,A8
51186,60924,Anthony King,49,M,A3
51187,49085,Michael Glass,64,M,A3
51188,77388,Norman Marsh,47,M,A8
51189,2841,Anthony Clayton,37,F,A4
51190,22431,Stephanie Brown,37,M,A5
51191,51130,Lisa Lee,72,M,A9
51192,44947,Eric Porter,34,M,A7
51193,32131,William Miller,37,M,A2
51194,69709,Lisa Aguirre,51,M,A6
51195,3363,Shelby Armstrong,36,M,A1
51196,53255,Cindy Buckley,30,M,A6
51197,27983,Jacqueline Harper,51,M,A2
51198,12777,Grant Gibson,68,F,A7
51199,71566,Danielle Buchanan,58,M,A9
51200,91041,Alyssa Smith,14,M,A6
51201,20045,Melissa Payne,19,M,A8
51202,93059,Tracy Lyons,16,M,A8
51203,81571,Felicia Perkins,25,F,A1
51204,90257,Jesse Oliver,72,M,A4
51205,11127,Julie Edwards,63,M,A4
51206,92554,Marie Carter,57,M,A1
51207,46474,Christina Rodriguez,19,M,A9
51208,91449,Scott Smith,78,M,A8
51209,53899,Nathan Knapp,71,M,A7
51210,43863,Samantha Sims,26,M,A5
51211,19467,Vanessa Cervantes,47,M,A1
51212,56046,Julie Ramos,58,M,A9
51213,22374,Ashley Green,79,M,A1
51214,66069,Lynn Matthews,54,M,A2
51215,88592,Matthew Ellis,14,M,A5
51216,75516,Andrew Griffith,18,M,A4
51217,85279,Robert Nicholson,78,M,A8
51218,8058,Kelly Sandoval,74,M,A2
51219,29628,Laura Miller,45,M,A6
51220,84986,David Barnes,73,M,A8
51221,57930,Nicholas Santiago,19,M,A7
51222,73002,Jessica Whitaker,18,M,A3
51223,73693,Audrey Mann,55,M,A6
51224,66708,Curtis Garcia,66,M,A3
51225,78194,Michelle Cooper,67,M,A4
51226,60062,Angela Marsh,40,M,A1
51227,35803,Kathleen Gomez,48,M,A7
51228,69081,Tiffany Smith,72,M,A5
51229,57644,Andrea Lee,37,M,A3
51230,44746,Bryan Robertson,29,M,A8
51231,83645,Brittany Austin,33,F,A4
51232,1923,Brad Wilcox,52,F,A8
51233,99334,Alicia Vaughn,46,M,A1
51234,81055,Joshua Dominguez,70,M,A9
51235,89170,Melissa Smith,18,M,A5
51236,63138,Terri Choi,31,T,A7
51237,16081,Karen Hoover,28,M,A3
51238,68694,Angel White,52,M,A7
51239,30464,Miranda Chavez,49,M,A7
51240,54893,Diane Gregory,75,M,A3
51241,38467,Robert Park,30,F,A1
51242,53246,Scott Chang,35,M,A5
51243,27164,Kevin Bush,46,M,A1
51244,73073,Larry Smith,69,M,A3
51245,4802,Sara Scott,31,M,A5
51246,86960,Kathleen Walker,59,F,A8
51247,9848,Gina Caldwell,77,M,A8
51248,65508,Felicia Adams,23,M,A2
51249,33450,Christopher Wilson,36,M,A3
51250,93819,Amy Welch,75,F,A4
51251,66861,Diana Burton,42,M,A7
51252,6713,Michelle Martin,48,M,A8
51253,40198,Sylvia Williams,26,M,A1
51254,76739,Erica King,23,M,A9
51255,91990,Joseph Thomas,66,M,A2
51256,77035,Dean Richardson,50,F,A9
51257,64201,Jason Acosta,47,F,A6
51258,42469,Michael Gutierrez,63,M,A1
51259,91208,Mary Rogers,19,F,A7
51260,72246,Jorge Oconnor,44,M,A9
51261,46056,Veronica Lambert,70,M,A3
51262,26536,Linda Armstrong,65,M,A4
51263,33631,Devin Miller,70,M,A8
51264,96601,Sharon Howard,23,M,A7
51265,88057,Brittany Freeman,16,M,A4
51266,226,Colin Kelley,62,M,A4
51267,51042,Brian Barber,35,M,A3
51268,69623,Angela Mooney,20,M,A8
51269,51461,Vanessa Yates,39,M,A9
51270,38151,Christian Trujillo,57,F,A3
51271,95451,Dale Powell,48,M,A9
51272,73010,James Smith,36,M,A8
51273,83571,Michele Williams,25,M,A6
51274,61966,Theresa Gonzalez,15,M,A1
51275,34343,Bradley Andrade,54,M,A7
51276,98417,Thomas Spencer,28,M,A9
51277,2511,Brian Lucas,23,M,A6
51278,81024,Michael Lane,23,M,A7
51279,46613,Jane Baker,64,M,A4
51280,87117,Erin Black,53,M,A8
51281,69134,Michael Williams,14,M,A5
51282,81132,Melissa Daniels,21,M,A7
51283,99967,Cynthia Parker,38,M,A5
51284,57168,Kayla Yu,19,M,A8
51285,94123,Paul Ellis,55,M,A1
51286,454,Derrick Jordan,24,M,A1
51287,92633,Erin Griffin,64,M,A4
51288,65901,Steven Flores,19,M,A3
51289,2617,Jennifer Marsh,60,F,A3
51290,60450,Roger Lee,15,M,A2
51291,98608,Cole Smith,76,F,A1
51292,17403,Robert Hill,17,M,A9
51293,28409,Chris Moss,15,M,A5
51294,51837,Erica Hernandez,51,M,A2
51295,82016,Peggy Benson,42,M,A4
51296,34084,Jeremiah Griffin,63,M,A9
51297,19974,Bradley Bradley,65,M,A9
51298,84813,James Carr,15,M,A1
51299,31641,Andrew Stanley,22,F,A6
51300,86177,Brian Klein,68,M,A2
51301,82790,Rebecca Gibson,51,M,A7
51302,98747,Beth Meyer,18,M,A6
51303,83808,Kelli Colon,77,M,A4
51304,46440,Sarah Shannon,47,M,A3
51305,80496,Dawn Johnston,77,F,A8
51306,99108,Paul Martin,43,M,A4
51307,30280,Michael Lang,75,M,A8
51308,31993,Leonard Waller,76,M,A5
51309,92116,Lori Ward,25,M,A7
51310,70131,Shannon Ramirez,47,M,A9
51311,34394,Alexis Green,19,T,A5
51312,43731,Samantha Walls,33,M,A2
51313,62827,Monique Griffin,62,M,A1
51314,3747,Lisa Sanders,48,F,A5
51315,61346,Joseph Davis,23,M,A6
51316,85198,James Cortez,56,M,A5
51317,82117,Krystal Howard,71,F,A3
51318,87300,Christopher White,15,M,A9
51319,15151,Melinda Barton,35,M,A1
51320,7758,Vincent Watson,45,T,A9
51321,75397,Emily Cummings,66,M,A7
51322,13547,Amy Weaver,15,M,A7
51323,82245,Douglas Harper,77,M,A8
51324,66170,Keith Colon,31,M,A7
51325,21091,Morgan Moore,34,F,A4
51326,89484,Sheila Anderson,43,M,A7
51327,73052,Nancy Curry,57,M,A6
51328,42383,Jill Carter,29,M,A6
51329,71984,Sheri Moon,56,M,A9
51330,49283,Anthony Rodriguez,38,F,A9
51331,85295,John Hopkins,62,F,A4
51332,88022,Jamie Phillips,58,M,A8
51333,22391,Daniel Rodriguez,53,F,A6
51334,44956,Edward Coleman,52,M,A1
51335,33407,Jennifer Walker,43,M,A2
51336,83985,Jose May,69,M,A6
51337,23952,Heather Johnson,34,M,A8
51338,73146,William Dawson,75,M,A4
51339,10254,Jacob Wilson,66,M,A8
51340,35128,Sarah Davis,16,T,A5
51341,92783,Elizabeth Burton,30,F,A4
51342,65998,Jacqueline Hill,31,M,A6
51343,14685,Jacob Young,45,M,A9
51344,63532,Donna Gutierrez,48,M,A6
51345,61579,Elizabeth Hill,31,M,A7
51346,36513,Nathan Norton,30,M,A3
51347,63624,Kevin York,75,M,A8
51348,46197,Ana Mills,25,M,A5
51349,96392,Kathleen Davis,37,M,A3
51350,81110,Allison Cohen,45,M,A4
51351,15808,Raven Gregory,24,M,A6
51352,17901,Joshua Gutierrez,34,M,A4
51353,92715,William Morris,55,M,A9
51354,97610,Gina Chambers,49,M,A6
51355,23933,Stephanie Phillips,67,M,A7
51356,60838,Stacey Smith,21,M,A9
51357,52494,Karen Gutierrez,61,M,A1
51358,35059,Francisco Myers,18,M,A3
51359,77596,William Cruz,43,M,A7
51360,49260,Emily Juarez,78,M,A7
51361,39130,Shannon Gibson,48,F,A6
51362,89675,Angela Thomas,47,M,A1
51363,67453,Stacy Dawson,51,F,A3
51364,86920,Albert Lee,32,F,A2
51365,26518,Joseph Chapman,48,M,A6
51366,97093,Mary Black,36,M,A1
51367,72664,Dawn Reyes,22,M,A2
51368,92681,Richard Hood,29,M,A4
51369,86472,Christine Benson,73,M,A6
51370,97406,Cynthia Lopez,67,M,A2
51371,71649,Jessica Rivera,75,M,A8
51372,85303,Robert Schwartz,21,M,A9
51373,25222,Christine Camacho,50,M,A3
51374,93263,Adam Jackson,32,M,A7
51375,56938,Kelli Cooper,49,M,A7
51376,60181,Sean Salazar,68,T,A1
51377,86803,Daniel Smith,58,M,A4
51378,34683,Ryan Flowers,17,F,A5
51379,89370,Tracy Johnson,34,F,A5
51380,42860,Teresa Miller,61,M,A1
51381,48340,Trevor Haney,22,M,A5
51382,67025,Dominic Blackburn,28,T,A3
51383,91576,Candice Randolph,76,M,A3
51384,26617,Joshua Jones,17,M,A5
51385,51384,John Butler,69,M,A7
51386,40743,Mark Hernandez,16,M,A2
51387,45937,Robert Love,49,M,A8
51388,3483,Kristina Vasquez,23,M,A1
51389,10061,Lisa Perez,20,M,A8
51390,37730,Meghan Griffin,73,M,A7
51391,44790,Wanda Vasquez,18,M,A7
51392,9662,Joel Young,43,M,A1
51393,94778,Patrick Thompson,56,M,A2
51394,93162,Jacqueline Forbes,47,F,A4
51395,59757,Joseph Griffin,44,M,A6
51396,13694,Gabriella Patel,45,M,A6
51397,8116,Teresa Newman,14,F,A6
51398,30586,Nicholas Brown,63,M,A3
51399,43626,Marcus Bright,69,M,A3
51400,23035,Victor Williams,69,M,A9
51401,92953,Cassandra Ford,79,M,A1
51402,35494,Rachael Johnston,77,M,A3
51403,59910,Leonard Rodriguez,68,M,A3
51404,61159,Samuel Charles,58,M,A9
51405,68622,Dylan Floyd,16,M,A2
51406,52752,Angela Vargas,78,F,A2
51407,28996,Bill Carter,69,M,A6
51408,36252,Steve Sawyer,48,M,A8
51409,85000,Karen Harper,44,M,A8
51410,35833,Mark Williams,56,F,A6
51411,57803,Melissa Chapman,66,M,A9
51412,98456,Vanessa Reed,72,M,A5
51413,43786,Diane Holloway,34,M,A6
51414,65045,Courtney Ortiz,16,M,A1
51415,77603,Jeremy Vasquez,33,F,A6
51416,72855,Lindsay Gonzalez,62,M,A2
51417,27947,Courtney Anderson,19,M,A8
51418,76346,Marcus Woods,38,M,A1
51419,68559,Scott Steele,65,F,A6
51420,90073,Dylan Short,41,M,A6
51421,48174,Andrea Johnson,79,M,A3
51422,54080,Brian Parrish,60,M,A1
51423,97156,Megan Morris,25,M,A1
51424,73447,Dominique Walker,78,M,A7
51425,44212,Joshua Sandoval,43,M,A1
51426,53590,Nicholas Roth,48,M,A6
51427,44225,Gregory Berger,66,M,A9
51428,38369,Gail Cobb,17,F,A5
51429,56419,Mary Jackson,64,M,A3
51430,31331,Wesley Harrington,56,M,A4
51431,31801,Denise Robertson,28,M,A9
51432,53281,Katie Cole,33,M,A4
51433,32023,James Brown,18,M,A9
51434,79614,Patrick Rivera,65,F,A2
51435,9037,Alex Randall,57,F,A4
51436,88799,Kevin Dominguez,34,M,A5
51437,84133,Kristina Colon,20,M,A4
51438,27430,Haley Frank,62,M,A9
51439,96598,Cindy Preston,24,M,A8
51440,91459,Lisa Miller,62,M,A2
51441,49448,Elizabeth Miller,68,M,A6
51442,18971,Lisa Shea,14,F,A1
51443,45568,Amber Thompson,29,T,A6
51444,71540,Tammy Obrien,23,M,A8
51445,13287,Victor Rhodes,77,M,A4
51446,38903,Christopher Brandt,55,M,A6
51447,45756,Amanda Buchanan,31,M,A6
51448,452,Kim Bailey,40,M,A7
51449,62285,Amanda Bridges,28,M,A7
51450,20976,Trevor Smith,59,M,A3
51451,21566,Anthony Miller,25,M,A1
51452,48947,Cameron Powers,69,M,A1
51453,73802,Jonathan Campbell,30,M,A8
51454,49240,Chad Banks,15,M,A9
51455,22647,Patrick Austin,38,M,A2
51456,99638,Michael Gray,29,M,A5
51457,36629,Tiffany Obrien,36,F,A9
51458,20047,Kenneth Davis,41,M,A1
51459,97639,Jasmine Green,55,M,A3
51460,12998,Jacob Hurst,68,M,A1
51461,68208,Edward Hood,25,M,A7
51462,77186,Micheal Doyle,37,M,A6
51463,4205,Sue Johnson,49,M,A5
51464,32853,Dawn Gomez,67,M,A3
51465,62301,Becky Huynh,30,M,A2
51466,79358,Laura Phillips,22,M,A4
51467,29914,Sophia Gibson,33,M,A8
51468,34720,Laurie James,31,M,A4
51469,15705,Michael Turner,18,M,A3
51470,66700,Anthony Randolph,34,M,A6
51471,37470,Anne Mullen,58,M,A6
51472,74625,Darlene Hunter,29,M,A3
51473,46341,Jose Miller,47,M,A1
51474,71931,Justin Preston,19,M,A7
51475,33068,Christopher Wilson,74,M,A6
51476,44614,Emily Thompson,50,F,A8
51477,55268,Shannon Williamson,29,M,A6
51478,54215,Jason Washington,79,M,A8
51479,20929,Patrick Wilson,65,M,A6
51480,8560,Suzanne Flores,40,M,A9
51481,53301,Chad Anderson,66,M,A4
51482,18298,Amber Rojas,40,M,A8
51483,37469,Cory Rodriguez,31,M,A1
51484,97938,Kimberly Williams,40,M,A9
51485,1815,Brittany Johnson,38,M,A2
51486,47308,Robert Washington,69,M,A7
51487,33452,Rebecca Williams,52,M,A3
51488,31732,Brian Weber,37,M,A9
51489,26156,Brooke Cox,75,F,A4
51490,8486,Thomas Johnson,25,M,A8
51491,61526,James Byrd,38,M,A7
51492,40558,Ricardo Nicholson,21,F,A9
51493,90467,Christina Woods,55,M,A8
51494,41087,Michelle Gonzalez,57,M,A6
51495,23897,Robert Spears,22,M,A4
51496,23581,Kelli Fernandez,34,M,A5
51497,41751,Debra Larson,61,F,A9
51498,71046,Jennifer Price,17,M,A9
51499,10557,Robert Ellis,41,M,A3
51500,64739,Anne Taylor,79,M,A6
51501,45754,Peter Johnson,37,T,A3
51502,28318,Donald Stewart,39,M,A5
51503,35152,Robert Edwards,65,M,A9
51504,97789,Manuel Forbes,28,M,A6
51505,70519,Vincent Chen,59,M,A2
51506,55247,Julia Saunders,26,M,A2
51507,29186,Michael Andersen,43,M,A1
51508,37295,Cynthia Richardson,53,M,A5
51509,86403,Michael King,24,M,A3
51510,45701,Michael Armstrong,31,M,A9
51511,9791,Kimberly Ruiz,40,M,A3
51512,52516,Jennifer Matthews,14,M,A1
51513,30135,Anthony Torres,50,M,A5
51514,54453,Nicole Nguyen,41,M,A8
51515,93124,Kimberly Davis,71,M,A6
51516,66803,Jeffrey Thornton,43,M,A6
51517,68585,Kelly Daniels,56,M,A9
51518,97460,George Park,63,M,A8
51519,82601,Breanna Cole,68,M,A3
51520,98559,Catherine Glass,44,M,A4
51521,35228,Sharon Taylor,63,M,A2
51522,6382,Christina Miller,78,M,A4
51523,48690,Kyle Larsen,43,M,A4
51524,40030,Marie Pena,45,M,A1
51525,86994,Heather Nguyen,57,F,A9
51526,46141,Kayla Wilson,24,F,A6
51527,16091,Matthew Phillips,76,M,A4
51528,73562,Joseph Jones,14,M,A7
51529,76824,Lindsey Carter,42,M,A9
51530,7,Stephanie Price,28,M,A2
51531,5744,Bryan Alvarez,61,M,A1
51532,22203,David Williams,14,F,A9
51533,66490,Craig Castro,19,M,A7
51534,76348,Jeremy Pace,77,M,A3
51535,73536,Adrienne Lamb,74,M,A1
51536,22412,Jeremy Townsend,24,M,A5
51537,38036,Brian Briggs,38,M,A5
51538,20581,Matthew Stokes,77,M,A2
51539,184,John Phillips,39,M,A7
51540,86561,Joseph Hardin,68,M,A3
51541,4943,Amanda Fox,52,M,A2
51542,77709,Stephanie Chapman,64,M,A6
51543,46546,Michael Edwards,71,M,A2
51544,91106,Julia Thomas,53,M,A3
51545,76008,Jacob Taylor,69,M,A5
51546,11258,Mary Suarez,29,M,A4
51547,34401,Larry Davidson,32,M,A2
51548,20624,Meghan Forbes,35,M,A5
51549,76126,Donna Hill,72,M,A6
51550,97125,Matthew Rush,66,M,A3
51551,27547,Gabriel Smith,64,M,A2
51552,41599,James Norton,36,M,A5
51553,39220,Patricia Newman,65,M,A3
51554,17681,Roberta Young,77,M,A9
51555,74775,Samantha Mills,17,M,A9
51556,41753,David Chen,27,M,A6
51557,83439,Linda Meadows,29,M,A1
51558,84555,Christina Warren,34,M,A7
51559,59772,Tami Washington,64,M,A1
51560,61830,Allison Brooks,51,M,A2
51561,25270,Hannah Schultz,40,F,A5
51562,7606,Alexandra Hawkins,27,M,A3
51563,38870,Roberta Coleman,26,F,A4
51564,63352,Crystal Graham,72,M,A3
51565,28195,Jeffrey King,29,M,A5
51566,87269,Kevin Garza,45,M,A9
51567,51200,Maria Hart,59,M,A9
51568,40865,Kathryn Morris,72,F,A1
51569,63008,Angelica Stewart,37,M,A7
51570,22437,Kenneth Andrews,15,M,A8
51571,61502,Tricia Adkins,77,M,A9
51572,87885,Susan Thomas,40,M,A8
51573,64364,Kevin Kelley,48,M,A5
51574,105,David Fleming,60,F,A7
51575,8397,Helen Foster,63,M,A4
51576,45509,Fred Ramirez,19,M,A4
51577,10866,Daniel Navarro,30,M,A2
51578,19349,Lori Pierce,77,M,A4
51579,66702,John Hughes,28,M,A1
51580,9222,Melanie Morrison,36,M,A4
51581,95574,Thomas Hart,73,M,A3
51582,60437,Joseph Stuart,18,M,A2
51583,25683,Andrew Miller,24,M,A5
51584,15112,Matthew Ruiz,44,M,A6
51585,68370,Brianna Bryant,75,M,A6
51586,47009,Pamela Perez,19,F,A9
51587,50826,Michael Miller,51,M,A2
51588,97324,David Obrien,62,M,A1
51589,51361,Dana Mckenzie,44,M,A1
51590,54440,Kimberly Roberson,43,M,A7
51591,7980,Robert Melton,25,M,A3
51592,75674,Joy Lara,49,M,A2
51593,86120,Sean Wright,73,M,A9
51594,67280,Cynthia Banks,74,M,A8
51595,26609,Lisa Phillips,75,M,A7
51596,90827,Derek Duncan,55,M,A7
51597,86321,Janet Johnson,73,M,A3
51598,32712,Laura Adams,24,M,A1
51599,92888,Cynthia Cervantes,52,M,A7
51600,63619,Todd Ellis,39,M,A7
51601,52152,Richard Burton,71,M,A3
51602,61330,Joel Norris,60,M,A2
51603,52372,Levi Maxwell,55,M,A8
51604,27425,Brenda Howell,28,M,A6
51605,25447,James Chen,61,M,A3
51606,46704,Lauren Walker,64,M,A7
51607,31918,Jason Olson,67,M,A5
51608,27851,James Mcguire,22,F,A1
51609,37335,Brooke Jenkins,56,M,A9
51610,11529,Barbara Brown,31,M,A3
51611,64935,Mariah Horton,47,M,A9
51612,91100,Yolanda Benson,25,M,A3
51613,8129,Jill Jackson,34,M,A7
51614,6525,Amanda Taylor,37,M,A5
51615,4448,Richard Keller,18,M,A8
51616,67610,Elizabeth Barrett,29,M,A6
51617,87689,Heather Williams,22,M,A1
51618,86495,David Williams,39,M,A8
51619,82979,Robert Wilcox,38,M,A3
51620,29605,Troy Erickson,25,M,A2
51621,59033,Jacob Porter,42,M,A7
51622,24219,Michael Frye,71,M,A8
51623,73917,Shannon White,71,M,A9
51624,95666,Christopher Thompson,46,M,A1
51625,95241,Casey Berry,55,M,A4
51626,30670,Jessica Downs,29,M,A5
51627,917,Daniel Palmer,58,M,A2
51628,77421,Maria Obrien,19,M,A4
51629,8579,Cathy Valdez,32,M,A4
51630,84061,Joseph Austin,23,M,A5
51631,38326,Stacy Thompson,65,M,A6
51632,71342,Julia Turner,70,M,A4
51633,10904,Jessica Garcia,72,M,A5
51634,40620,Kyle Davis,49,M,A8
51635,17095,Nicole Herring,31,M,A8
51636,41435,Joseph Grant,25,F,A2
51637,33243,Thomas Jackson,65,M,A1
51638,44534,Andrea Oconnor,59,M,A2
51639,12764,Spencer Keith,18,M,A4
51640,14594,Scott Chapman,40,M,A2
51641,69880,Linda Hood,52,M,A1
51642,54237,Allison King,20,M,A1
51643,58960,Bradley Wallace,75,M,A1
51644,69256,Cody Howard,46,F,A6
51645,46098,Amanda Warner,27,M,A5
51646,53246,Danielle Howe,57,M,A7
51647,92282,Patricia Greene,56,M,A7
51648,25756,Nathan Davis,59,M,A5
51649,39834,Dawn James,78,M,A5
51650,48160,Joseph Thomas,44,M,A3
51651,10623,Cynthia Harrison,73,T,A2
51652,92984,Rachael Kelley,47,M,A7
51653,79667,John Flores,54,M,A5
51654,59685,Dominic Byrd,15,M,A8
51655,181,Derek Baker,38,F,A1
51656,68713,Dana Richardson,71,M,A2
51657,75094,Marie Ballard,61,M,A9
51658,98356,Caleb Neal,28,M,A8
51659,18052,Nicole Hughes,33,M,A6
51660,58144,Angel Holland,68,T,A9
51661,12950,Theresa Miranda,74,M,A7
51662,62895,James Martinez,58,M,A8
51663,47822,Brian York,52,M,A9
51664,17236,David Wright,17,M,A3
51665,49067,John Lloyd,24,M,A6
51666,51833,Nancy Miller,36,M,A4
51667,43099,James Stark,76,M,A4
51668,20978,Robert Kane,49,M,A5
51669,46363,Rachel Galloway,35,M,A6
51670,5253,Ronald Stewart,43,M,A2
51671,32577,Jane Hernandez,33,M,A5
51672,41257,Christopher Nelson,48,M,A1
51673,96823,Lisa Huerta,67,M,A1
51674,46379,Paula Thomas,55,M,A4
51675,1064,Lindsey Gallegos,51,M,A3
51676,29438,Russell Andrade,42,F,A8
51677,59574,David Fernandez,55,M,A2
51678,84863,Tina Fitzgerald,76,M,A4
51679,70678,April White,28,M,A4
51680,48204,Natasha Miller,70,M,A2
51681,59480,Jeremy Riddle,67,F,A7
51682,93398,Victor Combs,68,M,A4
51683,71839,Darlene Ramirez,43,M,A4
51684,11671,Jennifer Carroll,31,M,A6
51685,532,Kelly Stanley,73,F,A5
51686,16039,Leonard Wells,29,M,A4
51687,76327,Sabrina Lynn,24,M,A6
51688,57617,Kyle Farmer,78,M,A9
51689,61425,Nathaniel Baker,16,F,A6
51690,34202,Kevin Klein,31,M,A4
51691,81747,Bruce Hicks,31,M,A2
51692,17927,Jeffery Peck,49,F,A9
51693,9634,Danny Byrd,43,M,A3
51694,41266,Karen Taylor,36,M,A4
51695,28457,Sarah Perry,52,M,A4
51696,18868,Christine Fields,51,M,A6
51697,2216,Debra James,74,F,A7
51698,66743,Michael Taylor,14,F,A7
51699,72102,Amy Browning,33,M,A6
51700,38791,Barbara Taylor,77,M,A6
51701,10801,Anna Fleming,54,M,A3
51702,80253,Christine Lamb,30,M,A5
51703,78918,Monica Moss,61,M,A2
51704,29880,Amy Pace,29,F,A9
51705,74348,Caleb Williams,29,M,A1
51706,84529,Jason Smith,76,M,A1
51707,22368,Jade Taylor,65,M,A6
51708,63524,Brittany Reed,61,T,A5
51709,52058,Joshua Webb,38,M,A3
51710,74003,Richard Hart,18,M,A9
51711,19114,Bobby Faulkner,74,F,A6
51712,36833,Stephanie Stewart,33,M,A1
51713,75709,Debbie Robinson,71,M,A9
51714,92571,Joseph Williams,65,M,A1
51715,99334,Jennifer Avila,73,F,A5
51716,57375,Christine Haynes,49,M,A4
51717,92427,Jennifer Cox,79,M,A4
51718,48629,Michelle Brandt,53,M,A2
51719,70841,Erika Herrera,67,M,A5
51720,70217,Olivia Johnson,43,M,A3
51721,57610,Jonathan Jordan,30,F,A7
51722,81107,Kari Butler,57,M,A8
51723,64750,Jason Atkins,55,M,A9
51724,31790,Linda Carter,25,M,A8
51725,47487,Sean Burns,31,F,A2
51726,90350,Christopher Reeves,60,M,A8
51727,50492,Mary Andrews,38,M,A1
51728,97307,Nicole Thompson,17,M,A5
51729,81955,Mary Nelson,69,M,A7
51730,12320,Courtney Obrien,19,M,A7
51731,82122,Edward Melton,52,M,A6
51732,2533,David Johnson,32,M,A7
51733,64168,Donald Schultz,29,T,A8
51734,23098,Paige Frost,40,M,A7
51735,84329,Mary Buck,68,M,A6
51736,42315,Natalie Wells,68,M,A2
51737,25954,Angela Woods,51,M,A2
51738,31922,Deborah Johnson,17,M,A6
51739,1578,Tina Bates,51,M,A5
51740,47868,Miranda Brown,54,M,A3
51741,31534,Brian Sullivan,44,M,A6
51742,21394,Daniel Mays,41,M,A4
51743,12761,Vanessa Thomas,51,M,A9
51744,9629,Michelle Lee,71,F,A4
51745,40852,Heather Johnson,34,M,A2
51746,24235,James Torres,74,M,A4
51747,53505,Zoe Navarro,32,F,A1
